Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Pelech,NYI,D,86,5,18,23,23,30,1128.3837,0,0,0,0,0,115,0.04347,5,23,,2018-2019
Anders Lee,NYI,L,90,29,26,55,19,66,1024.0111,10,8,0,0,5,224,0.12946,19,37,0.49726,2018-2019
Andrew Ladd,NYI,L,26,3,8,11,3,16,830.5384,0,0,0,0,0,34,0.08823,3,10,0.4,2018-2019
Anthony Beauvillier,NYI,R,89,19,11,30,1,8,861.0224,1,1,0,0,4,171,0.11111,18,28,0.47457,2018-2019
Brock Nelson,NYI,C,90,29,28,57,18,30,1080.0444,3,6,1,1,5,203,0.14285,25,47,0.4728,2018-2019
Cal Clutterbuck,NYI,R,80,8,15,23,2,48,843.675,3,0,0,0,2,104,0.07692,5,19,0.44117,2018-2019
Casey Cizikas,NYI,C,81,20,13,33,16,42,844.9506,0,0,2,0,3,121,0.16528,18,30,0.49824,2018-2019
Devon Toews,NYI,D,56,6,17,23,4,4,1084.5178,2,6,0,1,2,98,0.06122,4,15,0.0,2018-2019
Johnny Boychuk,NYI,D,78,3,17,20,12,25,1121.8846,1,2,0,0,1,158,0.01898,2,16,,2018-2019
Jordan Eberle,NYI,R,86,23,23,46,-2,19,991.8255,7,9,0,0,6,185,0.12432,16,30,0.38461,2018-2019
Josh Bailey,NYI,R,90,20,42,62,10,21,1015.4888,3,13,1,2,5,147,0.13605,16,45,0.525,2018-2019
Joshua Ho-Sang,NYI,R,10,1,1,2,2,6,871.4,0,0,0,0,0,10,0.1,1,2,0.0,2018-2019
Leo Komarov,NYI,R,90,7,21,28,19,50,832.9222,0,0,0,0,1,90,0.07777,7,28,0.45273,2018-2019
Luca Sbisa,NYI,D,9,0,1,1,0,4,928.1111,0,0,0,0,0,5,0.0,0,1,,2018-2019
Mathew Barzal,NYI,C,90,20,49,69,-3,54,1069.4,5,15,0,1,3,204,0.09803,15,49,0.42386,2018-2019
Matt Martin,NYI,L,75,6,8,14,1,53,687.9066,0,0,0,0,1,73,0.08219,6,14,0.375,2018-2019
Michael Dal Colle,NYI,L,29,3,4,7,1,2,720.3103,0,0,0,0,2,35,0.08571,3,7,0.0,2018-2019
Nick Leddy,NYI,D,90,5,22,27,-1,18,1285.8111,0,10,0,0,0,124,0.04032,5,17,,2018-2019
Ross Johnston,NYI,L,17,1,3,4,3,23,474.8823,0,0,0,0,0,12,0.08333,1,4,0.0,2018-2019
Ryan Pulock,NYI,D,90,9,29,38,19,26,1346.7555,3,6,0,1,3,189,0.04761,6,29,,2018-2019
Scott Mayfield,NYI,D,87,4,17,21,17,76,1122.0229,0,0,1,0,0,117,0.03418,3,20,0.0,2018-2019
Stephen Gionta,NYI,C,5,0,0,0,-4,0,527.0,0,0,0,0,0,4,0.0,0,0,0.54054,2018-2019
Tanner Fritz,NYI,C,8,0,1,1,-3,2,649.375,0,0,0,0,0,6,0.0,0,1,0.41463,2018-2019
Thomas Hickey,NYI,D,44,0,4,4,2,33,1109.3863,0,0,0,0,0,49,0.0,0,3,,2018-2019
Tom Kuhnhackl,NYI,R,44,4,8,12,1,12,765.4318,0,0,0,0,0,42,0.09523,4,11,0.0,2018-2019
Valtteri Filppula,NYI,C,80,17,18,35,19,18,859.1375,0,0,1,1,4,85,0.2,16,34,0.5,2018-2019
