Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Erne,TB,LW,74,4,19,23,4.0,34,16:06,0,0,113,3.5,,,,,,0,0,0.0
Alex Killorn,TB,LW,82,9,37,46,38.0,34,22:05,0,3,128,7.0,,,,,,0,0,0.0
Anthony Cirelli,TB,C,82,18,22,40,22.0,45,14:52,2,3,153,11.8,,,,,,0,0,0.0
Anton Stralman,TB,D,52,7,10,17,7.0,14,11:08,1,0,76,9.2,,,,,,0,0,0.0
Brayden Point,TB,C,82,45,53,98,4.0,37,18:18,19,21,234,19.2,,,,,,3,2,66.7
Braydon Coburn,TB,D,70,13,13,26,5.0,26,11:21,0,0,95,13.7,,,,,,0,0,0.0
Cameron Gaunce,TB,D,1,0,0,0,0.0,2,8:35,0,0,1,0.0,,,,,,0,0,0.0
Cedric Paquette,TB,C,65,7,13,20,10.0,40,10:32,2,0,70,10.0,,,,,,0,0,0.0
Cory Conacher,TB,C,9,1,0,1,0.0,4,14:20,0,0,15,6.7,,,,,,0,0,0.0
Dan Girardi,TB,D,58,5,11,16,25.0,58,19:15,1,0,107,4.7,,,,,,0,0,0.0
Danick Martel,TB,LW,62,4,12,16,6.0,12,17:48,0,0,75,5.3,,,,,,0,0,0.0
Erik Cernak,TB,D,47,2,15,17,12.0,8,20:31,0,1,57,3.5,,,,,,0,0,0.0
J.T. Miller,TB,LW,80,22,26,48,9.0,66,15:50,5,4,130,16.9,,,,,,0,0,0.0
Jan Rutta D *,TB,,9,0,2,2,3.0,8,10:10,0,0,16,0.0,,,,,,0,0,0.0
Mathieu Joseph,TB,RW,75,6,26,32,12.0,28,17:55,0,6,128,4.7,,,,,,0,0,0.0
Mikhail Sergachev,TB,D,64,8,26,34,4.0,20,14:53,2,6,100,8.0,,,,,,0,0,0.0
Ondrej Palat,TB,LW,82,19,20,39,25.0,34,14:50,0,1,123,15.4,,,,,,1,0,0.0
Ryan Callahan,TB,RW,80,13,4,17,7.0,80,12:00,0,0,87,14.9,,,,,,0,0,0.0
Ryan McDonagh,TB,D,80,29,18,47,15.0,28,15:56,1,7,163,17.8,,,,,,1,0,0.0
Slater Koekkoek D *,TB,,14,0,2,2,4.0,4,14:26,0,0,20,0.0,,,,,,0,0,0.0
Steven Stamkos,TB,C,82,41,87,128,24.0,62,19:57,15,33,246,16.7,,,,,,7,4,57.1
Total,TB,,2,0,0,0,3.0,7,15:40,0,0,2,0.0,,,,,,0,0,0.0
Tyler Johnson,TB,C,75,13,34,47,8.0,30,14:39,4,16,108,12.0,,,,,,2,2,100.0
Victor Hedman,TB,D,79,41,51,92,27.0,28,18:55,20,15,191,21.5,,,,,,6,0,0.0
Yanni Gourde,TB,C,70,12,42,54,24.0,44,22:46,2,23,182,6.6,,,,,,5,4,80.0
