Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
17,Adam Musil,SA,21,F,65,6,8,14,20,-8.0,0,0,1,0.092,0.123,0.215,78.0,7.7%
6,Austin Poganski,SA,22,F,59,9,22,31,12,-10.0,5,1,1,0.153,0.373,0.525,85.0,10.6%
33,Ben Duffy,SA,26,F,3,0,1,1,0,0.0,0,0,0,0.0,0.333,0.333,2.0,0.0%
10,Bobby MacIntyre,SA,22,F,58,8,13,21,29,-16.0,0,0,1,0.138,0.224,0.362,71.0,11.3%
41,Braylon Shmyr,SA,21,F,2,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
20,Brian Flynn,SA,30,F,21,1,8,9,8,-6.0,1,0,1,0.048,0.381,0.429,42.0,2.4%
39,Carl Gunnarsson,SA,32,D,2,0,0,0,2,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
27,Charlie Sampair,SA,25,F,13,3,2,5,2,1.0,0,0,1,0.231,0.154,0.385,14.0,21.4%
11,Chris Butler,SA,32,D,51,2,19,21,40,-3.0,2,0,0,0.039,0.373,0.412,101.0,2.0%
24,Chris Thorburn,SA,35,F,40,2,5,7,45,-2.0,0,0,0,0.05,0.125,0.175,35.0,5.7%
15,Conner Bleackley,SA,22,F,57,5,11,16,35,-15.0,0,0,0,0.088,0.193,0.281,71.0,7.0%
40,Devin Williams,SA,23,G,2,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
36,Dylan Bredo,SA,25,D,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,3.0,0.0%
44,Evan Fitzpatrick,SA,20,G,8,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
18,Jake Walman,SA,22,D,66,3,10,13,48,-31.0,1,0,3,0.045,0.152,0.197,143.0,2.1%
16,Jakub Jerabek,SA,27,D,52,6,9,15,28,-22.0,4,0,0,0.115,0.173,0.288,64.0,9.4%
47,Jared Coreau,SA,27,G,32,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
43,Jared Thomas,SA,24,F,4,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
37,Joel Hofer,SA,18,G,1,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
