Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
41,Anton Khudobin,HOU,22,G,10,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
42,Barry Brust,HOU,25,G,28,0,0,0,10,,0,0,0,0.0,0.0,0.0,,
8,Benoit Pouliot,HOU,22,F,30,9,15,24,20,-2.0,2,2,0,0.3,0.5,0.8,76.0,11.8%
6,Brandon Rogers,HOU,26,D,74,3,29,32,80,-19.0,0,0,1,0.041,0.392,0.432,78.0,3.9%
17,Bryan Lundbohm,HOU,31,F,50,5,7,12,19,-5.0,0,0,1,0.1,0.14,0.24,45.0,11.1%
35,Cal Clutterbuck,HOU,21,F,2,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
9,Clayton Stoner,HOU,23,D,63,2,22,24,81,6.0,0,1,0,0.032,0.349,0.381,63.0,3.2%
1,Corey Locke,HOU,24,F,77,25,54,79,60,-16.0,13,0,5,0.325,0.701,1.026,189.0,13.2%
30,Craig Valette,HOU,26,F,15,0,2,2,15,-1.0,0,0,0,0.0,0.133,0.133,13.0,0.0%
24,Dane Crowley,HOU,21,D,8,2,2,4,8,1.0,0,0,0,0.25,0.25,0.5,8.0,25.0%
14,Danny Irmen,HOU,24,F,69,7,11,18,39,0.0,2,2,2,0.101,0.159,0.261,89.0,7.9%
40,Darryl Smith,HOU,21,F,4,0,0,0,4,-1.0,0,0,0,0.0,0.0,0.0,3.0,0.0%
37,J.P. Testwuide,HOU,24,D,2,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
15,Jason Deitsch,HOU,28,F,28,4,11,15,26,-5.0,2,0,0,0.143,0.393,0.536,33.0,12.1%
20,Jason Ryznar,HOU,25,F,77,4,2,6,56,-3.0,0,1,2,0.052,0.026,0.078,67.0,6.0%
2,Jesse Schultz,HOU,26,F,76,22,33,55,51,-7.0,8,0,3,0.289,0.434,0.724,120.0,18.3%
39,Jimmy Kilpatrick,HOU,23,F,3,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
31,John Adams,HOU,26,D,13,0,1,1,8,-5.0,0,0,0,0.0,0.077,0.077,13.0,0.0%
7,John Lammers,HOU,22,F,57,12,14,26,40,-7.0,8,0,1,0.211,0.246,0.456,109.0,11.0%
26,John Scott,HOU,26,D,44,2,2,4,111,-10.0,0,0,1,0.045,0.045,0.091,23.0,8.7%
27,Jon Insana,HOU,28,D,11,1,2,3,6,-1.0,0,0,0,0.091,0.182,0.273,3.0,33.3%
29,Justin Falk,HOU,20,D,65,0,3,3,44,-4.0,0,0,0,0.0,0.046,0.046,38.0,0.0%
38,Justin Taylor,HOU,25,F,2,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
3,Krys Kolanos,HOU,27,F,45,31,20,51,42,5.0,11,0,7,0.689,0.444,1.133,210.0,14.8%
22,Kurtis Foster,HOU,27,D,6,1,5,6,6,0.0,0,0,0,0.167,0.833,1.0,12.0,8.3%
4,Marco Rosa,HOU,26,F,69,16,24,40,42,-11.0,7,1,2,0.232,0.348,0.58,157.0,10.2%
36,Marco Scandella,HOU,18,D,2,0,0,0,0,-2.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
13,Mathieu Beaudoin,HOU,24,F,41,11,8,19,17,-15.0,5,0,0,0.268,0.195,0.463,80.0,13.8%
28,Matt Kassian,HOU,22,F,56,1,2,3,130,-9.0,0,0,0,0.018,0.036,0.054,41.0,2.4%
5,Maxim Noreau,HOU,21,D,77,14,25,39,49,-5.0,9,0,3,0.182,0.325,0.506,117.0,12.0%
23,Mike Hamilton,HOU,25,F,17,1,4,5,6,-6.0,1,0,0,0.059,0.235,0.294,21.0,4.8%
21,Mitch Love,HOU,24,F,63,2,4,6,214,-6.0,0,0,0,0.032,0.063,0.095,35.0,5.7%
12,Morten Madsen,HOU,21,F,56,6,16,22,33,-8.0,3,1,1,0.107,0.286,0.393,69.0,8.7%
43,Nolan Schaefer,HOU,28,G,51,0,0,0,4,,0,0,0,0.0,0.0,0.0,,
18,Paul Albers,HOU,23,D,73,4,7,11,52,-11.0,0,0,0,0.055,0.096,0.151,66.0,6.1%
10,Peter Olvecky,HOU,23,F,41,6,17,23,31,-1.0,3,0,0,0.146,0.415,0.561,91.0,6.6%
34,Petr Kalus,HOU,21,F,2,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
32,Rejean Beauchemin,HOU,23,G,1,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
19,Robert Earl,HOU,23,F,33,4,5,9,26,1.0,0,0,0,0.121,0.152,0.273,54.0,7.4%
16,Ryan Hamilton,HOU,23,F,29,8,4,12,24,-13.0,4,0,3,0.276,0.138,0.414,54.0,14.8%
33,Ryan Lang,HOU,28,F,1,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
11,Tomas Mojzis,HOU,26,D,46,7,15,22,51,-11.0,4,0,0,0.152,0.326,0.478,62.0,11.3%
25,Tony Hrkac,HOU,42,F,12,2,2,4,4,1.0,0,0,0,0.167,0.167,0.333,18.0,11.1%
