Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Deron Williams,68,68.0,36.8,19.4,0.4,2.5,2.9,10.7,1.1,0.3,3.4,2.0,3.2,6.8,14.5,47.1,1.0,3.3,31.0,4.8,5.6,84.9,5.8,11.1,51.8,1.343,0.51,PG,False
Mehmet Okur,72,72.0,33.5,17.0,1.7,6.0,7.7,1.7,0.8,0.7,1.8,3.0,0.9,6.0,12.3,48.5,1.3,2.8,44.6,3.8,4.6,81.7,4.7,9.5,49.7,1.38,0.54,C,False
Carlos Boozer,37,37.0,32.4,16.2,3.0,7.4,10.4,2.1,1.1,0.2,2.1,3.6,1.0,6.8,13.8,49.0,0.0,0.0,0.0,2.6,3.8,69.8,6.8,13.8,49.0,1.17,0.49,PF,False
Ronnie Brewer,81,80.0,32.2,13.7,1.2,2.5,3.7,2.2,1.7,0.4,1.4,1.6,1.6,5.2,10.2,50.8,0.3,1.0,25.9,3.0,4.3,70.2,4.9,9.2,53.7,1.342,0.52,SF,False
Paul Millsap,76,38.0,30.1,13.5,3.3,5.3,8.6,1.8,1.0,1.0,1.7,3.8,1.1,5.3,9.9,53.4,0.0,0.1,0.0,3.0,4.3,69.9,5.3,9.8,53.7,1.372,0.53,PF,False
Andrei Kirilenko,67,10.0,27.3,11.6,1.3,3.5,4.8,2.6,1.2,1.1,1.8,1.9,1.4,3.8,8.5,44.9,0.3,1.1,27.4,3.6,4.6,78.5,3.5,7.4,47.5,1.361,0.47,SF,False
CJ Miles,72,72.0,22.5,9.1,0.6,1.7,2.3,1.5,0.6,0.2,0.9,2.6,1.7,3.6,7.8,45.9,0.9,2.5,35.2,1.1,1.2,87.6,2.7,5.3,50.9,1.169,0.52,G,False
Kyle Korver,78,2.0,24.0,9.0,0.4,2.9,3.3,1.8,0.6,0.4,1.2,2.2,1.5,3.1,7.2,43.8,1.3,3.4,38.6,1.4,1.6,88.2,1.8,3.8,48.5,1.259,0.53,G,False
Kosta Koufos,48,7.0,11.8,4.7,1.0,1.8,2.9,0.4,0.3,0.6,0.5,1.5,0.8,2.0,3.9,50.8,0.0,0.0,0.0,0.8,1.1,70.6,2.0,3.9,50.8,1.211,0.51,C,False
Matt Harpring,63,2.0,11.0,4.4,0.7,1.2,2.0,0.4,0.5,0.1,0.5,1.6,1.0,1.8,3.8,46.1,0.0,0.0,0.0,0.9,1.1,76.4,1.8,3.8,46.4,1.149,0.46,SF,False
Ronnie Price,52,17.0,14.2,4.0,0.2,1.1,1.3,2.1,0.8,0.1,1.2,1.4,1.8,1.5,3.9,37.9,0.4,1.2,31.1,0.7,0.9,75.6,1.1,2.7,40.8,1.02,0.43,PG,False
Morris Almond,25,1.0,10.2,3.7,0.4,1.1,1.4,0.3,0.2,0.2,0.6,1.2,0.4,1.3,3.2,40.7,0.2,0.7,29.4,0.8,1.0,80.8,1.1,2.6,43.8,1.136,0.44,SG,False
Brevin Knight,74,0.0,12.7,2.4,0.2,1.0,1.2,2.6,0.9,0.1,0.9,1.3,2.9,0.9,2.6,34.9,0.0,0.1,0.0,0.6,0.9,75.0,0.9,2.5,36.1,0.952,0.35,PG,False
Kyrylo Fesenko,21,1.0,7.4,2.3,0.7,1.1,1.8,0.2,0.3,0.7,0.4,1.7,0.4,1.0,1.7,58.3,0.0,0.0,0.0,0.3,1.0,33.3,1.0,1.7,58.3,1.361,0.58,C,False
Jarron Collins,26,3.0,7.7,1.5,0.8,0.7,1.4,0.3,0.1,0.0,0.3,1.3,0.8,0.6,1.3,45.7,0.0,0.0,0.0,0.3,0.4,72.7,0.6,1.3,45.7,1.143,0.46,C,False
Total,82,,,103.6,11.5,29.5,41.0,24.7,8.8,4.6,14.8,22.3,1.7,38.3,80.8,47.5,4.8,13.7,34.9,22.1,28.7,77.1,33.5,67.1,50.0,1.282,0.5,Total,False
