Name,Team,P,G,A
Aurélien Collin,Sporting Kansas City,26,4,0
Birahim Diop,Sporting Kansas City,18,0,1
C.J. Sapong,Sporting Kansas City,37,6,3
Chance Myers,Sporting Kansas City,31,0,1
Craig Rocastle,Sporting Kansas City,6,0,0
Davy Arnaud,Sporting Kansas City,25,0,1
Eric Kronberg,Sporting Kansas City,5,0,0
Graham Zusi,Sporting Kansas City,35,5,3
Jeferson,Sporting Kansas City,11,0,1
Jimmy Nielsen,Sporting Kansas City,34,0,0
Julio Cesar,Sporting Kansas City,30,2,3
Kei Kamara,Sporting Kansas City,33,9,4
Korede Aiyegbusi,Sporting Kansas City,3,0,0
Luke Sassano,Sporting Kansas City,9,1,0
Matt Besler,Sporting Kansas City,35,2,3
Michael Harrington,Sporting Kansas City,23,0,0
Milos Stojcev,Sporting Kansas City,12,0,1
Omar Bravo,Sporting Kansas City,28,9,1
Roger Espinoza,Sporting Kansas City,27,1,3
Ryan Smith,Sporting Kansas City,6,1,0
Seth Sinovic,Sporting Kansas City,22,0,0
Shavar Thomas,Sporting Kansas City,3,0,0
Soony Saad,Sporting Kansas City,6,1,0
Teal Bunbury,Sporting Kansas City,32,11,3
