Name,Team,P,G,A
Brad Evans,Seattle Sounders FC,22,5,3
David Estrada,Seattle Sounders FC,3,0,0
Erik Friberg,Seattle Sounders FC,28,1,1
Fredy Montero,Seattle Sounders FC,32,12,8
James Riley,Seattle Sounders FC,30,0,1
Jeff Parke,Seattle Sounders FC,30,1,0
Jhon Kennedy Hurtado,Seattle Sounders FC,25,0,0
Kasey Keller,Seattle Sounders FC,36,0,0
Lamar Neagle,Seattle Sounders FC,26,6,1
Leonardo Gonzalez,Seattle Sounders FC,16,0,1
Mauro Rosales,Seattle Sounders FC,26,5,10
Michael Fucito,Seattle Sounders FC,21,2,2
Miguel Montaño,Seattle Sounders FC,2,0,0
Nate Jaqua,Seattle Sounders FC,23,0,1
O'Brian White,Seattle Sounders FC,7,2,1
Osvaldo Alonso,Seattle Sounders FC,35,4,2
Pat Noonan,Seattle Sounders FC,9,0,0
Patrick Ianni,Seattle Sounders FC,16,1,0
Roger Levesque,Seattle Sounders FC,21,3,1
Sammy Ochoa,Seattle Sounders FC,6,2,0
Servando Carrasco,Seattle Sounders FC,12,0,0
Steve Zakuani,Seattle Sounders FC,6,2,1
Tyson Wahl,Seattle Sounders FC,23,1,2
Zach Scott,Seattle Sounders FC,13,0,0
Álvaro Fernández,Seattle Sounders FC,31,9,0
