Name,Team,P,G,A
Adam Moffat,Houston Dynamo FC,21,2,1
Alex Dixon,Houston Dynamo FC,7,1,0
André Hainault,Houston Dynamo FC,35,3,0
Bobby Boswell,Houston Dynamo FC,32,5,1
Brad Davis,Houston Dynamo FC,37,4,14
Brian Ching,Houston Dynamo FC,24,6,2
Calen Carr,Houston Dynamo FC,13,2,0
Cam Weaver,Houston Dynamo FC,28,4,0
Carlos Costly,Houston Dynamo FC,15,2,0
Colin Clark,Houston Dynamo FC,30,4,3
Corey Ashe,Houston Dynamo FC,36,0,0
Danny Cruz,Houston Dynamo FC,24,2,1
Eddie Robinson,Houston Dynamo FC,2,0,0
Geoff Cameron,Houston Dynamo FC,37,5,3
Hunter Freeman,Houston Dynamo FC,23,1,1
Jason Garey,Houston Dynamo FC,10,0,0
Je-Vaughn Watson,Houston Dynamo FC,25,1,2
Jermaine Taylor,Houston Dynamo FC,15,0,1
Kofi Sarkodie,Houston Dynamo FC,7,0,0
Luis Enrique,Houston Dynamo FC,11,0,3
Sergio Koke,Houston Dynamo FC,7,1,0
Tally Hall,Houston Dynamo FC,38,0,0
Will Bruin,Houston Dynamo FC,28,5,1
