Name,Team,P,G,A
Brian Umony,Portland Timbers,6,0,1
Bright Dike,Portland Timbers,11,1,0
Darlington Nagbe,Portland Timbers,28,2,3
David Horst,Portland Timbers,16,0,0
Diego Chará,Portland Timbers,28,2,4
Eddie Johnson,Portland Timbers,7,1,0
Eric Alexander,Portland Timbers,27,0,0
Eric Brunner,Portland Timbers,32,3,1
Jack Jewsbury,Portland Timbers,31,7,3
Jake Gleeson,Portland Timbers,4,0,0
James Marcelin,Portland Timbers,20,0,0
Jorge Perlaza,Portland Timbers,31,6,2
Kalif Alhassan,Portland Timbers,32,0,6
Kenny Cooper,Portland Timbers,34,8,0
Kevin Goldthwaite,Portland Timbers,4,1,0
Lovel Palmer,Portland Timbers,34,1,1
Mamadou Danso,Portland Timbers,24,3,0
Mike Chabala,Portland Timbers,21,1,2
Rodney Wallace,Portland Timbers,25,2,2
Ryan Pore,Portland Timbers,8,0,0
Sal Zizzo,Portland Timbers,30,0,1
Steve Purdy,Portland Timbers,8,0,0
Troy Perkins,Portland Timbers,29,0,0
