Name,Team,P,G,A
Amobi Okugo,Philadelphia Union,15,0,0
Brian Carroll,Philadelphia Union,32,1,0
Carlos Ruiz,Philadelphia Union,14,6,0
Carlos Valdés,Philadelphia Union,34,1,0
Danny Califf,Philadelphia Union,35,1,0
Danny Mwanga,Philadelphia Union,30,5,4
Faryd Mondragón,Philadelphia Union,29,0,0
Freddy Adu,Philadelphia Union,13,2,0
Gabriel Farfán,Philadelphia Union,24,1,1
Jack McInerney,Philadelphia Union,21,1,0
Justin Mapp,Philadelphia Union,31,3,3
Keon Daniel,Philadelphia Union,18,1,2
Kyle Nakazawa,Philadelphia Union,21,1,2
Michael Farfan,Philadelphia Union,23,2,4
Morgan Langley,Philadelphia Union,1,0,0
Róger Torres,Philadelphia Union,27,3,1
Sheanon Williams,Philadelphia Union,34,1,3
Stefani Miglioranzi,Philadelphia Union,17,0,0
Sébastien Le Toux,Philadelphia Union,36,12,7
Veljko Paunovic,Philadelphia Union,18,3,1
Zac MacMath,Philadelphia Union,8,0,0
Zach Pfeffer,Philadelphia Union,3,0,0
