Name,Team,P,G,A
Andy Nájar,D.C. United,31,5,3
Austin Da Luz,D.C. United,21,1,2
Bill Hamid,D.C. United,28,0,0
Blake Brettschneider,D.C. United,15,1,1
Brandon Barklage,D.C. United,4,0,0
Brandon McDonald,D.C. United,23,2,0
Branko Boskovic,D.C. United,4,0,0
Charlie Davies,D.C. United,26,11,1
Chris Korb,D.C. United,11,0,2
Chris Pontius,D.C. United,25,7,6
Clyde Simms,D.C. United,29,0,0
Daniel Woolard,D.C. United,26,1,0
Dejan Janković,D.C. United,15,0,0
Dwayne De Rosario,D.C. United,33,16,10
Ethan White,D.C. United,23,1,0
Fred Da Silva,D.C. United,15,0,1
Jed Zayner,D.C. United,4,0,1
Joe Willis,D.C. United,3,0,0
Joseph Ngwenya,D.C. United,16,0,0
Josh Wolff,D.C. United,30,5,6
Marc Burch,D.C. United,17,1,1
Perry Kitchen,D.C. United,31,1,0
Santino Quaranta,D.C. United,21,1,4
Stephen King,D.C. United,20,1,0
