Name,Team,P,G,A
Bouna Coundoul,Red Bull New York,12,0,0
Carlos Mendes,Red Bull New York,20,0,0
Chris Albright,Red Bull New York,8,0,0
Corey Hertzog,Red Bull New York,5,0,0
Dane Richards,Red Bull New York,30,7,6
Dax McCarty,Red Bull New York,31,0,3
Frank Rost,Red Bull New York,14,0,0
Greg Sutton,Red Bull New York,10,0,0
Jan Solli,Red Bull New York,33,0,7
Joel Lindpere,Red Bull New York,37,8,5
John Rooney,Red Bull New York,5,0,0
Juan Agudelo,Red Bull New York,28,6,2
Luke Rodgers,Red Bull New York,25,10,3
Matt Kassel,Red Bull New York,2,0,0
Mehdi Ballouchy,Red Bull New York,32,2,2
Rafael Márquez,Red Bull New York,21,0,4
Roy Miller,Red Bull New York,33,0,2
Stephen Keel,Red Bull New York,19,0,1
Stéphane Auvray,Red Bull New York,13,0,0
Teemu Tainio,Red Bull New York,31,0,1
Thierry Henry,Red Bull New York,29,15,3
Tim Ream,Red Bull New York,31,0,1
