Name,Team,P,G,A
Alan Gordon,San Jose Earthquakes,10,5,0
Anthony Ampaipitakwong,San Jose Earthquakes,12,0,2
Bobby Burling,San Jose Earthquakes,23,0,1
Bobby Convey,San Jose Earthquakes,21,1,2
Brad Ring,San Jose Earthquakes,21,0,0
Chris Leitch,San Jose Earthquakes,14,0,1
Chris Wondolowski,San Jose Earthquakes,30,16,3
David Bingham,San Jose Earthquakes,0,0,1
Ellis McLoughlin,San Jose Earthquakes,10,1,0
Ike Opara,San Jose Earthquakes,8,0,0
Jacob Peterson,San Jose Earthquakes,22,0,2
Jason Hernandez,San Jose Earthquakes,28,0,0
Joey Gjertsen,San Jose Earthquakes,18,1,1
Jon Busch,San Jose Earthquakes,33,0,0
Justin Morrow,San Jose Earthquakes,9,0,0
Khari Stephenson,San Jose Earthquakes,31,5,2
Matt Luzunaris,San Jose Earthquakes,6,0,0
Nana Attakora,San Jose Earthquakes,6,0,0
Rafael Baca,San Jose Earthquakes,15,1,3
Ramiro Corrales,San Jose Earthquakes,29,2,0
Sam Cronin,San Jose Earthquakes,27,0,2
Scott Sealy,San Jose Earthquakes,11,0,0
Simon Dawkins,San Jose Earthquakes,26,6,1
Steven Beitashour,San Jose Earthquakes,19,0,7
Steven Lenhart,San Jose Earthquakes,14,5,2
