Name,Team,P,G,A
A.J. DeLaGarza,LA Galaxy,34,0,0
Adam Cristman,LA Galaxy,14,1,1
Bryan Jordan,LA Galaxy,13,0,2
Chad Barrett,LA Galaxy,30,7,3
Chris Birchall,LA Galaxy,27,1,0
Daniel Keat,LA Galaxy,5,0,0
David Beckham,LA Galaxy,30,2,14
Donovan Ricketts,LA Galaxy,15,0,0
Frankie Hejduk,LA Galaxy,6,0,0
Gregg Berhalter,LA Galaxy,10,0,1
Hector Jimenez,LA Galaxy,0,0,0
Jack McBean,LA Galaxy,1,1,0
Josh Saunders,LA Galaxy,23,0,0
Jovan Kirovski,LA Galaxy,12,0,0
Juninho,LA Galaxy,33,4,1
Landon Donovan,LA Galaxy,27,15,3
Leonardo,LA Galaxy,7,1,0
Michael Stephens,LA Galaxy,27,0,0
Miguel Lopez-Cedrón,LA Galaxy,24,1,3
Mike Magee,LA Galaxy,31,8,0
Omar González,LA Galaxy,33,2,1
Paolo Cardozo,LA Galaxy,18,0,0
Robbie Keane,LA Galaxy,8,3,2
Sean Franklin,LA Galaxy,32,4,3
Todd Dunivant,LA Galaxy,36,0,2
