Name,Team,P,G,A
Andre Akpan,Colorado Rapids,12,1,0
Anthony Wallace,Colorado Rapids,10,0,1
Brian Mullan,Colorado Rapids,25,1,0
Caleb Folan,Colorado Rapids,27,6,2
Conor Casey,Colorado Rapids,14,6,2
Danny Earls,Colorado Rapids,4,0,0
Drew Moor,Colorado Rapids,34,4,0
Eddie Ababio,Colorado Rapids,1,0,0
Jamie Smith,Colorado Rapids,21,3,4
Jeff Larentowicz,Colorado Rapids,37,7,1
Joseph Nane,Colorado Rapids,11,0,0
Kosuke Kimura,Colorado Rapids,36,1,1
Macoumba Kandji,Colorado Rapids,12,0,0
Marvell Wynne,Colorado Rapids,32,0,0
Matthew Pickens,Colorado Rapids,37,0,1
Miguel Comminges,Colorado Rapids,7,0,0
Omar Cummings,Colorado Rapids,29,4,7
Pablo Mastroeni,Colorado Rapids,30,1,3
Quincy Amarikwa,Colorado Rapids,16,1,0
Ross LaBauex,Colorado Rapids,13,0,0
Sanna Nyassi,Colorado Rapids,29,5,4
Scott Palguta,Colorado Rapids,11,2,0
Tyrone Marshall,Colorado Rapids,28,0,1
Wells Thompson,Colorado Rapids,34,3,3
