Name,Team,P,G,A
Abdoulie Mansally,New England Revolution,25,0,2
Anthony Soares,New England Revolution,28,1,0
Benny Feilhaber,New England Revolution,23,4,6
Bobby Shuttleworth,New England Revolution,7,0,0
Chris Tierney,New England Revolution,27,2,4
Darrius Barnes,New England Revolution,28,0,0
Didier Domi,New England Revolution,9,0,0
Diego Fagundez,New England Revolution,6,2,0
Franco Coria,New England Revolution,18,0,0
Ilija Stolica,New England Revolution,2,1,0
Kevin Alston,New England Revolution,33,0,1
Marko Perovic,New England Revolution,4,1,1
Matt Reis,New England Revolution,27,0,1
Mikokheli Dube,New England Revolution,5,0,0
Milton Caraglio,New England Revolution,12,3,1
Monsef Zerka,New England Revolution,7,2,1
Ousmane Dabo,New England Revolution,0,0,0
Pat Phelan,New England Revolution,20,0,2
Rajko Lekic,New England Revolution,23,6,1
Ryan Cochrane,New England Revolution,22,1,1
Ryan Guy,New England Revolution,11,2,0
Sainey Nyassi,New England Revolution,19,1,0
Shalrie Joseph,New England Revolution,32,8,1
Stephen McCarthy,New England Revolution,21,2,1
Zack Schilawski,New England Revolution,25,1,1
Zak Boggs,New England Revolution,17,1,1
