Name,Team,P,G,A
Baggio Husidic,Chicago Fire FC,18,0,2
Bratislav Ristic,Chicago Fire FC,9,0,0
Corben Bone,Chicago Fire FC,10,0,1
Cory Gibbs,Chicago Fire FC,26,3,1
Cristian Nazarit,Chicago Fire FC,12,2,1
Dan Gargan,Chicago Fire FC,25,1,0
Daniel Paladini,Chicago Fire FC,23,0,1
Diego Gonzalo Cháves,Chicago Fire FC,29,5,0
Dominic Oduro,Chicago Fire FC,34,12,2
Gabriel Enzo Ferrari,Chicago Fire FC,3,0,0
Gaston Puerari,Chicago Fire FC,14,1,0
Gonzalo Segares,Chicago Fire FC,33,0,4
Jalil Anibaba,Chicago Fire FC,29,2,1
Jon Conway,Chicago Fire FC,6,0,0
Josip Mikulic,Chicago Fire FC,14,0,0
Logan Pause,Chicago Fire FC,29,0,0
Marco Pappa,Chicago Fire FC,29,8,1
Michael Videira,Chicago Fire FC,9,0,1
Orr Barouch,Chicago Fire FC,28,2,1
Patrick Nyarko,Chicago Fire FC,30,1,6
Pável Pardo,Chicago Fire FC,13,1,4
Sean Johnson,Chicago Fire FC,28,0,0
Sebastián Grazzini,Chicago Fire FC,11,5,4
Yamith Cuesta,Chicago Fire FC,20,0,0
