Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,20202021,2,33,3,1008,124,199,323,-153,488,11,2,15,4,1500,0.08266666666666667,59,56,17,30,9,3.012731315272131,0.9008215962441315,1704,1535,169,4,2026-04-06T19:49:48Z
Arizona Coyotes,ARI,20202021,2,31,4,1008,150,254,404,-158,426,37,2,21,2,1538,0.09752925877763328,61,56,24,26,6,2.8381313156355055,0.9060283687943262,1692,1533,159,4,2026-04-06T19:49:48Z
Boston Bruins,BOS,20202021,2,36,4,1008,164,282,446,95,529,35,9,29,4,1865,0.08793565683646112,58,56,33,16,7,2.3197815981701466,0.913417052214144,1513,1382,131,6,2026-04-06T19:49:48Z
Buffalo Sabres,BUF,20202021,2,33,6,1008,134,217,351,-313,330,30,5,11,0,1591,0.0842237586423633,61,56,15,34,7,3.26703066188613,0.902452025586354,1876,1693,183,0,2026-04-06T19:49:49Z
Calgary Flames,CGY,20202021,2,29,4,1008,155,270,425,-19,443,32,2,25,3,1689,0.09177027827116636,60,56,26,27,3,2.7478708018640527,0.9031230082855322,1569,1417,152,4,2026-04-06T19:49:49Z
Carolina Hurricanes,CAR,20202021,2,28,3,1007,175,307,482,116,400,42,7,32,5,1794,0.09754738015607581,57,56,36,12,8,2.2273836589785265,0.9198982835346472,1573,1447,126,6,2026-04-06T19:49:49Z
Chicago Blackhawks,CHI,20202021,2,34,3,1008,159,267,426,-143,352,38,3,22,7,1635,0.09724770642201835,59,56,24,25,7,3.1145083196106866,0.9063829787234042,1880,1704,176,4,2026-04-06T19:49:50Z
Colorado Avalanche,COL,20202021,2,35,4,1006,197,352,549,233,485,47,1,39,4,1937,0.10170366546205473,58,56,39,13,4,2.2511724856696196,0.9110797459421313,1417,1291,126,8,2026-04-06T19:49:50Z
Columbus Blue Jackets,CBJ,20202021,2,33,4,1008,134,236,370,-203,367,18,6,15,3,1625,0.08246153846153846,64,56,18,26,12,3.072581600031574,0.9041019955654102,1804,1631,173,2,2026-04-06T19:49:50Z
Dallas Stars,DAL,20202021,2,26,2,1008,156,262,418,22,390,37,3,21,4,1699,0.09181871689228958,61,56,23,19,14,2.453843324751747,0.9078860172299537,1509,1370,139,4,2026-04-06T19:49:51Z
