Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,20232024,2,34,2,1476,203,351,554,-227,1056,42,12,26,5,2194,0.09252506836827712,90,82,27,50,5,3.439592162643572,0.8944591029023746,2653,2373,280,1,2026-04-06T19:50:32Z
Arizona Coyotes,ARI,20232024,2,35,3,1476,254,419,673,-71,912,53,7,34,6,2273,0.1117465904091509,90,82,36,41,5,3.112898522220941,0.9018999612252812,2579,2326,255,7,2026-04-06T19:50:33Z
Boston Bruins,BOS,20232024,2,32,2,1476,263,441,704,157,756,54,7,43,7,2398,0.10967472894078399,84,82,47,20,15,2.5493440372668723,0.9157979149959904,2494,2284,211,5,2026-04-06T19:50:33Z
Buffalo Sabres,BUF,20232024,2,31,3,1476,244,390,634,52,783,37,7,37,4,2534,0.0962904498816101,87,82,39,37,6,2.8308630796358956,0.903347280334728,2390,2159,231,5,2026-04-06T19:50:33Z
Calgary Flames,CGY,20232024,2,35,3,1476,253,428,681,-92,749,45,11,38,6,2572,0.09836702954898911,85,82,38,39,5,3.0426872318470646,0.8971074380165289,2420,2171,249,2,2026-04-06T19:50:34Z
Carolina Hurricanes,CAR,20232024,2,29,5,1476,277,484,761,143,663,67,11,50,6,2733,0.10135382363702891,89,82,52,23,7,2.423225623141737,0.9047391096218286,2089,1890,199,8,2026-04-06T19:50:34Z
Chicago Blackhawks,CHI,20232024,2,35,2,1476,178,303,481,-483,687,39,3,22,5,2153,0.08267533673943335,88,82,23,53,6,3.3571574433326528,0.8979744936234059,2666,2394,274,1,2026-04-06T19:50:34Z
Colorado Avalanche,COL,20232024,2,34,3,1476,302,523,825,159,701,68,7,48,6,2705,0.11164510166358595,88,82,50,25,7,2.9068254992516716,0.9021381578947368,2432,2194,239,4,2026-04-06T19:50:35Z
Columbus Blue Jackets,CBJ,20232024,2,37,5,1475,234,389,623,-206,652,32,5,24,3,2458,0.0951993490642799,88,82,27,43,12,3.403672740458093,0.9004637887977167,2803,2524,279,1,2026-04-06T19:50:35Z
Dallas Stars,DAL,20232024,2,25,3,1475,294,505,799,219,536,58,12,48,8,2588,0.11360123647604328,87,82,52,21,9,2.7362738706114054,0.9039692701664532,2343,2118,225,4,2026-04-06T19:50:35Z
