Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,20082009,2,35,2,1476,238,426,664,29,1414,73,6,35,5,2481,0.09592906086255543,92,82,42,33,7,2.7424965617668473,0.909273384183059,2491,2265,226,6,2026-04-06T19:46:49Z
Atlanta Thrashers,ATL,20082009,2,31,3,1476,250,418,668,-57,1236,69,13,28,4,2306,0.10841283607979185,91,82,35,41,6,3.2790756515138737,0.8990276738967838,2674,2404,270,3,2026-04-06T19:46:49Z
Boston Bruins,BOS,20082009,2,29,3,1476,270,464,734,290,1008,74,8,49,3,2482,0.10878323932312652,83,82,53,19,10,2.236618072277018,0.9265873015873016,2520,2335,185,7,2026-04-06T19:46:50Z
Buffalo Sabres,BUF,20082009,2,29,3,1476,242,416,658,-11,1101,75,7,33,2,2505,0.09660678642714571,89,82,41,32,9,2.6680796265493374,0.9139072847682119,2567,2346,221,5,2026-04-06T19:46:50Z
Calgary Flames,CGY,20082009,2,32,2,1466,251,439,690,8,1277,61,6,43,3,2643,0.09496783957623912,90,82,46,30,6,2.91742078392177,0.9014373716632443,2435,2195,240,4,2026-04-06T19:46:50Z
Carolina Hurricanes,CAR,20082009,2,33,2,1476,236,408,644,-4,778,70,8,42,7,2675,0.08822429906542056,87,82,45,30,7,2.5419112751921564,0.9127906976744186,2408,2198,210,6,2026-04-06T19:46:51Z
Chicago Blackhawks,CHI,20082009,2,28,3,1476,260,459,719,202,1119,70,10,42,6,2683,0.09690644800596347,86,82,46,24,12,2.4558762249136343,0.9131736526946108,2338,2135,203,6,2026-04-06T19:46:51Z
Colorado Avalanche,COL,20082009,2,35,2,1475,190,328,518,-250,1042,50,4,23,3,2359,0.08054260279779568,87,82,32,45,5,2.955008780251499,0.8969159273341782,2367,2123,244,2,2026-04-06T19:46:51Z
Columbus Blue Jackets,CBJ,20082009,2,33,5,1476,220,371,591,73,1205,41,8,35,5,2370,0.09282700421940929,87,82,41,31,10,2.575839137107263,0.9058098591549296,2272,2058,214,11,2026-04-06T19:46:52Z
Dallas Stars,DAL,20082009,2,35,4,1476,224,393,617,-63,1116,54,2,30,5,2369,0.09455466441536513,88,82,36,35,11,2.9214410027866364,0.8945533769063181,2295,2053,242,3,2026-04-06T19:46:52Z
