Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,20142015,2,36,4,1476,228,380,608,86,873,37,9,43,8,2458,0.09275834011391375,90,82,51,24,7,2.5649345219180146,0.9097075031793133,2359,2146,213,4,2026-04-06T19:48:18Z
Arizona Coyotes,ARI,20142015,2,38,4,1476,165,288,453,-422,756,46,4,19,5,2393,0.06895110739657334,89,82,24,50,8,3.061430280866397,0.906573116691285,2708,2455,253,1,2026-04-06T19:48:18Z
Boston Bruins,BOS,20142015,2,33,3,1476,209,358,567,62,756,38,8,37,9,2546,0.08208955223880597,89,82,41,27,14,2.33057917428621,0.9205569205569205,2442,2248,194,5,2026-04-06T19:48:19Z
Buffalo Sabres,BUF,20142015,2,34,5,1476,153,268,421,-419,829,30,7,15,1,1984,0.07711693548387097,86,82,23,51,8,3.1399859906244947,0.9110271384403985,2911,2652,259,1,2026-04-06T19:48:19Z
Calgary Flames,CGY,20142015,2,36,3,1476,237,427,664,45,608,48,6,41,9,2252,0.10523978685612789,92,82,45,30,7,2.455396334463338,0.9151616967660646,2381,2179,202,4,2026-04-06T19:48:19Z
Carolina Hurricanes,CAR,20142015,2,32,2,1476,183,327,510,-270,533,45,2,25,1,2524,0.0725039619651347,85,82,30,41,11,2.5232171018048013,0.9065168539325843,2225,2017,208,2,2026-04-06T19:48:20Z
Chicago Blackhawks,CHI,20142015,2,34,3,1476,220,380,600,114,562,46,3,39,3,2777,0.07922218221101908,85,82,48,28,6,2.154079910717287,0.9279060348319158,2469,2291,178,5,2026-04-06T19:48:20Z
Colorado Avalanche,COL,20142015,2,35,3,1476,209,362,571,-70,749,37,4,29,2,2286,0.09142607174103237,92,82,39,31,12,2.5331371644620115,0.922735674676525,2705,2496,209,6,2026-04-06T19:48:20Z
Columbus Blue Jackets,CBJ,20142015,2,39,3,1476,227,395,622,-93,962,53,5,33,5,2366,0.09594251901944209,88,82,42,35,5,2.854742784180639,0.9135531135531135,2730,2494,236,2,2026-04-06T19:48:21Z
Dallas Stars,DAL,20142015,2,30,4,1476,257,436,693,-48,771,55,9,37,4,2558,0.10046911649726349,90,82,41,31,10,2.9777278113700585,0.8996723996723996,2442,2197,245,6,2026-04-06T19:48:21Z
Detroit Red Wings,DET,20142015,2,28,4,1476,231,398,629,14,698,70,3,39,7,2429,0.09510086455331412,91,82,43,25,14,2.413135500909953,0.9134573777585461,2311,2111,200,6,2026-04-06T19:48:21Z
Edmonton Oilers,EDM,20142015,2,38,5,1476,193,323,516,-371,668,41,4,19,2,2331,0.0827970827970828,92,82,24,44,14,3.217504082359503,0.8916055419722901,2454,2188,266,2,2026-04-06T19:48:22Z
Florida Panthers,FLA,20142015,2,28,3,1476,198,343,541,-21,713,40,1,30,1,2516,0.07869634340222575,89,82,38,29,15,2.476168216497771,0.9147703764997931,2417,2211,206,3,2026-04-06T19:48:22Z
Los Angeles Kings,LAK,20142015,2,26,2,1475,218,377,595,79,716,47,7,38,1,2536,0.0859621451104101,87,82,40,27,15,2.238076195404887,0.9160236041761235,2203,2018,185,9,2026-04-06T19:48:22Z
Minnesota Wild,MIN,20142015,2,31,4,1475,227,379,606,106,710,39,4,42,4,2522,0.09000793021411578,91,82,46,28,8,2.332589775346497,0.9150066401062417,2259,2067,192,8,2026-04-06T19:48:23Z
Montréal Canadiens,MTL,20142015,2,34,2,1476,214,363,577,145,817,40,7,43,6,2334,0.09168808911739502,83,82,50,22,10,2.119836328293592,0.9285134037367994,2462,2286,176,9,2026-04-06T19:48:23Z
Nashville Predators,NSH,20142015,2,31,3,1476,226,384,610,123,685,42,4,41,8,2614,0.0864575363427697,84,82,47,25,10,2.2712781308938124,0.9184027777777778,2304,2116,188,5,2026-04-06T19:48:23Z
New Jersey Devils,NJD,20142015,2,32,3,1476,176,307,483,-115,746,41,7,27,1,2008,0.08764940239043825,91,82,32,36,14,2.3753097059140362,0.9217564870259481,2505,2309,196,5,2026-04-06T19:48:24Z
New York Islanders,NYI,20142015,2,28,4,1476,245,410,655,81,680,50,10,40,6,2771,0.08841573439191627,84,82,47,28,7,2.6056972820459547,0.9066147859922179,2313,2097,216,6,2026-04-06T19:48:24Z
New York Rangers,NYR,20142015,2,31,3,1476,248,410,658,276,696,39,9,49,6,2582,0.09604957397366383,84,82,53,22,7,2.191003301972441,0.9249585406301825,2412,2231,181,11,2026-04-06T19:48:24Z
Ottawa Senators,OTT,20142015,2,25,4,1476,232,385,617,100,819,47,6,37,7,2539,0.09137455691217014,85,82,43,26,13,2.4369991696595603,0.9228136882129278,2630,2427,203,6,2026-04-06T19:48:25Z
Philadelphia Flyers,PHI,20142015,2,30,3,1476,212,381,593,-52,803,60,3,30,5,2413,0.08785743887277249,92,82,33,31,18,2.5694037227536985,0.9138000809388911,2471,2258,213,3,2026-04-06T19:48:25Z
Pittsburgh Penguins,PIT,20142015,2,37,3,1472,217,382,599,26,1093,49,6,39,6,2594,0.08365458750963763,85,82,43,27,12,2.376667638513276,0.9177109440267335,2394,2197,197,10,2026-04-06T19:48:25Z
San Jose Sharks,SJS,20142015,2,34,3,1476,224,398,622,-64,748,55,4,36,2,2591,0.08645310690852953,85,82,40,33,9,2.5734575103012483,0.9124690338563171,2422,2210,212,8,2026-04-06T19:48:26Z
St. Louis Blues,STL,20142015,2,30,3,1476,239,416,655,138,888,56,2,42,5,2535,0.09428007889546351,90,82,51,24,7,2.3139267457392214,0.9138240574506283,2228,2036,192,10,2026-04-06T19:48:26Z
Tampa Bay Lightning,TBL,20142015,2,29,3,1476,259,440,699,207,788,53,7,47,4,2428,0.10667215815485996,89,82,50,24,8,2.4186932169227497,0.912719298245614,2280,2081,199,5,2026-04-06T19:48:26Z
Toronto Maple Leafs,TOR,20142015,2,38,2,1476,206,337,543,-238,811,45,7,25,3,2397,0.08594075928243639,93,82,30,44,8,2.973280924481361,0.910453216374269,2736,2491,245,2,2026-04-06T19:48:27Z
Vancouver Canucks,VAN,20142015,2,29,3,1476,236,406,642,31,858,46,6,42,6,2453,0.0962087240114146,89,82,48,29,5,2.5004467491832076,0.915296052631579,2432,2226,206,8,2026-04-06T19:48:27Z
Washington Capitals,WSH,20142015,2,29,3,1476,237,413,650,126,845,60,4,40,5,2419,0.09797436957420422,86,82,45,26,11,2.3470265619959134,0.9179009733389759,2363,2169,194,9,2026-04-06T19:48:27Z
Winnipeg Jets,WPG,20142015,2,33,2,1476,223,371,594,114,1052,48,10,36,4,2439,0.09143091430914309,88,82,43,26,13,2.3270690919808557,0.9174861051731509,2339,2146,193,7,2026-04-06T19:48:28Z
