Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,20072008,2,33,3,1476,197,341,538,94,1461,60,8,39,4,2241,0.08790718429272647,90,82,47,27,8,2.144463482544442,0.9224062772449869,2294,2116,178,4,2026-04-06T19:46:35Z
Atlanta Thrashers,ATL,20072008,2,29,3,1476,207,333,540,-206,1035,52,13,25,6,2115,0.09787234042553192,91,82,34,40,8,3.13173356174467,0.9063400576368876,2776,2516,260,5,2026-04-06T19:46:35Z
Boston Bruins,BOS,20072008,2,28,4,1475,206,353,559,31,1049,56,9,35,3,2339,0.0880718255664814,88,82,41,29,12,2.5161439191516544,0.916131621187801,2492,2283,209,6,2026-04-06T19:46:35Z
Buffalo Sabres,BUF,20072008,2,28,2,1475,251,453,704,32,984,66,9,35,5,2478,0.10129136400322841,88,82,39,31,12,2.7101087054714084,0.9029335634167386,2318,2093,225,5,2026-04-06T19:46:36Z
Calgary Flames,CGY,20072008,2,24,4,1476,226,377,603,65,1318,59,9,39,3,2316,0.09758203799654577,91,82,42,30,10,2.6506542583950834,0.9060085836909871,2330,2111,219,2,2026-04-06T19:46:36Z
Carolina Hurricanes,CAR,20072008,2,33,3,1472,250,444,694,-2,1157,79,4,41,5,2669,0.09366804046459348,89,82,43,33,6,2.917460188824507,0.8983911939034717,2362,2122,240,4,2026-04-06T19:46:36Z
Chicago Blackhawks,CHI,20072008,2,40,3,1476,234,393,627,49,1359,58,17,35,4,2298,0.10182767624020887,87,82,40,34,8,2.6819393833157483,0.9053938356164384,2336,2115,221,4,2026-04-06T19:46:37Z
Colorado Avalanche,COL,20072008,2,30,3,1476,224,403,627,73,969,49,2,37,4,2349,0.09535972754363559,89,82,44,31,7,2.4821573916494577,0.9079065588499551,2226,2021,205,3,2026-04-06T19:46:37Z
Columbus Blue Jackets,CBJ,20072008,2,34,3,1476,190,314,504,-55,1301,53,8,31,2,2381,0.07979840403191936,92,82,34,36,12,2.431876537567048,0.9102678571428572,2240,2039,201,11,2026-04-06T19:46:37Z
Dallas Stars,DAL,20072008,2,29,4,1476,237,407,644,85,1140,64,13,40,3,2187,0.1083676268861454,86,82,45,30,7,2.367893788832446,0.9083646616541353,2128,1933,195,5,2026-04-06T19:46:38Z
Detroit Red Wings,DET,20072008,2,30,3,1476,252,439,691,235,921,81,5,49,2,2820,0.08936170212765958,88,82,54,21,7,2.118636942975037,0.9091381100726895,1926,1751,175,9,2026-04-06T19:46:38Z
Edmonton Oilers,EDM,20072008,2,32,2,1476,220,379,599,-156,1139,57,7,26,4,2156,0.10204081632653061,90,82,41,35,6,2.8450336955760593,0.907530238002341,2563,2326,237,4,2026-04-06T19:46:38Z
Florida Panthers,FLA,20072008,2,33,2,1474,211,346,557,-19,996,60,4,33,4,2549,0.08277755982738329,86,82,38,35,9,2.597855929757198,0.9217612809315866,2748,2533,215,6,2026-04-06T19:46:39Z
Los Angeles Kings,LAK,20072008,2,30,7,1476,226,381,607,-179,926,64,11,27,2,2349,0.09621115368241805,95,82,32,43,7,3.075707382305565,0.9032504780114723,2615,2362,253,3,2026-04-06T19:46:39Z
Minnesota Wild,MIN,20072008,2,28,2,1476,220,389,609,-22,1084,64,3,41,6,2218,0.09918845807033363,87,82,44,28,10,2.506426735218509,0.9156870693149575,2467,2259,208,5,2026-04-06T19:46:39Z
Montréal Canadiens,MTL,20072008,2,27,3,1475,257,438,695,51,1072,90,8,42,5,2382,0.10789252728799328,86,82,47,25,10,2.5323918373909664,0.9186991869918699,2583,2373,210,6,2026-04-06T19:46:40Z
Nashville Predators,NSH,20072008,2,26,3,1476,227,406,633,-6,1015,53,7,38,5,2425,0.09360824742268041,96,82,41,32,9,2.630347312244314,0.9108096999588985,2433,2216,217,10,2026-04-06T19:46:40Z
New Jersey Devils,NJD,20072008,2,26,2,1476,198,342,540,27,948,50,6,38,7,2362,0.0838272650296359,86,82,46,29,7,2.2296021532734307,0.917741218319253,2249,2064,185,4,2026-04-06T19:46:40Z
New York Islanders,NYI,20072008,2,37,3,1475,189,307,496,-162,1005,48,10,30,5,2431,0.07774578362813657,85,82,35,38,9,2.7944205676880842,0.9068172650262203,2479,2248,231,3,2026-04-06T19:46:41Z
New York Rangers,NYR,20072008,2,27,2,1476,205,370,575,38,1138,61,4,34,4,2579,0.0794881737107406,85,82,42,27,13,2.2242780280739956,0.9126946672958943,2119,1934,185,12,2026-04-06T19:46:41Z
Ottawa Senators,OTT,20072008,2,30,3,1473,258,439,697,114,1141,60,18,40,3,2471,0.10441116956697694,89,82,43,31,8,2.838571414130182,0.9044117647058824,2448,2214,234,2,2026-04-06T19:46:41Z
Philadelphia Flyers,PHI,20072008,2,34,2,1476,245,404,649,-27,1449,84,13,39,3,2358,0.10390161153519932,90,82,42,29,11,2.6838155044747047,0.9147465437788018,2604,2382,222,6,2026-04-06T19:46:42Z
Phoenix Coyotes,PHX,20072008,2,31,4,1476,209,360,569,-97,1171,63,11,33,4,2500,0.0836,87,82,38,37,7,2.624964718216153,0.9135458167330678,2510,2293,217,6,2026-04-06T19:46:42Z
Pittsburgh Penguins,PIT,20072008,2,34,3,1475,240,425,665,86,1149,77,6,40,1,2268,0.10582010582010581,92,82,47,27,8,2.5017625138483233,0.9177918983320096,2518,2311,207,8,2026-04-06T19:46:42Z
San Jose Sharks,SJS,20072008,2,29,4,1476,216,374,590,-3,1049,70,7,43,3,2428,0.08896210873146623,88,82,49,23,10,2.1844806662062584,0.9083544303797468,1975,1794,181,7,2026-04-06T19:46:43Z
St. Louis Blues,STL,20072008,2,29,4,1476,202,356,558,-111,1131,47,3,30,1,2141,0.09434843531060252,92,82,33,36,13,2.706082618441677,0.9004464285714285,2240,2017,223,5,2026-04-06T19:46:43Z
