Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,19941995,2,32,2,864,125,211,336,-79,714,23,4,16,2,1346,0.09286775631500743,57,48,16,27,0,3.267388157441235,0.9,1580,1422,158,2,2026-04-06T19:43:42Z
Boston Bruins,BOS,19941995,2,28,3,863,150,246,396,-1,779,46,3,27,2,1651,0.09085402786190187,54,48,27,18,0,2.5828373329047736,0.8927958833619211,1166,1041,125,4,2026-04-06T19:43:42Z
Buffalo Sabres,BUF,19941995,2,34,3,864,130,212,342,-21,1016,45,13,22,1,1276,0.10188087774294671,50,48,22,19,0,2.409914291272357,0.9196428571428571,1456,1339,117,5,2026-04-06T19:43:43Z
Calgary Flames,CGY,19941995,2,37,4,863,163,271,434,116,1229,39,7,24,1,1451,0.11233631977946244,55,48,24,17,0,2.638495233187323,0.9086366880799429,1401,1273,128,3,2026-04-06T19:43:43Z
Chicago Blackhawks,CHI,19941995,2,30,3,863,156,255,411,111,1104,52,7,24,2,1443,0.10810810810810811,51,48,24,19,0,2.2996311152290136,0.906801007556675,1191,1080,111,5,2026-04-06T19:43:43Z
Dallas Stars,DAL,19941995,2,32,4,864,136,221,357,-23,1089,39,4,17,0,1520,0.08947368421052632,53,48,17,23,0,2.7422366295918716,0.9040404040404041,1386,1253,133,4,2026-04-06T19:43:44Z
Detroit Red Wings,DET,19941995,2,30,2,864,180,311,491,191,912,52,5,33,0,1571,0.11457670273711013,49,48,33,11,0,2.425806154360058,0.9029850746268657,1206,1089,117,2,2026-04-06T19:43:44Z
Edmonton Oilers,EDM,19941995,2,35,3,864,136,229,365,-193,1169,42,8,17,1,1427,0.09530483531885074,56,48,17,27,0,3.721208014379483,0.8772169167803547,1466,1286,180,2,2026-04-06T19:43:44Z
Florida Panthers,FLA,19941995,2,30,2,864,115,182,297,-49,756,29,1,20,0,1191,0.09655751469353484,52,48,20,22,0,2.5186952332889847,0.9103600293901543,1361,1239,122,6,2026-04-06T19:43:45Z
Hartford Whalers,HFD,19941995,2,28,2,864,127,216,343,-45,905,30,3,19,4,1428,0.08893557422969188,53,48,19,24,0,2.7772980068396147,0.9086571233810498,1467,1333,134,0,2026-04-06T19:43:45Z
