Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,20162017,2,36,3,1476,220,363,583,96,916,47,9,43,3,2425,0.09072164948453608,92,82,46,23,13,2.325714420304241,0.9207920792079208,2424,2232,192,8,2026-04-06T19:48:47Z
Arizona Coyotes,ARI,20162017,2,32,4,1476,191,324,515,-235,781,38,8,24,4,2280,0.0837719298245614,90,82,30,42,10,2.98227004091529,0.9116696588868941,2785,2539,246,3,2026-04-06T19:48:48Z
Boston Bruins,BOS,20162017,2,30,4,1476,232,363,595,17,815,53,10,42,4,2721,0.0852627710400588,90,82,44,31,7,2.4474471935194737,0.9080512351326624,2186,1985,201,8,2026-04-06T19:48:48Z
Buffalo Sabres,BUF,20162017,2,36,3,1475,199,331,530,-183,719,57,3,31,6,2491,0.07988759534323565,86,82,33,37,12,2.6796269538946538,0.9211559043881555,2803,2582,221,3,2026-04-06T19:48:48Z
Calgary Flames,CGY,20162017,2,30,4,1476,222,396,618,-12,936,52,8,41,9,2388,0.09296482412060302,87,82,45,33,4,2.551838437572783,0.9104477611940298,2345,2135,210,5,2026-04-06T19:48:49Z
Carolina Hurricanes,CAR,20162017,2,31,5,1476,212,361,573,-144,442,41,10,33,5,2493,0.08503810669875651,87,82,36,31,15,2.691924227318046,0.9039792387543253,2312,2090,222,3,2026-04-06T19:48:49Z
Chicago Blackhawks,CHI,20162017,2,27,2,1476,240,406,646,162,564,42,1,46,9,2508,0.09569377990430622,87,82,50,23,9,2.492173965899766,0.9201713395638629,2568,2363,205,4,2026-04-06T19:48:49Z
Colorado Avalanche,COL,20162017,2,33,4,1475,165,275,440,-410,745,30,5,21,7,2303,0.07164567954841511,87,82,22,56,4,3.202323013373686,0.8991499227202473,2588,2327,261,3,2026-04-06T19:48:50Z
Columbus Blue Jackets,CBJ,20162017,2,27,4,1476,247,400,647,217,698,42,10,48,9,2540,0.09724409448818898,85,82,50,24,8,2.2384050012672128,0.9258064516129032,2480,2296,184,8,2026-04-06T19:48:50Z
Dallas Stars,DAL,20162017,2,31,2,1476,222,373,595,-91,786,46,5,33,5,2505,0.08862275449101796,96,82,34,37,11,3.0087755954868367,0.8985985160758451,2426,2180,246,3,2026-04-06T19:48:50Z
Detroit Red Wings,DET,20162017,2,33,3,1476,198,334,532,-187,698,38,3,24,7,2335,0.084796573875803,90,82,33,36,13,2.8393644656557724,0.9059623849539816,2499,2264,235,4,2026-04-06T19:48:51Z
Edmonton Oilers,EDM,20162017,2,30,3,1476,243,400,643,98,720,56,4,43,6,2547,0.09540636042402827,88,82,47,26,9,2.409484570755907,0.9173931091739311,2409,2210,199,7,2026-04-06T19:48:51Z
Florida Panthers,FLA,20162017,2,31,3,1476,205,345,550,-184,791,45,8,30,7,2644,0.0775340393343419,90,82,35,36,11,2.6586816698669318,0.9148606811145511,2584,2364,220,4,2026-04-06T19:48:51Z
Los Angeles Kings,LAK,20162017,2,27,5,1476,199,340,539,-74,732,46,5,37,12,2553,0.07794751273012143,91,82,39,35,8,2.258758762135431,0.9116389548693586,2105,1919,186,9,2026-04-06T19:48:52Z
Minnesota Wild,MIN,20162017,2,31,3,1476,263,445,708,231,639,47,5,46,4,2527,0.10407597942223981,85,82,49,25,8,2.4219312569092994,0.919039869812856,2458,2259,199,5,2026-04-06T19:48:52Z
Montréal Canadiens,MTL,20162017,2,38,3,1476,223,375,598,120,741,45,5,44,11,2459,0.09068727124847499,83,82,47,26,9,2.3129475953889056,0.921139554087531,2422,2231,191,5,2026-04-06T19:48:52Z
Nashville Predators,NSH,20162017,2,37,3,1476,238,385,623,58,815,49,12,39,4,2557,0.09307782557684786,86,82,41,29,12,2.4872184606881302,0.9165988608624899,2458,2253,205,4,2026-04-06T19:48:53Z
New Jersey Devils,NJD,20162017,2,36,2,1476,180,297,477,-269,803,44,6,25,7,2279,0.07898200965335674,86,82,28,40,14,2.764241332278108,0.9109026963657679,2559,2331,228,3,2026-04-06T19:48:53Z
New York Islanders,NYI,20162017,2,27,3,1476,239,387,626,24,638,35,5,39,6,2480,0.09637096774193549,93,82,41,29,12,2.8025005476266704,0.91146032962821,2609,2378,231,5,2026-04-06T19:48:53Z
New York Rangers,NYR,20162017,2,30,3,1475,253,426,679,157,579,47,9,45,5,2438,0.10377358490566038,89,82,48,28,6,2.5646826053339726,0.9142276422764227,2460,2249,211,6,2026-04-06T19:48:54Z
Ottawa Senators,OTT,20162017,2,36,4,1476,206,345,551,19,820,43,7,38,4,2463,0.08363784003248072,87,82,44,28,10,2.4862711966688793,0.9163621599675192,2463,2257,206,10,2026-04-06T19:48:54Z
Philadelphia Flyers,PHI,20162017,2,30,3,1476,212,357,569,-131,824,54,4,32,7,2585,0.08201160541586074,93,82,39,33,10,2.65896730007386,0.9052948773138183,2323,2103,220,4,2026-04-06T19:48:54Z
Pittsburgh Penguins,PIT,20162017,2,35,4,1476,278,473,751,197,679,60,5,46,6,2745,0.10127504553734062,89,82,50,21,11,2.668115417119401,0.9170108899737138,2663,2442,221,5,2026-04-06T19:48:55Z
San Jose Sharks,SJS,20162017,2,30,2,1476,219,382,601,77,622,41,7,44,6,2453,0.0892784345699144,85,82,46,29,7,2.309149035818282,0.9162976085031,2258,2069,189,3,2026-04-06T19:48:55Z
St. Louis Blues,STL,20162017,2,31,3,1476,233,392,625,24,698,50,3,44,6,2330,0.1,92,82,46,29,7,2.4431254178230657,0.9130622837370242,2312,2111,201,8,2026-04-06T19:48:55Z
Tampa Bay Lightning,TBL,20162017,2,33,4,1474,230,393,623,-47,847,62,4,38,6,2452,0.09380097879282219,90,82,42,30,10,2.590094274297334,0.9141475211608222,2481,2268,213,3,2026-04-06T19:48:56Z
Toronto Maple Leafs,TOR,20162017,2,30,4,1476,250,410,660,3,765,58,6,39,6,2616,0.095565749235474,88,82,40,27,15,2.749765300869144,0.9148537134283571,2666,2439,227,5,2026-04-06T19:48:56Z
Vancouver Canucks,VAN,20162017,2,36,3,1475,178,291,469,-233,614,32,2,26,7,2273,0.07831060272767268,85,82,30,43,9,2.7416734362307067,0.9131609417213431,2591,2366,225,3,2026-04-06T19:48:56Z
Washington Capitals,WSH,20162017,2,28,2,1476,261,453,714,345,738,57,5,53,8,2494,0.10465116279069768,87,82,55,19,8,2.06280082512033,0.9252747252747253,2275,2105,170,12,2026-04-06T19:48:57Z
Winnipeg Jets,WPG,20162017,2,30,4,1476,246,417,663,-1,817,48,10,37,4,2448,0.10049019607843138,93,82,40,35,7,2.9690570494741024,0.904104183109708,2534,2291,243,5,2026-04-06T19:48:57Z
