Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,19971998,2,42,3,1476,205,316,521,-169,1829,46,9,26,3,2184,0.09386446886446886,93,82,26,43,0,3.0351084970993836,0.8985098670962546,2483,2231,252,4,2026-04-06T19:44:19Z
Boston Bruins,BOS,19971998,2,30,3,1476,221,363,584,34,1103,62,5,39,3,2230,0.09910313901345291,89,82,39,30,0,2.24232966532493,0.9136089177891314,2153,1967,186,9,2026-04-06T19:44:20Z
Buffalo Sabres,BUF,19971998,2,28,2,1476,211,340,551,178,1723,51,15,36,3,2172,0.09714548802946593,88,82,36,29,0,2.2060513213328226,0.9280406726632773,2557,2373,184,13,2026-04-06T19:44:20Z
Calgary Flames,CGY,19971998,2,38,3,1476,217,336,553,-70,1825,43,18,26,4,2270,0.09559471365638766,87,82,26,41,0,2.9574713219455995,0.8916299559471366,2270,2024,246,0,2026-04-06T19:44:20Z
Carolina Hurricanes,CAR,19971998,2,31,5,1476,200,335,535,-74,1433,50,8,33,2,2177,0.09186954524575103,88,82,33,41,0,2.5370321040439427,0.9073581560283688,2256,2047,209,4,2026-04-06T19:44:21Z
Chicago Blackhawks,CHI,19971998,2,36,3,1476,192,326,518,0,1524,47,13,30,1,2278,0.08428446005267778,85,82,30,39,0,2.321894063583349,0.9120879120879121,2184,1992,192,10,2026-04-06T19:44:21Z
Colorado Avalanche,COL,19971998,2,30,2,1476,231,401,632,15,1664,74,8,39,2,2289,0.10091743119266056,88,82,39,26,0,2.377347163392589,0.9179444674678823,2413,2215,198,5,2026-04-06T19:44:21Z
Dallas Stars,DAL,19971998,2,36,3,1476,242,405,647,183,1267,77,11,49,5,2200,0.11,86,82,49,22,0,1.9663166078022691,0.912647374062165,1866,1703,163,10,2026-04-06T19:44:22Z
Detroit Red Wings,DET,19971998,2,26,3,1476,250,425,675,179,1301,67,8,44,0,2531,0.09877518767285658,89,82,44,23,0,2.2925094599531444,0.9100378787878788,2112,1922,190,8,2026-04-06T19:44:22Z
Edmonton Oilers,EDM,19971998,2,41,2,1476,215,343,558,-118,1676,77,10,35,3,2351,0.09145044661846023,87,82,35,37,0,2.6140539014149375,0.9062906724511931,2305,2089,216,8,2026-04-06T19:44:22Z
Florida Panthers,FLA,19971998,2,30,4,1476,203,325,528,-139,1648,55,12,24,3,2278,0.08911325724319578,90,82,24,43,0,3.022558805426958,0.8935086974968179,2357,2106,251,5,2026-04-06T19:44:23Z
Los Angeles Kings,LAK,19971998,2,28,3,1476,227,373,600,54,1733,52,10,38,3,2200,0.10318181818181818,89,82,38,33,0,2.6678738494039536,0.910779168348809,2477,2256,221,4,2026-04-06T19:44:23Z
Montréal Canadiens,MTL,19971998,2,33,2,1475,235,412,647,101,1527,68,13,37,3,2277,0.10320597277119016,89,82,37,32,0,2.47734280264437,0.9034224097515237,2133,1927,206,5,2026-04-06T19:44:23Z
New Jersey Devils,NJD,19971998,2,32,4,1476,225,380,605,174,1470,63,4,48,2,2401,0.0937109537692628,87,82,48,23,0,1.9506908696830128,0.9164517792676637,1939,1777,162,11,2026-04-06T19:44:24Z
New York Islanders,NYI,19971998,2,40,3,1475,212,329,541,-127,1605,61,11,30,0,2119,0.10004719207173195,95,82,30,41,0,2.6000463574156747,0.9084327086882453,2348,2133,215,7,2026-04-06T19:44:24Z
New York Rangers,NYR,19971998,2,35,3,1474,197,351,548,-203,1505,62,0,25,2,2075,0.09493975903614457,90,82,25,39,0,2.6839829721516795,0.9022687609075044,2292,2068,224,0,2026-04-06T19:44:24Z
Ottawa Senators,OTT,19971998,2,31,2,1476,193,308,501,-47,1077,48,6,34,2,2401,0.08038317367763433,92,82,34,33,0,2.3017055249635967,0.905911330049261,2030,1839,191,8,2026-04-06T19:44:25Z
Philadelphia Flyers,PHI,19971998,2,29,3,1476,242,414,656,141,1720,71,7,42,3,2352,0.10289115646258504,86,82,42,29,0,2.3059200708275625,0.9082612872238233,2082,1891,191,6,2026-04-06T19:44:25Z
Phoenix Coyotes,PHX,19971998,2,35,3,1473,224,379,603,25,1558,57,10,35,0,2268,0.09876543209876543,90,82,35,35,0,2.687579026660569,0.8998646820027063,2217,1995,222,5,2026-04-06T19:44:25Z
Pittsburgh Penguins,PIT,19971998,2,27,3,1475,228,397,625,75,1193,67,11,40,3,2176,0.10477941176470588,95,82,40,24,0,2.109918214028825,0.919634703196347,2190,2014,176,7,2026-04-06T19:44:26Z
San Jose Sharks,SJS,19971998,2,34,3,1476,210,336,546,-6,1371,54,10,34,0,2169,0.09681881051175657,91,82,34,38,0,2.5447605198582206,0.8957298907646475,2014,1804,210,6,2026-04-06T19:44:26Z
St. Louis Blues,STL,19971998,2,28,3,1476,256,424,680,176,1396,62,12,45,2,2203,0.11620517476168861,89,82,45,29,0,2.4025481571363567,0.8996452103395844,1973,1775,198,5,2026-04-06T19:44:26Z
Tampa Bay Lightning,TBL,19971998,2,40,5,1474,151,247,398,-404,1789,33,11,17,0,2100,0.0719047619047619,97,82,17,55,0,3.085952863582731,0.8920863309352518,2363,2108,255,2,2026-04-06T19:44:27Z
Toronto Maple Leafs,TOR,19971998,2,31,3,1476,194,320,514,-178,1467,41,5,30,1,2272,0.08538732394366197,90,82,30,43,0,2.7761221170456727,0.9023037542662116,2344,2115,229,5,2026-04-06T19:44:27Z
Vancouver Canucks,VAN,19971998,2,36,5,1473,224,349,573,-134,2128,48,19,25,0,2092,0.10707456978967496,99,82,25,43,0,3.2328214475990067,0.8916734033953112,2474,2206,268,3,2026-04-06T19:44:28Z
