Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,20242025,2,29,4,1476,217,360,577,-42,713,26,3,31,7,2269,0.09563684442485676,89,82,35,37,10,3.02383241410717,0.9059180576631259,2636,2388,249,1,2026-04-06T19:50:47Z
Boston Bruins,BOS,20242025,2,40,2,1476,222,356,578,-162,789,35,6,33,7,2174,0.10211591536338546,85,82,33,39,10,3.0486049245131546,0.8924731182795699,2325,2075,250,7,2026-04-06T19:50:48Z
Buffalo Sabres,BUF,20242025,2,30,3,1476,265,431,696,-61,817,43,10,32,3,2278,0.11633011413520632,86,82,36,39,7,3.2109919963505265,0.8886518771331058,2344,2083,262,3,2026-04-06T19:50:48Z
Calgary Flames,CGY,20242025,2,35,2,1476,220,353,573,-61,728,49,7,36,5,2414,0.09113504556752279,83,82,41,27,14,2.6957327638312445,0.9054684188215345,2359,2136,223,5,2026-04-06T19:50:48Z
Carolina Hurricanes,CAR,20242025,2,32,5,1475,266,437,703,129,622,46,10,47,5,2597,0.10242587601078167,85,82,47,30,5,2.6610982991725796,0.8937007874015748,2032,1816,217,5,2026-04-06T19:50:49Z
Chicago Blackhawks,CHI,20242025,2,33,4,1476,224,379,603,-366,685,47,6,23,3,2004,0.11177644710578842,86,82,25,46,11,3.2859644122317686,0.8939873417721519,2528,2260,269,0,2026-04-06T19:50:49Z
Colorado Avalanche,COL,20242025,2,43,6,1476,273,458,731,110,536,58,5,45,5,2450,0.11142857142857143,88,82,49,29,4,2.5768100727369405,0.9002375296912114,2105,1895,210,5,2026-04-06T19:50:50Z
Columbus Blue Jackets,CBJ,20242025,2,32,3,1476,267,443,710,58,656,36,9,34,4,2382,0.11209068010075567,84,82,40,33,9,3.0903794028781353,0.8959016393442623,2440,2186,254,4,2026-04-06T19:50:50Z
Dallas Stars,DAL,20242025,2,29,2,1476,275,490,765,177,554,55,8,48,7,2325,0.11827956989247312,85,82,50,26,6,2.58822412284569,0.9106239460370995,2372,2160,212,4,2026-04-06T19:50:50Z
Detroit Red Wings,DET,20242025,2,27,5,1476,235,391,626,-177,545,64,2,36,6,2249,0.10449088483770565,92,82,39,35,8,2.9353254029475053,0.8964624676445211,2318,2078,241,4,2026-04-06T19:50:51Z
Edmonton Oilers,EDM,20242025,2,30,3,1472,259,441,700,69,603,51,5,48,12,2622,0.09877955758962624,89,82,48,29,5,2.7786939594348765,0.896958692691784,2203,1976,227,3,2026-04-06T19:50:51Z
Florida Panthers,FLA,20242025,2,30,3,1475,246,411,657,41,837,56,12,41,4,2586,0.0951276102088167,84,82,47,31,4,2.4760794730707723,0.9046052631578947,2128,1925,203,8,2026-04-06T19:50:51Z
Los Angeles Kings,LAK,20242025,2,27,4,1476,249,422,671,255,612,37,4,47,4,2303,0.10811984368215372,86,82,48,25,9,2.329165721021771,0.9090909090909091,2079,1890,191,5,2026-04-06T19:50:51Z
Minnesota Wild,MIN,20242025,2,33,3,1476,224,368,592,-6,604,42,4,42,9,2261,0.09907120743034056,86,82,45,30,7,2.7011224258729136,0.908036454018227,2414,2192,222,6,2026-04-06T19:50:52Z
Montréal Canadiens,MTL,20242025,2,29,3,1476,243,409,652,-96,746,47,9,38,8,2096,0.1159351145038168,89,82,40,31,11,3.004581886007001,0.8961148648648649,2368,2122,247,5,2026-04-06T19:50:52Z
Nashville Predators,NSH,20242025,2,38,3,1476,212,351,563,-350,774,50,1,28,4,2403,0.08822305451518934,86,82,30,44,8,3.0694828603487614,0.8926261319534282,2319,2070,250,4,2026-04-06T19:50:52Z
New Jersey Devils,NJD,20242025,2,33,3,1476,240,400,640,-18,671,61,7,40,4,2302,0.10425716768027801,86,82,42,33,7,2.508139558594626,0.9054494643688868,2147,1944,205,9,2026-04-06T19:50:53Z
New York Islanders,NYI,20242025,2,31,5,1476,221,357,578,-75,449,26,9,33,5,2418,0.0913978494623656,89,82,35,35,12,2.8592763559839796,0.9001285897985426,2333,2100,234,4,2026-04-06T19:50:53Z
New York Rangers,NYR,20242025,2,35,3,1476,255,439,694,27,651,37,18,38,3,2344,0.10878839590443685,86,82,39,36,7,2.9320256671517027,0.9018480492813141,2435,2196,239,9,2026-04-06T19:50:53Z
Ottawa Senators,OTT,20242025,2,31,4,1476,242,403,645,-48,670,64,9,44,9,2403,0.10070744902205576,88,82,45,30,7,2.6702869333551096,0.9069468267581475,2332,2115,218,10,2026-04-06T19:50:54Z
Philadelphia Flyers,PHI,20242025,2,32,3,1475,232,403,635,-196,580,32,4,27,6,2211,0.10492989597467209,90,82,33,39,10,3.223375894959843,0.8791058394160584,2192,1927,265,2,2026-04-06T19:50:54Z
Pittsburgh Penguins,PIT,20242025,2,39,3,1476,241,411,652,-294,549,57,5,33,9,2323,0.1037451571244081,89,82,34,36,12,3.228677779575983,0.8918367346938776,2450,2185,266,3,2026-04-06T19:50:54Z
San Jose Sharks,SJS,20242025,2,41,5,1476,208,354,562,-386,695,42,5,18,4,2203,0.09441670449387199,89,82,20,50,12,3.5782973812935928,0.8875579598145286,2588,2297,292,1,2026-04-06T19:50:55Z
Seattle Kraken,SEA,20242025,2,30,5,1476,245,398,643,-92,565,43,3,33,5,2242,0.10927743086529884,86,82,35,41,6,2.972851655524755,0.8965962947005601,2321,2081,241,2,2026-04-06T19:50:55Z
St. Louis Blues,STL,20242025,2,28,2,1476,250,439,689,105,605,43,4,40,8,2186,0.11436413540713632,87,82,44,30,8,2.671926471186303,0.9015287769784173,2224,2005,219,4,2026-04-06T19:50:55Z
Tampa Bay Lightning,TBL,20242025,2,28,3,1476,292,497,789,247,642,60,11,45,4,2341,0.12473302007689022,83,82,47,27,8,2.431136464671488,0.9136878814298169,2294,2096,199,7,2026-04-06T19:50:56Z
Toronto Maple Leafs,TOR,20242025,2,32,4,1475,267,442,709,146,638,54,6,51,10,2297,0.11623857205050066,84,82,52,26,4,2.5546478701081754,0.9127882599580712,2385,2177,209,5,2026-04-06T19:50:56Z
Utah Hockey Club,UTA,20242025,2,27,4,1476,240,428,668,-70,767,57,4,37,7,2341,0.10252029047415634,87,82,38,31,13,2.7990763990333156,0.8976063829787234,2256,2025,231,2,2026-04-06T19:50:56Z
Vancouver Canucks,VAN,20242025,2,36,4,1476,233,407,640,-149,739,50,4,35,7,2094,0.11127029608404966,86,82,38,30,14,2.801178947368421,0.8939393939393939,2178,1947,231,5,2026-04-06T19:50:57Z
Vegas Golden Knights,VGK,20242025,2,31,3,1476,274,470,744,238,443,53,6,49,3,2482,0.11039484286865431,84,82,50,22,10,2.5346877845515383,0.9025761124121779,2135,1927,208,6,2026-04-06T19:50:57Z
Washington Capitals,WSH,20242025,2,27,4,1476,286,479,765,232,751,52,8,49,6,2265,0.1262693156732892,84,82,51,22,9,2.6830428052568216,0.9013957676722197,2221,2002,221,3,2026-04-06T19:50:57Z
Winnipeg Jets,WPG,20242025,2,29,2,1476,275,464,739,292,581,63,4,54,11,2314,0.11884183232497839,83,82,56,22,4,2.097170242671589,0.9222071460877431,2211,2039,172,10,2026-04-06T19:50:58Z
