Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,19981999,2,25,2,1476,215,349,564,-73,1309,83,6,35,1,2331,0.09223509223509224,87,82,35,34,0,2.43999825522677,0.9220679012345679,2592,2390,202,7,2026-04-06T19:44:34Z
Boston Bruins,BOS,19981999,2,36,2,1475,214,364,578,-10,1151,65,3,39,2,2262,0.09460654288240496,85,82,39,30,0,2.1170102576096763,0.9207564160288159,2221,2045,176,11,2026-04-06T19:44:35Z
Buffalo Sabres,BUF,19981999,2,32,3,1476,207,348,555,184,1527,49,6,37,3,2150,0.09627906976744185,88,82,37,28,0,2.048640230022763,0.9304029304029304,2457,2286,171,10,2026-04-06T19:44:35Z
Calgary Flames,CGY,19981999,2,36,6,1476,211,343,554,4,1367,51,12,30,3,2344,0.09001706484641639,88,82,30,40,0,2.7434234379406197,0.9057308970099668,2408,2181,227,2,2026-04-06T19:44:35Z
Carolina Hurricanes,CAR,19981999,2,28,2,1475,210,348,558,78,1138,42,5,34,1,2142,0.09803921568627451,87,82,34,30,0,2.3511927571533775,0.9180944421228583,2393,2197,196,8,2026-04-06T19:44:36Z
Chicago Blackhawks,CHI,19981999,2,43,4,1474,202,331,533,-93,1783,50,8,29,1,2145,0.09417249417249417,90,82,29,41,0,2.8633466790615256,0.9009611366485583,2393,2156,237,4,2026-04-06T19:44:36Z
Colorado Avalanche,COL,19981999,2,36,3,1475,239,418,657,119,1575,71,7,44,2,2299,0.10395824271422358,86,82,44,28,0,2.423924131174694,0.9120879120879121,2275,2075,200,5,2026-04-06T19:44:36Z
Dallas Stars,DAL,19981999,2,32,3,1476,236,396,632,173,1074,74,6,51,3,2266,0.10414827890556046,88,82,51,19,0,2.013213808530374,0.914969450101833,1964,1797,167,6,2026-04-06T19:44:37Z
Detroit Red Wings,DET,19981999,2,30,4,1473,245,431,676,90,1184,67,14,43,2,2622,0.09344012204424104,87,82,43,32,0,2.396577476497185,0.9108597285067873,2210,2013,197,3,2026-04-06T19:44:37Z
Edmonton Oilers,EDM,19981999,2,37,4,1476,230,383,613,30,1357,63,8,33,3,2396,0.09599332220367279,92,82,33,37,0,2.6670152961171394,0.9003606853020739,2218,1997,221,3,2026-04-06T19:44:37Z
Florida Panthers,FLA,19981999,2,39,2,1476,210,348,558,-32,1475,51,10,30,1,2307,0.09102730819245773,89,82,30,34,0,2.688636310593507,0.9047213951509996,2351,2127,224,5,2026-04-06T19:44:38Z
Los Angeles Kings,LAK,19981999,2,35,4,1476,189,300,489,-152,1361,43,12,32,5,2317,0.08157099697885196,90,82,32,45,0,2.578090956075843,0.9133278822567457,2446,2234,212,7,2026-04-06T19:44:38Z
Montréal Canadiens,MTL,19981999,2,36,4,1475,184,311,495,-153,1277,50,8,32,0,2269,0.08109299250771265,92,82,32,39,0,2.490245196472824,0.9065335753176044,2204,1998,206,7,2026-04-06T19:44:38Z
Nashville Predators,NSH,19981999,2,36,4,1476,190,331,521,-195,1396,40,7,28,1,2218,0.08566275924256087,93,82,28,47,0,3.0716412776247055,0.9063309885227694,2701,2448,253,2,2026-04-06T19:44:39Z
New Jersey Devils,NJD,19981999,2,27,2,1476,248,425,673,178,1337,60,7,47,3,2565,0.09668615984405458,82,82,47,24,0,2.32055328006446,0.9050445103857567,2022,1830,192,5,2026-04-06T19:44:39Z
New York Islanders,NYI,19981999,2,37,4,1475,194,314,508,-232,1073,54,8,24,1,2157,0.0899397311080204,88,82,24,48,0,2.8519063060159917,0.8984072320275506,2323,2087,236,5,2026-04-06T19:44:39Z
New York Rangers,NYR,19981999,2,36,2,1463,217,374,591,-176,1071,71,7,33,5,2085,0.1040767386091127,90,82,33,38,0,2.641524605982631,0.9112641815235009,2468,2249,219,4,2026-04-06T19:44:40Z
Ottawa Senators,OTT,19981999,2,32,2,1476,238,391,629,222,876,59,6,44,1,2502,0.09512390087929656,88,82,44,23,0,2.1169748909938355,0.914769975786925,2065,1889,176,6,2026-04-06T19:44:40Z
Philadelphia Flyers,PHI,19981999,2,42,3,1475,231,396,627,111,1049,65,4,37,2,2451,0.09424724602203183,86,82,37,26,0,2.3005798046903605,0.8974906567004806,1873,1681,192,6,2026-04-06T19:44:40Z
