Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,20192020,2,35,3,1279,182,287,469,-105,701,27,10,24,4,2106,0.08641975308641975,75,71,29,33,9,3.0151575945742746,0.9054113506379234,2273,2058,215,1,2026-04-06T19:49:30Z
Arizona Coyotes,ARI,20192020,2,25,3,1260,190,310,500,-9,428,41,5,28,2,2220,0.08558558558558559,75,70,33,29,8,2.461426584039459,0.9234513274336283,2260,2087,173,4,2026-04-06T19:49:30Z
Boston Bruins,BOS,20192020,2,35,2,1259,227,380,607,172,662,57,5,44,6,2247,0.10102358700489542,72,70,44,14,12,2.2384095014344236,0.9245463228271251,2094,1936,158,8,2026-04-06T19:49:31Z
Buffalo Sabres,BUF,20192020,2,32,3,1242,193,314,507,-72,455,37,5,28,6,2021,0.09549727857496289,71,69,30,31,8,2.9209455531873667,0.9058548009367682,2135,1934,201,3,2026-04-06T19:49:31Z
Calgary Flames,CGY,20192020,2,28,2,1260,204,331,535,-93,572,41,6,30,5,2212,0.0922242314647378,74,70,36,27,7,2.85334605693285,0.9109831709477414,2258,2057,201,4,2026-04-06T19:49:31Z
Carolina Hurricanes,CAR,20192020,2,27,5,1224,217,380,597,68,562,46,10,33,6,2260,0.09601769911504425,73,68,38,25,5,2.7305090344127327,0.9064386317907445,1988,1802,186,6,2026-04-06T19:49:32Z
Chicago Blackhawks,CHI,20192020,2,31,3,1259,208,350,558,-24,526,33,6,28,5,2227,0.0933991917377638,74,70,32,30,8,2.874296939537788,0.9174161896974653,2446,2244,202,1,2026-04-06T19:49:32Z
Colorado Avalanche,COL,20192020,2,31,5,1260,236,399,635,193,573,46,8,41,4,2257,0.10456357997341603,75,70,42,20,8,2.536144411418982,0.9183860614397066,2181,2003,178,3,2026-04-06T19:49:32Z
Columbus Blue Jackets,CBJ,20192020,2,33,3,1260,180,297,477,-17,442,31,3,33,8,2272,0.07922535211267606,76,70,33,22,15,2.5130939610020824,0.9151486097794823,2086,1909,177,7,2026-04-06T19:49:33Z
Dallas Stars,DAL,20192020,2,27,2,1242,178,290,468,13,544,42,5,35,9,2113,0.08424041646947468,74,69,37,24,8,2.3847951244188565,0.9238929889298892,2168,2003,165,2,2026-04-06T19:49:33Z
Detroit Red Wings,DET,20192020,2,34,4,1278,142,247,389,-498,573,32,4,14,1,1924,0.07380457380457381,79,71,17,49,5,3.490489441032958,0.8935064935064935,2310,2064,246,1,2026-04-06T19:49:33Z
Edmonton Oilers,EDM,20192020,2,31,2,1278,223,379,602,-109,534,59,3,35,4,2099,0.10624106717484516,77,71,37,25,9,2.8502117768192137,0.9102564102564102,2262,2059,203,2,2026-04-06T19:49:34Z
