Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,19992000,2,30,2,1475,217,373,590,-25,910,55,4,34,3,2352,0.09226190476190477,88,82,34,36,0,2.6349894909313116,0.9031111111111111,2250,2032,218,5,2026-04-06T19:44:47Z
Atlanta Thrashers,ATL,19992000,2,38,5,1476,170,286,456,-558,1400,44,6,14,0,2115,0.08037825059101655,92,82,14,61,0,3.692457677895015,0.8803789972364785,2533,2230,303,2,2026-04-06T19:44:47Z
Boston Bruins,BOS,19992000,2,38,3,1470,210,342,552,-170,845,51,0,24,1,2516,0.0834658187599364,92,82,24,39,0,2.884183861734699,0.8936921041023379,2267,2026,241,5,2026-04-06T19:44:48Z
Buffalo Sabres,BUF,19992000,2,34,3,1475,213,344,557,128,1145,37,8,35,5,2228,0.09560143626570916,90,82,35,36,0,2.3891162482026322,0.9100817438692098,2202,2004,198,8,2026-04-06T19:44:48Z
Calgary Flames,CGY,19992000,2,42,3,1475,211,370,581,-157,1251,59,4,31,11,2468,0.08549432739059967,91,82,31,41,0,3.0100032441146074,0.8947368421052632,2375,2125,250,5,2026-04-06T19:44:48Z
Carolina Hurricanes,CAR,19992000,2,25,3,1476,217,368,585,-97,779,58,3,37,4,2161,0.1004164738546969,87,82,37,35,0,2.513169520905982,0.9029080675422139,2132,1925,207,6,2026-04-06T19:44:49Z
Chicago Blackhawks,CHI,19992000,2,33,3,1476,242,402,644,-11,1413,52,10,33,5,2106,0.11490978157644824,86,82,33,39,0,2.804466372370813,0.9030633655056651,2383,2152,231,4,2026-04-06T19:44:49Z
Colorado Avalanche,COL,19992000,2,31,3,1474,233,388,621,108,1084,59,3,42,5,2187,0.10653863740283494,88,82,42,29,0,2.3428929897716486,0.9147627416520211,2276,2082,194,5,2026-04-06T19:44:49Z
Dallas Stars,DAL,19992000,2,37,2,1475,211,361,572,22,1005,54,9,43,3,2099,0.10052405907575036,86,82,43,29,0,2.111260053619303,0.9195032198712052,2174,1999,175,5,2026-04-06T19:44:50Z
Detroit Red Wings,DET,19992000,2,28,3,1472,278,465,743,200,976,69,15,48,4,2620,0.10610687022900764,86,82,48,24,0,2.501082392742431,0.9044321329639889,2166,1959,207,6,2026-04-06T19:44:50Z
Edmonton Oilers,EDM,19992000,2,29,3,1475,226,376,602,75,1318,53,9,32,4,2310,0.09783549783549783,87,82,32,34,0,2.5391924622714326,0.908541846419327,2318,2106,212,2,2026-04-06T19:44:50Z
Florida Panthers,FLA,19992000,2,33,5,1476,244,410,654,116,1305,58,2,43,3,2198,0.11101000909918107,85,82,43,33,0,2.48325986742488,0.915533580552122,2427,2222,205,2,2026-04-06T19:44:51Z
Los Angeles Kings,LAK,19992000,2,32,3,1476,245,422,667,103,1301,60,4,39,5,2421,0.10119785212722016,94,82,39,31,0,2.632867907057884,0.9043859649122807,2280,2062,218,2,2026-04-06T19:44:51Z
Montréal Canadiens,MTL,19992000,2,36,2,1476,196,326,522,-66,1049,54,7,35,4,2135,0.09180327868852459,86,82,35,38,0,2.3003349610557327,0.915929203539823,2260,2070,190,8,2026-04-06T19:44:51Z
Nashville Predators,NSH,19992000,2,33,2,1476,199,330,529,-194,918,41,9,28,4,2215,0.08984198645598195,85,82,28,47,0,2.820823244552058,0.9065008025682183,2492,2259,233,1,2026-04-06T19:44:51Z
New Jersey Devils,NJD,19992000,2,31,2,1476,250,434,684,148,1273,55,9,44,3,2716,0.09204712812960236,84,82,45,29,0,2.394791127715474,0.9055343511450382,2096,1898,198,6,2026-04-06T19:44:52Z
New York Islanders,NYI,19992000,2,42,5,1475,194,307,501,-233,1366,45,8,24,5,2146,0.09040074557315937,92,82,24,49,0,3.2143396606414583,0.90267105744603,2733,2467,266,3,2026-04-06T19:44:52Z
New York Rangers,NYR,19992000,2,34,4,1474,218,381,599,-179,906,55,5,29,6,2416,0.0902317880794702,86,82,29,41,0,2.8828563195668346,0.9020090200902009,2439,2200,239,0,2026-04-06T19:44:52Z
Ottawa Senators,OTT,19992000,2,34,5,1474,244,397,641,75,832,52,6,41,2,2584,0.09442724458204334,91,82,41,30,0,2.5005620560176904,0.8995633187772926,2061,1854,207,7,2026-04-06T19:44:53Z
Philadelphia Flyers,PHI,19992000,2,34,2,1475,237,384,621,140,1215,69,7,45,6,2495,0.09498997995991984,85,82,45,25,0,2.0812934229390083,0.9105018106570099,1933,1760,173,7,2026-04-06T19:44:53Z
Phoenix Coyotes,PHX,19992000,2,30,4,1476,232,399,631,26,912,37,14,39,4,2212,0.10488245931283906,88,82,39,35,0,2.6613797506636647,0.9054170249355116,2326,2106,220,6,2026-04-06T19:44:53Z
Pittsburgh Penguins,PIT,19992000,2,32,4,1468,241,426,667,40,1197,54,7,37,3,2137,0.1127749181094993,96,82,37,37,0,2.7729659366496358,0.9025117071094083,2349,2120,229,4,2026-04-06T19:44:54Z
San Jose Sharks,SJS,19992000,2,26,3,1476,225,382,607,27,1257,62,16,35,4,2248,0.10008896797153025,93,82,35,37,0,2.51657312578183,0.9111394557823129,2352,2143,209,5,2026-04-06T19:44:54Z
St. Louis Blues,STL,19992000,2,32,2,1476,248,427,675,309,1111,61,13,51,5,2445,0.10143149284253579,86,82,51,20,0,1.9559705397029823,0.9105466593042518,1811,1649,162,9,2026-04-06T19:44:54Z
Tampa Bay Lightning,TBL,19992000,2,47,6,1475,204,343,547,-397,1678,51,9,19,0,2084,0.09788867562380038,112,82,19,54,0,3.6570598207798497,0.8785197103781175,2486,2184,302,0,2026-04-06T19:44:55Z
Toronto Maple Leafs,TOR,19992000,2,33,2,1475,246,404,650,106,1075,57,11,45,7,2160,0.11388888888888889,83,82,45,30,0,2.622576584137642,0.9088618227635448,2381,2164,217,6,2026-04-06T19:44:55Z
Vancouver Canucks,VAN,19992000,2,36,5,1476,227,377,604,-2,1013,51,9,30,4,2187,0.10379515317786922,94,82,30,37,0,2.7463613377351512,0.899737302977233,2284,2055,229,1,2026-04-06T19:44:55Z
Washington Capitals,WSH,19992000,2,31,2,1476,227,375,602,177,974,43,9,44,5,2269,0.1000440722785368,86,82,44,26,0,2.300196366385554,0.9157476841640935,2267,2076,191,7,2026-04-06T19:44:56Z
