Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
New Jersey Devils,NJD,20032004,2,30,3,1475,213,374,587,172,874,51,8,43,7,2433,0.08754623921085081,82,82,43,27,0,1.9279495787630998,0.9198798197295944,1997,1837,160,14,2026-04-06T19:45:49Z
New York Islanders,NYI,20032004,2,31,3,1476,237,377,614,119,1102,54,11,38,2,2341,0.10123878684322939,91,82,38,33,0,2.5262733774300776,0.9068212215782434,2243,2034,209,6,2026-04-06T19:45:49Z
New York Rangers,NYR,20032004,2,45,5,1475,206,355,561,-57,1427,46,6,27,3,2416,0.08526490066225166,93,82,27,48,0,2.978909482323657,0.8971571906354515,2392,2146,246,4,2026-04-06T19:45:49Z
Ottawa Senators,OTT,20032004,2,33,3,1475,262,429,691,241,1231,80,6,43,3,2421,0.10821974390747625,89,82,43,29,0,2.2417891459372594,0.9086892488954345,2037,1851,186,8,2026-04-06T19:45:50Z
Philadelphia Flyers,PHI,20032004,2,36,5,1475,229,403,632,176,1304,65,7,40,2,2410,0.0950207468879668,86,82,40,27,0,2.212306623560531,0.9119617224880383,2090,1906,184,7,2026-04-06T19:45:50Z
Phoenix Coyotes,PHX,20032004,2,33,5,1475,188,317,505,-189,1264,51,9,22,5,2171,0.08659603869184708,88,82,22,42,0,2.8384083355789094,0.9051240992794235,2498,2261,237,6,2026-04-06T19:45:50Z
Pittsburgh Penguins,PIT,20032004,2,35,5,1476,190,332,522,-482,1230,65,7,23,7,2029,0.09364218827008379,92,82,23,51,0,3.5137673037894164,0.8928703361654968,2707,2417,290,3,2026-04-06T19:45:51Z
San Jose Sharks,SJS,20032004,2,29,2,1476,219,375,594,128,1057,56,9,43,3,2300,0.09521739130434782,87,82,43,27,0,2.1615058490748553,0.9240506329113924,2370,2190,180,10,2026-04-06T19:45:51Z
St. Louis Blues,STL,20032004,2,37,3,1476,191,323,514,-64,1234,61,7,39,11,2223,0.08591992802519119,90,82,39,32,0,2.323567083468496,0.9080076263107721,2098,1905,193,4,2026-04-06T19:45:51Z
Tampa Bay Lightning,TBL,20032004,2,24,2,1476,245,413,658,193,935,55,15,46,4,2460,0.09959349593495935,84,82,46,28,0,2.237008722990471,0.9109720885466795,2078,1893,185,4,2026-04-06T19:45:52Z
Toronto Maple Leafs,TOR,20032004,2,36,3,1476,242,419,661,127,1414,75,8,45,4,2253,0.10741233910341766,85,82,45,27,0,2.424144966281068,0.9071164510166358,2164,1963,201,11,2026-04-06T19:45:52Z
Vancouver Canucks,VAN,20032004,2,33,3,1476,235,409,644,172,1214,56,5,43,11,2379,0.09878100042034468,87,82,43,29,0,2.3106701344547926,0.9119669876203577,2181,1989,192,8,2026-04-06T19:45:52Z
Washington Capitals,WSH,20032004,2,46,5,1474,186,316,502,-292,1262,64,4,23,1,1946,0.09558067831449127,87,82,23,49,0,2.9627630868861305,0.9053162592161428,2577,2333,244,3,2026-04-06T19:45:52Z
