Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Anaheim Ducks,ANA,20102011,2,34,5,1476,235,415,650,-67,1158,67,7,43,9,2334,0.10068551842330763,94,82,47,30,5,2.719279693023537,0.9148049981067777,2641,2416,225,7,2026-04-06T19:47:18Z
Atlanta Thrashers,ATL,20102011,2,35,3,1475,218,358,576,-179,900,53,6,29,10,2581,0.08446338628438589,93,82,34,36,12,2.9760928573102037,0.905833015630957,2623,2376,247,5,2026-04-06T19:47:18Z
Boston Bruins,BOS,20102011,2,29,2,1476,244,410,654,284,1090,43,11,44,1,2696,0.09050445103857567,86,82,46,25,11,2.2144463379955024,0.9316398954053045,2677,2494,183,11,2026-04-06T19:47:19Z
Buffalo Sabres,BUF,20102011,2,29,3,1476,240,410,650,37,936,54,2,38,10,2690,0.08921933085501858,87,82,43,29,10,2.634909869832498,0.9129392971246006,2504,2286,218,6,2026-04-06T19:47:19Z
Calgary Flames,CGY,20102011,2,32,2,1476,241,420,661,0,816,62,7,32,2,2501,0.09636145541783286,88,82,41,29,12,2.6195626051429945,0.9062768701633706,2326,2108,218,6,2026-04-06T19:47:19Z
Carolina Hurricanes,CAR,20102011,2,32,2,1476,231,387,618,-39,817,55,7,35,6,2517,0.09177592371871275,86,82,40,31,11,2.7427236601868756,0.9164827078734363,2718,2491,227,4,2026-04-06T19:47:20Z
Chicago Blackhawks,CHI,20102011,2,32,2,1475,252,436,688,92,712,64,6,38,4,2637,0.09556313993174062,86,82,44,29,9,2.5364020666979803,0.9104095563139932,2344,2134,210,5,2026-04-06T19:47:20Z
Colorado Avalanche,COL,20102011,2,36,3,1476,221,374,595,-203,1045,49,8,24,6,2394,0.0923141186299081,90,82,30,44,8,3.3162593889822443,0.8947976878612717,2595,2322,273,1,2026-04-06T19:47:20Z
Columbus Blue Jackets,CBJ,20102011,2,34,3,1476,210,373,583,-108,1095,42,6,29,5,2506,0.08379888268156424,91,82,34,35,13,2.9250677099006923,0.9004098360655738,2440,2197,243,6,2026-04-06T19:47:21Z
Dallas Stars,DAL,20102011,2,31,3,1476,222,369,591,-43,1046,55,10,37,5,2269,0.09784045835169679,89,82,42,29,11,2.5924784630019158,0.9137585238668271,2493,2278,215,5,2026-04-06T19:47:21Z
Detroit Red Wings,DET,20102011,2,25,4,1474,257,455,712,26,740,67,5,43,9,2757,0.09321726514327167,90,82,47,25,10,2.7834492546005905,0.9078947368421053,2508,2277,231,3,2026-04-06T19:47:21Z
Edmonton Oilers,EDM,20102011,2,32,3,1473,191,336,527,-212,1236,44,8,23,2,2188,0.0872943327239488,85,82,25,45,12,3.032048755343986,0.9033629686896019,2587,2337,250,4,2026-04-06T19:47:22Z
Florida Panthers,FLA,20102011,2,36,3,1474,191,334,525,-137,690,35,4,26,6,2493,0.07661452065784195,89,82,30,40,12,2.5766215612283645,0.9180769230769231,2600,2387,213,7,2026-04-06T19:47:22Z
Los Angeles Kings,LAK,20102011,2,29,2,1476,209,368,577,22,938,47,4,36,1,2363,0.08844688954718578,86,82,46,30,6,2.3063841491434918,0.9163381515549716,2283,2092,191,9,2026-04-06T19:47:22Z
Minnesota Wild,MIN,20102011,2,34,3,1475,203,356,559,-133,965,53,7,36,5,2148,0.09450651769087523,87,82,39,35,8,2.637531045098151,0.9166347992351817,2615,2397,218,5,2026-04-06T19:47:23Z
Montréal Canadiens,MTL,20102011,2,32,2,1476,213,362,575,-3,1054,57,5,41,5,2602,0.08186010760953114,88,82,44,30,8,2.3977072429057738,0.9217391304347826,2530,2332,198,8,2026-04-06T19:47:23Z
Nashville Predators,NSH,20102011,2,32,3,1475,213,370,583,118,682,41,5,38,2,2361,0.09021601016518424,87,82,44,27,11,2.245344832789546,0.9257781324820431,2506,2320,186,8,2026-04-06T19:47:23Z
New Jersey Devils,NJD,20102011,2,35,3,1470,171,285,456,-155,741,34,3,35,7,2344,0.07295221843003413,92,82,38,39,5,2.435650163083541,0.9063373718546133,2146,1945,201,9,2026-04-06T19:47:24Z
New York Islanders,NYI,20102011,2,36,6,1476,225,373,598,-185,1460,52,15,26,7,2408,0.09343853820598007,90,82,30,39,13,2.9900632642193785,0.9049808429118774,2610,2362,248,2,2026-04-06T19:47:24Z
New York Rangers,NYR,20102011,2,32,3,1476,224,380,604,86,1054,49,11,35,3,2453,0.09131675499388504,86,82,44,33,5,2.2647603027754415,0.9221482098251457,2402,2215,187,11,2026-04-06T19:47:24Z
Ottawa Senators,OTT,20102011,2,35,6,1476,190,312,502,-269,1141,45,6,30,2,2381,0.07979840403191936,94,82,32,40,10,2.8865201396094706,0.9067398119122257,2552,2314,238,5,2026-04-06T19:47:25Z
Philadelphia Flyers,PHI,20102011,2,27,3,1476,256,425,681,214,1109,49,13,44,3,2605,0.09827255278310941,89,82,47,23,12,2.539426613593994,0.9148073022312373,2465,2255,210,0,2026-04-06T19:47:25Z
Phoenix Coyotes,PHX,20102011,2,30,3,1476,226,383,609,123,847,46,5,38,2,2486,0.09090909090909091,86,82,43,26,13,2.617138032925285,0.9187265917602996,2670,2453,217,9,2026-04-06T19:47:25Z
Pittsburgh Penguins,PIT,20102011,2,35,2,1476,228,388,616,123,1338,49,13,39,5,2581,0.08833785354513754,88,82,49,25,8,2.2837148428109724,0.9190110826939472,2346,2156,190,4,2026-04-06T19:47:26Z
San Jose Sharks,SJS,20102011,2,29,3,1476,243,425,668,110,917,68,6,43,5,2832,0.0858050847457627,85,82,48,25,9,2.4636937290540746,0.9137420718816067,2365,2161,204,6,2026-04-06T19:47:26Z
St. Louis Blues,STL,20102011,2,33,3,1476,236,393,629,24,1199,52,7,34,3,2475,0.09535353535353536,89,82,38,33,11,2.691652240685981,0.9021164021164021,2268,2046,222,10,2026-04-06T19:47:26Z
Tampa Bay Lightning,TBL,20102011,2,28,4,1476,241,418,659,-66,873,69,1,40,8,2605,0.09251439539347409,89,82,46,25,11,2.7272272188756697,0.9032807839795484,2347,2120,227,7,2026-04-06T19:47:27Z
Toronto Maple Leafs,TOR,20102011,2,33,3,1476,213,358,571,-112,961,52,5,32,2,2360,0.0902542372881356,93,82,37,34,11,2.8575272433741423,0.9067562228368234,2531,2295,236,3,2026-04-06T19:47:27Z
