Name,Team,P,G,A
Cesc Fàbregas,Arsenal,0.0,0.0,5.0
José Antonio Reyes,Arsenal,0.0,0.0,10.0
Robert Pires,Arsenal,33.0,7.0,0.0
Thierry Henry,Arsenal,32.0,27.0,6.0
