Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alec Martinez,LA,D,76,5,19,24,8.0,58,19:01,1,4,175,2.9,,,,,,0,0,0.0
Andrew Campbell,LA,D,33,0,2,2,-4.0,30,8:59,0,0,22,0.0,,,,,,0,0,0.0
Colin Fraser,LA,C,26,1,1,2,-1.0,57,9:52,0,0,22,4.5,,,,,,0,0,0.0
Daniel Carcillo LW *,LA,,18,0,5,5,0.0,0,12:08,0,1,8,0.0,,,,,,1,0,0.0
Drew Doughty,LA,D,82,11,30,41,-6.0,28,16:58,4,8,157,7.0,,,,,,8,1,12.5
Dustin Brown,LA,RW,78,8,19,27,9.0,48,15:51,1,3,109,7.3,,,,,,2,0,0.0
Dwight King,LA,LW,82,4,30,34,6.0,44,22:17,1,12,143,2.8,,,,,,0,0,0.0
Jake Muzzin,LA,D,79,15,12,27,7.0,66,15:50,1,3,195,7.7,,,,,,3,1,33.3
Jarret Stoll,LA,C,62,12,17,29,21.0,10,12:57,1,3,124,9.7,,,,,,1,0,0.0
Jeff Carter,LA,C,82,29,41,70,34.0,24,20:53,10,13,200,14.5,,,,,,13,6,46.2
Jordan Nolan,LA,C,73,6,5,11,-1.0,6,13:15,0,0,111,5.4,,,,,,1,0,0.0
Justin Williams,LA,RW,72,27,23,50,8.0,44,18:57,8,6,256,10.5,,,,,,13,4,30.8
Kyle Clifford,LA,LW,64,6,4,10,-1.0,54,9:00,0,0,58,10.3,,,,,,0,0,0.0
Linden Vey,LA,RW,40,2,4,6,-6.0,11,11:58,1,1,60,3.3,,,,,,1,0,0.0
Marian Gaborik RW *,LA,,61,11,11,22,17.0,14,15:40,3,5,79,13.9,,,,,,0,0,0.0
Matt Frattin RW *,LA,,38,2,4,6,6.0,47,15:53,0,0,38,5.3,,,,,,0,0,0.0
Matt Greene,LA,D,25,3,4,7,2.0,8,10:48,1,0,31,9.7,,,,,,0,0,0.0
Mike Richards,LA,C,82,19,24,43,14.0,48,16:57,4,3,239,8.0,,,,,,4,1,25.0
Robyn Regehr,LA,D,19,5,11,16,7.0,4,17:41,1,4,56,8.9,,,,,,3,2,66.7
Slava Voynov,LA,D,78,10,27,37,18.0,64,25:42,6,10,177,5.7,,,,,,1,0,0.0
Tanner Pearson,LA,LW,71,3,5,8,6.0,81,10:10,0,0,74,4.1,,,,,,0,0,0.0
Total,LA,,3,0,0,0,0.0,0,12:41,0,0,4,0.0,,,,,,0,0,0.0
Trevor Lewis,LA,C,76,1,11,12,14.0,58,20:19,0,2,73,1.4,,,,,,0,0,0.0
Tyler Toffoli,LA,C,77,15,15,30,16.0,18,15:02,0,1,111,13.5,,,,,,1,1,100.0
Willie Mitchell,LA,D,79,3,11,14,6.0,46,18:57,0,0,73,4.1,,,,,,0,0,0.0
