Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alex Killorn,TB,LW,81,12,30,42,-3.0,14,16:27,3,14,157,7.6,,,,,,6,1,16.7
Andrej Sustr,TB,D,49,5,5,10,10.0,28,14:34,1,0,54,9.3,,,,,,0,0,0.0
B.J. Crombeen,TB,RW,20,6,5,11,4.0,8,20:13,3,2,54,11.1,,,,,,3,0,0.0
Brett Connolly,TB,RW,19,0,4,4,0.0,22,10:00,0,0,12,0.0,,,,,,0,0,0.0
Cedric Paquette,TB,C,15,0,1,1,-3.0,9,9:49,0,0,6,0.0,,,,,,0,0,0.0
Cody Kunyk,TB,C,7,0,0,0,0.0,0,13:23,0,0,6,0.0,,,,,,0,0,0.0
Dana Tyrell,TB,C,13,0,0,0,-4.0,20,6:52,0,0,2,0.0,,,,,,0,0,0.0
Dmitry Korobov,TB,D,2,0,1,1,1.0,0,14:32,0,0,1,0.0,,,,,,0,0,0.0
Eric Brewer,TB,D,71,4,13,17,11.0,18,18:11,0,6,81,4.9,,,,,,2,1,50.0
J.T. Brown,TB,RW,73,3,19,22,2.0,152,19:07,1,3,114,2.6,,,,,,0,0,0.0
Jean-Philippe Cote,TB,D,27,3,4,7,-2.0,4,11:27,0,0,27,11.1,,,,,,0,0,0.0
Keith Aulie,TB,D,11,1,0,1,-5.0,4,12:01,0,0,12,8.3,,,,,,0,0,0.0
Mark Barberio,TB,D,55,3,7,10,-2.0,79,10:10,0,0,60,5.0,,,,,,0,0,0.0
Matt Taormina,TB,D,3,0,1,1,0.0,2,10:41,0,0,0,0.0,,,,,,0,0,0.0
Matthew Carle,TB,D,37,25,15,40,9.0,18,20:14,9,4,124,20.2,,,,,,4,2,50.0
Michael Kostka D *,TB,,43,1,7,8,3.0,16,15:47,0,0,39,2.6,,,,,,0,0,0.0
Nate Thompson,TB,C,77,4,13,17,10.0,59,17:33,0,0,83,4.8,,,,,,0,0,0.0
Nikita Kucherov,TB,RW,63,4,15,19,-9.0,6,13:02,0,2,113,3.5,,,,,,0,0,0.0
Ondrej Palat,TB,LW,62,29,32,61,12.0,6,21:41,9,9,167,17.4,,,,,,3,1,33.3
Pierre-Cedric Labrie,TB,LW,4,0,0,0,-1.0,4,9:28,0,0,4,0.0,,,,,,0,0,0.0
Radko Gudas,TB,D,82,2,29,31,11.0,28,22:11,1,6,115,1.7,,,,,,3,2,66.7
Richard Panik,TB,RW,57,5,10,15,-7.0,67,11:46,0,3,95,5.3,,,,,,1,0,0.0
Ryan Callahan RW *,TB,,50,3,10,13,-9.0,21,12:41,0,4,56,5.4,,,,,,1,0,0.0
Ryan Malone,TB,LW,81,9,7,16,3.0,27,12:51,0,0,105,8.6,,,,,,0,0,0.0
Sami Salo,TB,D,52,9,9,18,3.0,14,13:06,3,1,102,8.8,,,,,,8,3,37.5
Steven Stamkos,TB,C,82,17,24,41,8.0,63,16:46,3,5,173,9.8,,,,,,1,0,0.0
Teddy Purcell,TB,RW,82,24,26,50,23.0,26,18:47,5,5,181,13.3,,,,,,2,0,0.0
Tom Pyatt,TB,C,19,2,6,8,7.0,0,15:53,0,0,31,6.5,,,,,,2,1,50.0
Total,TB,,7,0,0,0,0.0,4,9:14,0,0,4,0.0,,,,,,0,0,0.0
Tyler Johnson,TB,C,75,13,42,55,5.0,53,22:26,3,11,170,7.6,,,,,,5,0,0.0
Valtteri Filppula,TB,C,81,23,36,59,32.0,20,18:02,3,8,165,13.9,,,,,,4,1,25.0
Victor Hedman,TB,D,75,25,33,58,5.0,20,19:58,6,14,131,19.1,,,,,,13,4,30.8
Vladislav Namestnikov,TB,C,1,0,0,0,0.0,0,10:12,0,0,2,0.0,,,,,,0,0,0.0
