Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alexander Edler,VAN,D,63,7,15,22,-39,50,1397.1904,4,8,0,0,0,178,0.03932,3,10,0.66666,2013-2014
Alexandre Burrows,VAN,R,49,5,10,15,-9,71,1069.0816,2,4,0,0,0,104,0.04807,3,8,0.41818,2013-2014
Andrew Alberts,VAN,D,10,0,0,0,1,0,443.1,0,0,0,0,0,5,0.0,0,0,,2013-2014
Benn Ferriero,VAN,R,2,0,0,0,0,0,261.5,0,0,0,0,0,0,,0,0,,2013-2014
Brad Richardson,VAN,R,73,11,12,23,1,39,894.0821,1,0,2,1,2,85,0.12941,8,19,0.55175,2013-2014
Chris Higgins,VAN,L,78,17,22,39,-14,30,1150.4871,2,1,0,1,4,216,0.0787,15,35,0.44736,2013-2014
Dale Weise,VAN,R,61,6,10,16,3,59,505.0163,1,0,0,0,1,41,0.14634,5,15,0.0,2013-2014
Dan Hamhuis,VAN,D,79,5,17,22,13,26,1437.4177,0,3,0,0,0,150,0.03333,5,19,,2013-2014
Daniel Sedin,VAN,L,73,16,31,47,0,38,1236.3287,5,13,0,0,4,224,0.07142,11,29,0.29629,2013-2014
Darren Archibald,VAN,R,16,1,2,3,1,0,467.8125,0,0,0,0,0,11,0.0909,1,3,0.0,2013-2014
David Booth,VAN,L,66,9,10,19,1,18,808.4242,0,1,0,0,0,117,0.07692,9,18,0.56521,2013-2014
Frank Corrado,VAN,D,15,1,0,1,-2,4,753.8666,0,0,0,0,0,20,0.05,1,1,,2013-2014
Henrik Sedin,VAN,C,70,11,39,50,3,42,1240.3428,4,14,0,0,1,97,0.1134,7,32,0.52324,2013-2014
Jannik Hansen,VAN,R,71,11,9,20,-9,43,939.9154,0,1,1,0,3,112,0.09821,10,18,0.41379,2013-2014
Jason Garrison,VAN,D,81,7,26,33,-5,57,1253.8024,4,11,1,0,1,181,0.03867,2,15,,2013-2014
Jeremy Welsh,VAN,C,19,1,0,1,-1,6,411.421,0,0,0,0,0,13,0.07692,1,1,0.51111,2013-2014
Jordan Schroeder,VAN,C,25,3,3,6,-7,2,720.68,0,1,0,0,0,25,0.12,3,5,0.45901,2013-2014
Kellan Lain,VAN,L,9,1,0,1,1,21,313.1111,0,0,0,0,0,7,0.14285,1,1,0.48648,2013-2014
Kevin Bieksa,VAN,D,76,4,20,24,-8,104,1366.4473,1,7,0,1,1,167,0.02395,3,16,1.0,2013-2014
Michael Zalewski,VAN,L,2,0,1,1,2,0,727.5,0,1,0,0,0,2,0.0,0,0,,2013-2014
Mike Santorelli,VAN,C,49,10,18,28,9,6,1113.8775,0,0,0,2,3,91,0.10989,10,26,0.51312,2013-2014
Nicklas Jensen,VAN,R,17,3,3,6,-1,10,938.2941,0,1,0,0,1,30,0.1,3,5,0.0,2013-2014
Pascal Pelletier,VAN,L,3,0,0,0,0,0,536.6666,0,0,0,0,0,1,0.0,0,0,0.25,2013-2014
Raphael Diaz,VAN,D,63,2,13,15,-2,16,1078.5079,0,4,0,0,0,68,0.02941,2,10,0.0,2013-2014
Ryan Kesler,VAN,C,77,25,18,43,-15,81,1308.922,9,7,1,1,5,239,0.1046,15,26,0.52631,2013-2014
Ryan Stanton,VAN,D,64,1,15,16,5,32,882.7187,0,0,0,0,0,65,0.01538,1,16,1.0,2013-2014
Shawn Matthias,VAN,L,77,12,11,23,-3,26,780.8441,0,0,0,0,0,127,0.09448,12,23,0.42263,2013-2014
Tom Sestito,VAN,L,77,5,4,9,-14,213,387.4285,1,0,0,0,0,31,0.16129,4,8,0.27272,2013-2014
Yann Sauve,VAN,D,3,0,0,0,-2,0,736.6666,0,0,0,0,0,1,0.0,0,0,,2013-2014
Yannick Weber,VAN,D,49,6,4,10,-7,16,714.9591,3,2,0,0,2,70,0.08571,3,5,,2013-2014
Zac Dalpe,VAN,C,55,4,3,7,-7,6,427.8,1,0,0,0,0,52,0.07692,3,6,0.45887,2013-2014
Zack Kassian,VAN,R,73,14,15,29,-4,124,775.7397,1,0,0,0,2,91,0.15384,13,28,0.28571,2013-2014
