Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Henrique,NJ,C,80,18,30,48,3.0,28,20:18,3,12,165,10.9,,,,,,6,0,0.0
Adam Larsson,NJ,D,40,1,3,4,-2.0,29,20:17,0,0,24,4.2,,,,,,0,0,0.0
Andrei Loktionov C *,NJ,,78,3,9,12,-15.0,33,12:26,0,1,104,2.9,,,,,,0,0,0.0
Andy Greene,NJ,D,82,18,16,34,-6.0,18,15:46,4,4,166,10.8,,,,,,2,0,0.0
Anton Volchenkov,NJ,D,19,3,5,8,1.0,10,15:31,1,0,26,11.5,,,,,,1,0,0.0
Bryce Salvador,NJ,D,33,0,4,4,-2.0,14,18:40,0,0,32,0.0,,,,,,0,0,0.0
Cam Janssen,NJ,RW,16,0,3,3,1.0,2,9:05,0,0,13,0.0,,,,,,0,0,0.0
Dainius Zubrus,NJ,C,43,7,19,26,-10.0,33,16:07,3,5,74,9.5,,,,,,5,0,0.0
Damien Brunner,NJ,RW,82,13,13,26,1.0,46,17:33,0,0,121,10.7,,,,,,1,0,0.0
Eric Gelinas,NJ,D,82,8,24,32,3.0,32,24:34,3,10,134,6.0,,,,,,0,0,0.0
Jacob Josefson,NJ,C,26,1,2,3,-1.0,12,17:47,0,0,20,5.0,,,,,,1,0,0.0
Jon Merrill,NJ,D,48,4,8,12,2.0,12,12:18,0,0,44,9.1,,,,,,0,0,0.0
Joseph Whitney,NJ,RW,14,0,0,0,-1.0,0,8:51,0,0,20,0.0,,,,,,1,0,0.0
Marek Zidlicky,NJ,D,77,25,18,43,3.0,20,18:03,7,5,137,18.2,,,,,,5,0,0.0
Mark Fayne,NJ,D,66,4,7,11,-8.0,18,12:27,0,0,89,4.5,,,,,,0,0,0.0
Mattias Tedenby,NJ,LW,10,0,2,2,-1.0,0,11:25,0,1,9,0.0,,,,,,0,0,0.0
Michael Ryder,NJ,RW,81,12,30,42,-3.0,60,21:38,8,10,128,9.4,,,,,,1,0,0.0
Mike Sislo,NJ,RW,15,1,0,1,-8.0,10,10:01,0,0,9,11.1,,,,,,0,0,0.0
Patrik Elias,NJ,C,82,24,43,67,16.0,46,19:09,5,12,231,10.4,,,,,,6,1,16.7
Peter Harrold,NJ,D,23,2,5,7,2.0,4,11:21,0,0,27,7.4,,,,,,2,1,50.0
Reid Boucher,NJ,C,56,0,8,8,3.0,20,16:47,0,0,42,0.0,,,,,,0,0,0.0
Rostislav Olesz,NJ,LW,24,3,0,3,3.0,22,4:54,0,0,11,27.3,,,,,,0,0,0.0
Ryan Carter,NJ,C,72,4,7,11,-5.0,30,18:18,0,0,88,4.5,,,,,,0,0,0.0
Ryane Clowe,NJ,LW,60,7,22,29,-3.0,22,16:55,5,12,124,5.6,,,,,,0,0,0.0
Stephen Gionta,NJ,RW,52,2,9,11,-3.0,12,19:13,0,2,45,4.4,,,,,,0,0,0.0
Steve Bernier,NJ,RW,60,11,14,25,-11.0,26,13:32,4,6,110,10.0,,,,,,5,1,20.0
Tim Sestito,NJ,C,27,1,2,3,0.0,4,10:07,0,0,21,4.8,,,,,,1,1,100.0
Total,NJ,,1,0,0,0,0.0,0,8:00,0,0,0,0.0,,,,,,0,0,0.0
Travis Zajac,NJ,C,65,18,35,53,-4.0,30,17:52,4,13,116,15.5,,,,,,8,0,0.0
Tuomo Ruutu RW *,NJ,,62,7,3,10,-6.0,35,11:19,0,0,69,10.1,,,,,,0,0,0.0
