Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Calle Jarnkrok,NSH,C,12,2,7,9,7,4,844.0833,0,1,0,0,0,13,0.15384,2,8,0.39455,2013-2014
Colin Wilson,NSH,C,81,11,22,33,-1,21,912.9629,2,3,0,0,3,112,0.09821,9,28,0.48396,2013-2014
Colton Sissons,NSH,C,17,1,3,4,0,4,637.0588,0,0,0,0,0,13,0.07692,1,4,0.48611,2013-2014
Craig Smith,NSH,C,79,24,28,52,16,22,983.962,7,3,0,1,4,215,0.11162,17,42,0.15789,2013-2014
David Legwand,NSH,C,83,14,37,51,-17,61,1018.6385,6,13,0,0,4,146,0.09589,8,32,0.50605,2013-2014
Eric Nystrom,NSH,L,79,15,6,21,-25,60,891.5063,0,0,1,0,1,120,0.125,14,20,0.2,2013-2014
Filip Forsberg,NSH,L,13,1,4,5,-8,4,684.3076,1,3,0,0,0,20,0.05,0,1,,2013-2014
Gabriel Bourque,NSH,L,74,9,17,26,-5,8,830.2837,0,1,0,0,1,108,0.08333,9,25,0.0,2013-2014
Joe Piskula,NSH,D,2,0,0,0,1,0,730.5,0,0,0,0,0,2,0.0,0,0,,2013-2014
Kevin Klein,NSH,D,77,2,7,9,-7,21,1039.8701,0,0,0,0,0,73,0.02739,2,9,,2013-2014
Mark Van Guilder,NSH,C,1,0,0,0,0,0,507.0,0,0,0,0,0,0,,0,0,,2013-2014
Matt Cullen,NSH,C,77,10,29,39,4,32,929.7532,1,8,0,0,2,134,0.07462,9,30,0.56735,2013-2014
Matt Hendricks,NSH,C,77,5,2,7,-11,112,764.2857,0,0,1,0,1,102,0.04901,4,6,0.53968,2013-2014
Mattias Ekholm,NSH,D,62,1,8,9,-8,10,1009.0,0,0,0,0,0,58,0.01724,1,8,,2013-2014
Michael Del Zotto,NSH,D,67,3,13,16,-9,18,1032.4626,1,4,0,0,0,90,0.03333,2,11,0.0,2013-2014
Mike Fisher,NSH,C,75,20,29,49,-4,60,1185.48,4,7,0,0,4,177,0.11299,16,38,0.52006,2013-2014
Mike Fisher,NSH,C,75,20,29,49,-4,60,1185.48,4,7,0,0,4,177,0.11299,16,38,0.52006,2013-2014
Nick Spaling,NSH,C,71,13,19,32,2,14,961.1971,3,3,1,0,1,85,0.15294,9,25,0.52694,2013-2014
Patric Hornqvist,NSH,R,76,22,31,53,1,28,1011.5131,7,10,0,0,6,248,0.0887,15,36,0.0,2013-2014
Patrick Eaves,NSH,R,30,2,3,5,-7,2,675.5666,1,2,0,0,0,53,0.03773,1,2,0.46666,2013-2014
Paul Gaustad,NSH,C,75,10,11,21,-6,61,828.4,0,0,0,0,0,74,0.13513,10,21,0.58,2013-2014
Rich Clune,NSH,L,58,3,4,7,-7,166,507.4482,0,0,0,0,1,29,0.10344,3,7,,2013-2014
Roman Josi,NSH,D,72,13,27,40,-2,18,1585.0833,3,10,0,0,2,168,0.07738,10,27,,2013-2014
Ryan Ellis,NSH,D,80,6,21,27,9,24,964.0375,0,6,0,0,2,123,0.04878,6,21,,2013-2014
Seth Jones,NSH,D,77,6,19,25,-23,24,1177.2207,2,7,0,1,2,100,0.06,4,16,,2013-2014
Shea Weber,NSH,D,79,23,33,56,-2,52,1614.2025,12,14,0,1,4,195,0.11794,11,30,,2013-2014
Taylor Beck,NSH,L,7,0,0,0,-2,6,770.4285,0,0,0,0,0,9,0.0,0,0,,2013-2014
Victor Bartley,NSH,D,50,1,5,6,0,23,921.86,0,0,0,0,0,21,0.04761,1,6,,2013-2014
Viktor Stalberg,NSH,L,70,8,10,18,-14,32,755.0285,0,0,0,0,1,114,0.07017,8,18,0.33333,2013-2014
