Name,Team,P,G,A
Andy Herron,Chicago Fire FC,17,0,0
Austin Washington,Chicago Fire FC,1,0,0
Bakary Soumaré,Chicago Fire FC,31,0,0
Brandon Prideaux,Chicago Fire FC,30,0,0
Brian McBride,Chicago Fire FC,14,6,2
C.J. Brown,Chicago Fire FC,3,0,0
Calen Carr,Chicago Fire FC,9,2,0
Chris Rolfe,Chicago Fire FC,30,10,3
Cuauhtemoc Blanco,Chicago Fire FC,30,7,6
Daniel Woolard,Chicago Fire FC,9,1,0
Dasan Robinson,Chicago Fire FC,5,0,0
Diego Gutierrez,Chicago Fire FC,20,0,1
Gonzalo Segares,Chicago Fire FC,26,3,1
John Thorrington,Chicago Fire FC,26,5,2
Jon Busch,Chicago Fire FC,33,0,0
Justin Mapp,Chicago Fire FC,33,3,10
Lider Marmol,Chicago Fire FC,2,0,0
Logan Pause,Chicago Fire FC,30,0,1
Marco Pappa,Chicago Fire FC,7,0,0
Michael Banner,Chicago Fire FC,13,0,0
Patrick Nyarko,Chicago Fire FC,11,1,0
Stephen King,Chicago Fire FC,21,2,1
Tomasz Frankowski,Chicago Fire FC,15,2,0
Wilman Conde,Chicago Fire FC,25,2,1
