Name,Team,P,G,A
Adam Moffat,Columbus Crew,7,2,1
Alejandro Moreno,Columbus Crew,31,10,5
Andy Gruenebaum,Columbus Crew,1,0,0
Andy Iro,Columbus Crew,21,1,0
Brad Evans,Columbus Crew,30,6,1
Brian Carroll,Columbus Crew,34,1,1
Chad Marshall,Columbus Crew,33,6,2
Danny O'Rourke,Columbus Crew,32,0,3
Duncan Oughton,Columbus Crew,5,0,0
Eddie Gaven,Columbus Crew,28,5,3
Emmanuel Ekpo,Columbus Crew,19,2,1
Ezra Hendrickson,Columbus Crew,14,0,0
Frankie Hejduk,Columbus Crew,28,2,2
Gino Padula,Columbus Crew,18,0,0
Guillermo Barros Schelotto,Columbus Crew,31,7,20
Jason Garey,Columbus Crew,9,3,0
Jed Zayner,Columbus Crew,6,0,0
Nicolas Hernandez,Columbus Crew,5,0,0
Pat Noonan,Columbus Crew,10,1,1
Robbie Rogers,Columbus Crew,31,8,2
Ryan Junge,Columbus Crew,5,0,0
Stefani Miglioranzi,Columbus Crew,10,0,1
Stefani Miglioranzi,Columbus Crew,10,0,0
Stefani Miglioranzi,Columbus Crew,4,0,1
Stefani Miglioranzi,Columbus Crew,4,0,0
Steven Lenhart,Columbus Crew,12,5,0
Will Hesmer,Columbus Crew,33,0,0
