Name,Team,P,G,A
Abdus Ibrahim,Toronto FC,12,2,0
Amado Guevara,Toronto FC,17,2,2
Amado Guevara,Toronto FC,17,2,1
Amado Guevara,Toronto FC,4,2,2
Amado Guevara,Toronto FC,4,2,1
Brian Edwards,Toronto FC,6,0,1
Carl Robinson,Toronto FC,27,1,1
Carlos Ruiz,Toronto FC,0,0,0
Chad Barrett,Toronto FC,29,8,5
Daniele Dichio,Toronto FC,23,6,2
Greg Sutton,Toronto FC,24,0,0
Hunter Freeman,Toronto FC,21,0,2
Jarrod Smith,Toronto FC,21,1,1
Jeff Cunningham,Toronto FC,11,2,0
Jeff Cunningham,Toronto FC,5,1,0
Jim Brennan,Toronto FC,28,1,2
Johann Smith,Toronto FC,9,0,1
Julius James,Toronto FC,13,1,0
Kevin Harmse,Toronto FC,16,0,0
Laurent Robert,Toronto FC,17,1,1
Marco Velez,Toronto FC,23,2,0
Marvell Wynne,Toronto FC,24,2,1
Maurice Edu,Toronto FC,13,2,1
Nana Attakora-Gyan,Toronto FC,5,0,0
Rohan Ricketts,Toronto FC,27,4,6
Todd Dunivant,Toronto FC,9,0,0
Tyler Rosenlund,Toronto FC,8,1,0
Tyrone Marshall,Toronto FC,19,0,0
