Name,Team,P,G,A
Abel Xavier,LA Galaxy,10,0,1
Alan Gordon,LA Galaxy,25,5,1
Ante Jazic,LA Galaxy,15,0,2
Brandon McDonald,LA Galaxy,17,1,1
Bryan Jordan,LA Galaxy,9,1,1
Chris Klein,LA Galaxy,30,1,4
David Beckham,LA Galaxy,25,5,8
Eddie Lewis,LA Galaxy,8,1,1
Edson Buddle,LA Galaxy,27,15,3
Eduardo Rodrigo,LA Galaxy,3,0,0
Ely Allen,LA Galaxy,12,1,1
Greg Vanney,LA Galaxy,24,0,0
Joe Franchino,LA Galaxy,16,0,0
Josh Saunders,LA Galaxy,3,0,0
Josh Tudela,LA Galaxy,6,0,0
Josh Wicks,LA Galaxy,6,0,0
Landon Donovan,LA Galaxy,25,20,7
Michael Gavin,LA Galaxy,2,0,0
Mike Randolph,LA Galaxy,20,0,2
Peter Vagenas,LA Galaxy,13,1,3
Pires Alvaro,LA Galaxy,19,1,1
Sean Franklin,LA Galaxy,27,0,1
Steve Cronin,LA Galaxy,22,0,0
Troy Roberts,LA Galaxy,18,0,0
