Name,Team,P,G,A
Aaron Hohlbein,Sporting Kansas City,14,0,1
Abe Thompson,Sporting Kansas City,22,3,2
Carlos Marinelli,Sporting Kansas City,15,0,2
Chance Myers,Sporting Kansas City,10,0,0
Claudio Lopez,Sporting Kansas City,30,6,6
Davy Arnaud,Sporting Kansas City,26,8,1
Eloy Colombano,Sporting Kansas City,7,0,0
Herculez Gomez,Sporting Kansas City,26,3,1
Ivan Trujillo,Sporting Kansas City,18,1,0
Jack Jewsbury,Sporting Kansas City,31,3,5
Jimmy Conrad,Sporting Kansas City,32,7,0
Jonathan Leathers,Sporting Kansas City,17,0,0
Josh Wolff,Sporting Kansas City,14,3,3
Kerry Zavagnin,Sporting Kansas City,17,0,0
Kevin Hartman,Sporting Kansas City,32,0,0
Kevin Souter,Sporting Kansas City,9,1,0
Kurt Morsink,Sporting Kansas City,21,0,3
Lance Watson,Sporting Kansas City,3,0,0
Matt Marquess,Sporting Kansas City,6,0,1
Michael Harrington,Sporting Kansas City,32,2,2
Roger Espinoza,Sporting Kansas City,24,1,2
Ryan Pore,Sporting Kansas City,14,0,1
Sasha Victorine,Sporting Kansas City,16,2,0
Tyson Wahl,Sporting Kansas City,18,0,0
