Name,Team,P,G,A
Andrew Williams,Real Salt Lake,24,1,2
Andy Williams,Real Salt Lake,5,0,0
Chris Wingert,Real Salt Lake,31,0,2
Clint Mathis,Real Salt Lake,14,0,0
David Horst,Real Salt Lake,1,0,0
Dema Kovalenko,Real Salt Lake,23,3,4
Fabián Espíndola,Real Salt Lake,13,5,0
Ian Joy,Real Salt Lake,19,0,0
Jamison Olave,Real Salt Lake,26,2,0
Javier Moral,Real Salt Lake,31,7,13
Kenny Cutler,Real Salt Lake,11,0,0
Kenny Deuchar,Real Salt Lake,27,3,2
Kyle Beckerman,Real Salt Lake,32,4,2
Matias Jesus Cordoba,Real Salt Lake,7,0,0
Matias Mantilla,Real Salt Lake,6,0,0
Nat Borchers,Real Salt Lake,31,0,0
Nathan Sturgis,Real Salt Lake,2,0,0
Nick Rimando,Real Salt Lake,32,0,0
Robbie Findley,Real Salt Lake,32,7,6
Robbie Russell,Real Salt Lake,13,0,0
Tino Nunez,Real Salt Lake,9,1,0
Tony Beltran,Real Salt Lake,15,0,1
Will Johnson,Real Salt Lake,12,2,0
Yura Movsisyan,Real Salt Lake,24,8,1
