Name,Team,P,G,A
Aaron Pitchkolan,FC Dallas,20,1,0
Adrian Serioux,FC Dallas,24,0,4
Andre Rocha,FC Dallas,5,0,2
Andre Rocha Da Silva,FC Dallas,3,0,0
Anthony Wallace,FC Dallas,5,0,0
Blake Wagner,FC Dallas,24,0,0
Bobby Rhine,FC Dallas,7,0,0
Bruno Guarda,FC Dallas,12,1,2
Chase Wileman,FC Dallas,0,0,1
Dario Sala,FC Dallas,28,0,0
Dax McCarty,FC Dallas,17,0,3
Dominic Oduro,FC Dallas,25,5,1
Drew Moor,FC Dallas,27,2,1
Duilio Davino,FC Dallas,23,0,0
Eric Avila,FC Dallas,14,0,2
Guerreiro Andre Rocha,FC Dallas,19,3,5
Jeff Cunningham,FC Dallas,11,5,1
Juan Carlos Toja,FC Dallas,16,2,2
Kenny Cooper,FC Dallas,30,18,3
Marcelo Saragosa,FC Dallas,25,1,1
Michael Dello-Russo,FC Dallas,8,0,0
Pablo Ricchetti,FC Dallas,27,0,3
Ricardinho,FC Dallas,7,0,1
Victor Sikora,FC Dallas,5,1,0
