Name,Team,P,G,A
Bryan Namoff,D.C. United,27,0,0
Clyde Simms,D.C. United,30,2,1
Craig Thompson,D.C. United,6,0,0
Dan Stratford,D.C. United,5,0,0
Devon McTavish,D.C. United,26,1,2
Dominc Mediate,D.C. United,6,0,0
Francis Doe,D.C. United,11,2,0
Franco Niell,D.C. United,7,0,1
Fred Da Silva,D.C. United,23,2,1
Gonzalo Martinez,D.C. United,27,1,0
Gonzalo Peralta,D.C. United,18,1,1
Ivan Guerrero,D.C. United,27,1,1
Jaime Moreno,D.C. United,25,10,5
Joe Vide,D.C. United,13,1,0
Kirk Quavas,D.C. United,9,1,0
Louis Crayton,D.C. United,12,0,0
Luciano Emilio,D.C. United,27,11,3
Marc Burch,D.C. United,27,0,2
Marcelo Gallardo,D.C. United,16,4,3
Pat Carroll,D.C. United,4,0,0
Rodion Dyachenko,D.C. United,18,0,1
Ryan Cordeiro,D.C. United,8,0,2
Santino Quaranta,D.C. United,28,5,3
Thabiso Khumalo,D.C. United,7,1,1
Zach Wells,D.C. United,18,0,0
