Name,Team,P,G,A
Dwight Gayle,Crystal Palace,23.0,7.0,0.0
Jason Puncheon,Crystal Palace,34.0,7.0,0.0
Yannick Bolasie,Crystal Palace,0.0,0.0,4.0
