Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Billy Dee Smith,Buffalo Bandits,D,14,7,2,9,58,0,0,0,57,0,0,0,0,0/1,-
Brandon Francis,Buffalo Bandits,F,3,0,0,0,0,0,0,0,9,0,0,0,0,31/83,37%
Brandon Swamp,Buffalo Bandits,F,8,2,4,6,11,0,0,0,27,0,0,0,0,0/0,-
Brett Bucktooth,Buffalo Bandits,F,4,4,3,7,4,0,0,0,8,0,0,0,0,0/0,-
Chris White,Buffalo Bandits,D,16,3,4,7,59,0,0,0,50,0,0,0,0,0/0,-
Clay Hill,Buffalo Bandits,D,16,7,5,12,4,0,0,0,85,0,0,0,0,0/1,-
Cory Bomberry,Buffalo Bandits,F,16,17,38,55,29,0,0,0,59,0,0,0,0,94/207,45%
Daniel Sams,Buffalo Bandits,G,3,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Delby Powless,Buffalo Bandits,F,16,18,37,55,10,0,0,0,29,0,0,0,0,0/0,-
Ian Llord,Buffalo Bandits,F,15,5,12,17,26,0,0,0,71,0,0,0,0,0/0,-
Joe Smith,Buffalo Bandits,D,2,0,1,1,0,0,0,0,0,0,0,0,0,0/0,-
John Tavares,Buffalo Bandits,F,16,29,58,87,23,0,0,0,91,0,0,0,0,0/0,-
Ken Montour,Buffalo Bandits,G,15,0,3,3,0,0,0,0,4,0,0,0,0,0/0,-
Kevin Dostie,Buffalo Bandits,F,10,22,14,36,11,0,0,0,34,0,0,0,0,0/0,-
Kyle Laverty,Buffalo Bandits,D,16,2,7,9,70,0,0,0,63,0,0,0,0,0/0,-
Kyle Schmelzle,Buffalo Bandits,D,8,2,3,5,9,0,0,0,27,0,0,0,0,0/0,-
Mark Steenhuis,Buffalo Bandits,T,15,34,41,75,27,0,0,0,121,0,0,0,0,0/0,-
Mike Thompson,Buffalo Bandits,G,14,0,2,2,2,0,0,0,5,0,0,0,0,0/0,-
Pat McCready,Buffalo Bandits,T,15,8,15,23,44,0,0,0,121,0,0,0,0,0/0,-
Phil Sanderson,Buffalo Bandits,D,16,0,7,7,20,0,0,0,92,0,0,0,0,31/112,28%
Rich Kilgour,Buffalo Bandits,T,15,1,3,4,28,0,0,0,29,0,0,0,0,1/21,5%
Roger Vyse,Buffalo Bandits,F,14,21,27,48,4,0,0,0,48,0,0,0,0,0/0,-
Rusty Kruger,Buffalo Bandits,F,3,1,2,3,15,0,0,0,6,0,0,0,0,0/0,-
