Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Anthony Kelly,New York Titans,D,2,0,0,0,0,0,0,0,5,0,0,0,0,7/13,54%
Brendan Mundorf,New York Titans,F,13,23,23,46,8,0,0,0,39,0,0,0,0,0/0,-
Brian Tower,New York Titans,F,4,2,0,2,0,0,0,0,5,0,0,0,0,0/0,-
Bryan Barrett,New York Titans,D,9,0,2,2,2,0,0,0,28,0,0,0,0,0/0,-
Casey Powell,New York Titans,F,16,32,54,86,10,0,0,0,79,0,0,0,0,0/0,-
Erik Miller,New York Titans,G,16,0,3,3,0,0,0,0,0,0,0,0,0,0/0,-
Greg Peyser,New York Titans,T,13,3,6,9,41,0,0,0,75,0,0,0,0,2/5,40%
Jamie Hanford,New York Titans,D,16,2,2,4,6,0,0,0,65,0,0,0,0,264/426,62%
Jarett Park,New York Titans,D,15,5,5,10,24,0,0,0,147,0,0,0,0,0/0,-
Jeff Ratcliffe,New York Titans,F,16,12,13,25,12,0,0,0,51,0,0,0,0,0/0,-
Jeff Spano,New York Titans,D,5,0,2,2,2,0,0,0,28,0,0,0,0,0/0,-
John Orsen,New York Titans,D,16,3,7,10,59,0,0,0,126,0,0,0,0,0/0,-
Jordan Hall,New York Titans,T,16,24,45,69,18,0,0,0,109,0,0,0,0,0/0,-
Keevin Galbraith,New York Titans,T,11,0,2,2,8,0,0,0,29,0,0,0,0,0/0,-
Matt Alrich,New York Titans,D,15,4,4,8,12,0,0,0,64,0,0,0,0,0/0,-
Matt Vinc,New York Titans,G,16,1,7,8,18,0,0,0,44,0,0,0,0,0/0,-
Mike McLellan,New York Titans,F,16,34,22,56,0,0,0,0,29,0,0,0,0,0/0,-
Mitch Belisle,New York Titans,D,12,2,2,4,16,0,0,0,48,0,0,0,0,0/0,-
Pat Maddalena,New York Titans,F,15,33,52,85,6,0,0,0,66,0,0,0,0,0/0,-
Patrick Merrill,New York Titans,D,14,0,5,5,61,0,0,0,78,0,0,0,0,0/1,-
Richard Brzeski,New York Titans,D,5,0,0,0,4,0,0,0,3,0,0,0,0,0/0,-
Rory Smith,New York Titans,D,11,0,0,0,36,0,0,0,25,0,0,0,0,0/1,-
Ryan Boyle,New York Titans,F,16,17,45,62,4,0,0,0,65,0,0,0,0,0/0,-
