Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Bold,San Jose Stealth,G,16,0,1,1,0,0,0,0,2,0,0,0,0,0/0,-
Andrew Guindon,San Jose Stealth,D,14,0,9,9,39,0,0,0,42,0,0,0,0,0/1,-
Anthony Cosmo,San Jose Stealth,G,16,0,4,4,7,0,0,0,15,0,0,0,0,0/0,-
Cam Sedgwick,San Jose Stealth,F,15,13,39,52,6,0,0,0,60,0,0,0,0,0/0,-
Colin Doyle,San Jose Stealth,F,16,27,61,88,12,0,0,0,45,0,0,0,0,0/0,-
Curtis Hodgson,San Jose Stealth,D,16,4,10,14,18,0,0,0,95,0,0,0,0,0/0,-
Eric Martin,San Jose Stealth,D,16,9,10,19,71,0,0,0,151,0,0,0,0,0/0,-
Frank Resetarits,San Jose Stealth,F,13,17,17,34,7,0,0,0,27,0,0,0,0,0/0,-
Gary Rosyski,San Jose Stealth,F,12,18,22,40,13,0,0,0,44,0,0,0,0,0/0,-
Jeff Zywicki,San Jose Stealth,F,16,48,42,90,4,0,0,0,105,0,0,0,0,0/0,-
Kyle Sorensen,San Jose Stealth,D,16,4,8,12,55,0,0,0,77,0,0,0,0,0/1,-
Luke Hinton,San Jose Stealth,F,7,1,1,2,0,0,0,0,16,0,0,0,0,0/0,-
Luke Wiles,San Jose Stealth,F,11,20,34,54,6,0,0,0,46,0,0,0,0,0/0,-
Paul Dawson,San Jose Stealth,D,15,0,5,5,22,0,0,0,31,0,0,0,0,0/0,-
Peter Veltman,San Jose Stealth,F,23,15,21,36,48,0,0,0,104,0,0,0,0,4/9,44%
Sean Morris,San Jose Stealth,F,3,2,6,8,0,0,0,0,5,0,0,0,0,0/0,-
Shaydon Santos,San Jose Stealth,D,15,1,0,1,24,0,0,0,28,0,0,0,0,4/13,31%
Steve Holmes,San Jose Stealth,D,16,4,9,13,37,0,0,0,86,0,0,0,0,0/0,-
Steve Panarelli,San Jose Stealth,D,14,2,1,3,21,0,0,0,51,0,0,0,0,0/0,-
Tim Booth,San Jose Stealth,T,16,0,2,2,12,0,0,0,43,0,0,0,0,191/393,49%
Todd Fairlie,San Jose Stealth,D,2,0,0,0,0,0,0,0,6,0,0,0,0,0/0,-
Tom N Johnson,San Jose Stealth,F,8,8,7,15,0,0,0,0,18,0,0,0,0,0/0,-
Zach Heffner,San Jose Stealth,D,6,0,3,3,37,0,0,0,10,0,0,0,0,0/0,-
