Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Bysouth,Portland Lumber Jax,T,2,1,1,2,2,0,0,0,7,0,0,0,0,0/0,-
Brad MacDonald,Portland Lumber Jax,D,12,1,0,1,24,0,0,0,17,0,0,0,0,0/0,-
Brodie Merrill,Portland Lumber Jax,T,16,17,21,38,53,0,0,0,211,0,0,0,0,0/1,-
Bruce Alexander,Portland Lumber Jax,D,4,0,1,1,4,0,0,0,2,0,0,0,0,0/0,-
Cory Conway,Portland Lumber Jax,F,11,11,10,21,0,0,0,0,28,0,0,0,0,0/0,-
Dallas Eliuk,Portland Lumber Jax,G,16,0,3,3,4,0,0,0,2,0,0,0,0,0/0,-
Dan Dawson,Portland Lumber Jax,F,16,38,43,81,11,0,0,0,96,0,0,0,0,0/0,-
David Morgan,Portland Lumber Jax,D,4,0,1,1,2,0,0,0,3,0,0,0,0,0/0,-
Derek Lowe,Portland Lumber Jax,F,1,0,0,0,0,0,0,0,6,0,0,0,0,0/0,-
Derek Malawsky,Portland Lumber Jax,F,16,25,35,60,15,0,0,0,71,0,0,0,0,0/0,-
Joel Weber,Portland Lumber Jax,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Matt Holman,Portland Lumber Jax,F,10,5,3,8,12,0,0,0,16,0,0,0,0,0/0,-
Mike Kilby,Portland Lumber Jax,D,16,0,2,2,14,0,0,0,27,0,0,0,0,0/0,-
Pat Jones,Portland Lumber Jax,D,16,1,8,9,4,0,0,0,74,0,0,0,0,223/435,51%
Pete Jacobs,Portland Lumber Jax,F,11,11,12,23,0,0,0,0,40,0,0,0,0,0/0,-
Peter Morgan,Portland Lumber Jax,F,14,17,18,35,8,0,0,0,79,0,0,0,0,0/0,-
Ray Guze,Portland Lumber Jax,D,11,2,1,3,34,0,0,0,22,0,0,0,0,0/0,-
Richard Morgan,Portland Lumber Jax,D,16,10,5,15,24,0,0,0,78,0,0,0,0,0/0,-
Ryan Powell,Portland Lumber Jax,F,16,21,43,64,2,0,0,0,75,0,0,0,0,0/0,-
Scott Stapleford,Portland Lumber Jax,T,11,3,4,7,4,0,0,0,32,0,0,0,0,0/0,-
Scott Stewart,Portland Lumber Jax,F,15,7,14,21,6,0,0,0,89,0,0,0,0,0/0,-
Spencer Martin,Portland Lumber Jax,F,12,5,29,34,6,0,0,0,28,0,0,0,0,0/0,-
Tyler Codron,Portland Lumber Jax,T,16,3,8,11,33,0,0,0,68,0,0,0,0,0/0,-
