Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Burkholder,Chicago Shamrox,T,2,0,2,2,2,0,0,0,6,0,0,0,0,0/0,-
Andrew Lazore,Chicago Shamrox,F,4,3,3,6,0,0,0,0,8,0,0,0,0,0/0,-
Bill McGlone,Chicago Shamrox,F,15,10,11,21,6,0,0,0,60,0,0,0,0,0/0,-
Bobby McBride,Chicago Shamrox,T,13,8,13,21,5,0,0,0,73,0,0,0,0,0/0,-
Brad Self,Chicago Shamrox,F,5,8,8,16,4,0,0,0,25,0,0,0,0,0/0,-
Brandon Miller,Chicago Shamrox,G,16,0,4,4,12,0,0,0,6,0,0,0,0,0/0,-
Brock Boyle,Chicago Shamrox,D,7,0,5,5,23,0,0,0,31,0,0,0,0,0/0,-
Bryan Kazarian,Chicago Shamrox,T,3,1,0,1,0,0,0,0,19,0,0,0,0,18/50,36%
Callum Crawford,Chicago Shamrox,F,12,14,13,27,4,0,0,0,37,0,0,0,0,0/0,-
Carter Livingstone,Chicago Shamrox,D,12,0,2,2,12,0,0,0,33,0,0,0,0,0/0,-
Chris Panos,Chicago Shamrox,F,7,8,12,20,6,0,0,0,14,0,0,0,0,0/0,-
Cody Jacobs,Chicago Shamrox,F,10,19,18,37,6,0,0,0,24,0,0,0,0,0/0,-
Darryl Gibson,Chicago Shamrox,D,4,0,0,0,9,0,0,0,7,0,0,0,0,0/0,-
Derek Collins,Chicago Shamrox,G,16,0,2,2,0,0,0,0,6,0,0,0,0,0/0,-
Drew Candy,Chicago Shamrox,D,9,0,2,2,50,0,0,0,20,0,0,0,0,1/2,50%
Jason Clark,Chicago Shamrox,F,15,11,42,53,4,0,0,0,65,0,0,0,0,0/0,-
Jonas Derks,Chicago Shamrox,F,13,19,29,48,10,0,0,0,46,0,0,0,0,0/0,-
Josh Wasson-McQuigge,Chicago Shamrox,F,16,12,19,31,6,0,0,0,68,0,0,0,0,82/187,44%
Kevin Fines,Chicago Shamrox,D,16,6,8,14,18,0,0,0,70,0,0,0,0,62/147,42%
Kevin Ross,Chicago Shamrox,,9,5,6,11,8,0,0,0,21,0,0,0,0,0/0,-
Lindsay Plunkett,Chicago Shamrox,F,12,17,20,37,4,0,0,0,58,0,0,0,0,0/0,-
Mack O'Brien,Chicago Shamrox,,2,0,1,1,0,0,0,0,4,0,0,0,0,0/0,-
Mat Giles,Chicago Shamrox,F,16,27,23,50,45,0,0,0,71,0,0,0,0,11/36,31%
Matt Roik,Chicago Shamrox,G,9,0,6,6,0,0,0,0,11,0,0,0,0,0/0,-
Mike Hobbins,Chicago Shamrox,F,14,2,5,7,4,0,0,0,41,0,0,0,0,0/0,-
Mike Kirk,Chicago Shamrox,D,16,5,5,10,40,0,0,0,44,0,0,0,0,0/0,-
Scott Self,Chicago Shamrox,D,16,4,11,15,13,0,0,0,100,0,0,0,0,6/29,21%
Tom Montour,Chicago Shamrox,F,16,6,12,18,26,0,0,0,102,0,0,0,0,0/0,-
