Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Coutts,Calgary Roughnecks,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Andrew McBride,Calgary Roughnecks,D,15,3,6,9,46,0,0,0,84,0,0,0,0,0/0,-
Bruce Codd,Calgary Roughnecks,D,16,3,7,10,0,0,0,0,114,0,0,0,0,0/0,-
Curt Malawsky,Calgary Roughnecks,F,15,22,22,44,6,0,0,0,52,0,0,0,0,0/0,-
Dane Dobbie,Calgary Roughnecks,F,5,2,5,7,6,0,0,0,17,0,0,0,0,0/0,-
Devan Wray,Calgary Roughnecks,T,13,2,9,11,9,0,0,0,65,0,0,0,0,84/155,54%
Greg Hinman,Calgary Roughnecks,D,11,2,5,7,15,0,0,0,59,0,0,0,0,0/1,-
Jeff Moleski,Calgary Roughnecks,T,13,2,1,3,31,0,0,0,54,0,0,0,0,0/1,-
Jeff Shattler,Calgary Roughnecks,T,16,17,26,43,12,0,0,0,110,0,0,0,0,0/0,-
Josh Sanderson,Calgary Roughnecks,F,15,29,35,64,6,0,0,0,80,0,0,0,0,0/0,-
Kaleb Toth,Calgary Roughnecks,F,15,19,31,50,4,0,0,0,57,0,0,0,0,0/0,-
Kelly Hall,Calgary Roughnecks,F,14,11,25,36,10,0,0,0,36,0,0,0,0,0/0,-
Kyle Couling,Calgary Roughnecks,D,10,0,1,1,7,0,0,0,43,0,0,0,0,0/0,-
Kyle Neufeld,Calgary Roughnecks,D,1,0,0,0,2,0,0,0,11,0,0,0,0,0/1,-
Lewis Ratcliff,Calgary Roughnecks,F,17,42,50,92,10,0,0,0,91,0,0,0,0,0/0,-
Mike Carnegie,Calgary Roughnecks,D,15,3,6,9,10,0,0,0,52,0,0,0,0,0/0,-
Nolan Heavenor,Calgary Roughnecks,T,16,14,9,23,14,0,0,0,92,0,0,0,0,156/265,59%
Pat Campbell,Calgary Roughnecks,G,11,0,2,2,0,0,0,0,15,0,0,0,0,0/0,-
Peter McFetridge,Calgary Roughnecks,D,2,0,0,0,10,0,0,0,8,0,0,0,0,0/0,-
Ryan Avery,Calgary Roughnecks,G,11,0,0,0,4,0,0,0,3,0,0,0,0,0/0,-
Ryan McNish,Calgary Roughnecks,D,16,2,4,6,39,0,0,0,63,0,0,0,0,1/3,33%
Scott Carnegie,Calgary Roughnecks,D,5,1,2,3,6,0,0,0,14,0,0,0,0,0/0,-
Scott Ranger,Calgary Roughnecks,F,16,27,39,66,7,0,0,0,55,0,0,0,0,0/1,-
Shawn Cable,Calgary Roughnecks,F,7,1,4,5,4,0,0,0,28,0,0,0,0,0/1,-
Steve Dietrich,Calgary Roughnecks,G,9,0,0,0,0,0,0,0,6,0,0,0,0,0/0,-
Tracey Kelusky,Calgary Roughnecks,F,7,11,14,25,5,0,0,0,26,0,0,0,0,0/0,-
