Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Aaron Whitefield,25.0,LAA,AL,-0.3,5.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-100.0,0.0,-130.0,0.0,0.0,0.0,0.0,0.0,0.0,/987H,
Andrew Velazquez#,27.0,LAA,AL,1.4,125.0,349.0,322.0,37.0,63.0,8.0,0.0,9.0,28.0,17.0,1.0,15.0,119.0,0.196,0.236,0.304,0.54,52.0,0.261,51.0,98.0,3.0,3.0,6.0,3.0,0.0,*6/H,
Anthony Rendon,32.0,LAA,AL,1.0,47.0,193.0,166.0,15.0,38.0,10.0,0.0,5.0,24.0,2.0,0.0,23.0,35.0,0.229,0.326,0.38,0.706,100.0,0.317,98.0,63.0,7.0,2.0,0.0,2.0,0.0,5/H,
Austin Romine,33.0,LAA,AL,0.0,3.0,9.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.25,0.25,0.5,43.0,0.225,25.0,2.0,0.0,0.0,1.0,0.0,0.0,/2,
Brandon Marsh*,24.0,LAA,AL,1.0,93.0,323.0,292.0,34.0,66.0,9.0,2.0,8.0,37.0,8.0,2.0,22.0,117.0,0.226,0.284,0.353,0.637,80.0,0.284,74.0,103.0,2.0,3.0,3.0,3.0,1.0,78/H9,
Chad Wallach,30.0,LAA,AL,-0.1,12.0,40.0,35.0,3.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,9.0,0.143,0.231,0.257,0.488,38.0,0.225,32.0,9.0,1.0,0.0,1.0,0.0,0.0,2,
David Fletcher,28.0,LAA,AL,1.1,61.0,228.0,216.0,20.0,55.0,9.0,1.0,2.0,17.0,1.0,0.0,7.0,16.0,0.255,0.288,0.333,0.621,76.0,0.28,72.0,72.0,6.0,3.0,2.0,0.0,0.0,46/H,
David MacKinnon,27.0,LAA,AL,-0.3,16.0,43.0,37.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,12.0,0.189,0.279,0.189,0.468,37.0,0.247,49.0,7.0,2.0,0.0,0.0,1.0,0.0,/3H5,
Dillon Thomas*,29.0,LAA,AL,0.1,8.0,14.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.091,0.286,0.091,0.377,14.0,0.214,25.0,1.0,0.0,1.0,0.0,0.0,0.0,/79H,
Jack Mayfield,31.0,LAA,AL,-0.2,23.0,74.0,70.0,8.0,13.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,17.0,0.186,0.23,0.271,0.501,42.0,0.24,42.0,19.0,1.0,1.0,0.0,0.0,0.0,4/59H71D,
Jared Walsh*,28.0,LAA,AL,-0.7,118.0,454.0,423.0,41.0,91.0,18.0,2.0,15.0,44.0,2.0,1.0,27.0,138.0,0.215,0.269,0.374,0.642,80.0,0.283,76.0,158.0,6.0,4.0,0.0,0.0,4.0,*3H/7,
Jo Adell,23.0,LAA,AL,-0.7,88.0,285.0,268.0,22.0,60.0,12.0,2.0,8.0,27.0,4.0,2.0,11.0,107.0,0.224,0.264,0.373,0.637,78.0,0.283,75.0,100.0,6.0,4.0,0.0,1.0,0.0,79H/D,
Jonathan Villar#,31.0,LAA,AL,-0.5,13.0,54.0,49.0,6.0,8.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,17.0,0.163,0.226,0.224,0.451,29.0,0.211,18.0,11.0,1.0,0.0,1.0,0.0,0.0,5,
Jose Rojas*,29.0,LAA,AL,-1.1,22.0,57.0,56.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.125,0.14,0.161,0.301,-15.0,0.136,-31.0,9.0,1.0,1.0,0.0,0.0,0.0,5/H97,
Juan Lagares,33.0,LAA,AL,-0.9,20.0,62.0,60.0,4.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,0.183,0.21,0.25,0.46,30.0,0.201,16.0,15.0,0.0,0.0,0.0,0.0,0.0,/987H,
Kurt Suzuki,38.0,LAA,AL,-0.4,51.0,159.0,139.0,10.0,25.0,4.0,0.0,4.0,15.0,0.0,0.0,15.0,29.0,0.18,0.266,0.295,0.561,59.0,0.26,58.0,41.0,3.0,2.0,1.0,2.0,0.0,2/HD3,
Liván Soto*,22.0,LAA,AL,0.7,18.0,59.0,55.0,9.0,22.0,5.0,1.0,1.0,9.0,1.0,1.0,2.0,13.0,0.4,0.414,0.582,0.996,179.0,0.418,178.0,32.0,1.0,0.0,1.0,1.0,0.0,6/5H,
Logan O'Hoppe,22.0,LAA,AL,-0.1,5.0,16.0,14.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.286,0.375,0.286,0.661,92.0,0.311,95.0,4.0,0.0,0.0,0.0,0.0,0.0,/2,
Luis Rengifo#,25.0,LAA,AL,2.5,127.0,511.0,489.0,45.0,129.0,22.0,4.0,17.0,52.0,6.0,2.0,17.0,79.0,0.264,0.294,0.429,0.724,102.0,0.316,98.0,210.0,11.0,4.0,1.0,0.0,0.0,456/9H7,
