Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Mitch Richmond,82,82.0,38.7,22.8,0.8,3.5,4.4,3.8,1.1,0.4,2.9,2.8,1.3,8.1,18.3,44.6,1.9,5.2,36.8,4.6,5.4,84.3,6.2,13.1,47.7,1.247,0.5,G,False
Walt Williams,77,77.0,35.6,16.4,1.3,3.2,4.5,4.1,1.6,0.8,3.2,3.4,1.3,5.8,13.0,44.6,1.3,3.8,34.8,3.5,4.7,73.1,4.4,9.1,48.7,1.262,0.5,F,False
Brian Grant,80,59.0,28.6,13.2,2.6,4.9,7.5,1.2,0.6,1.5,2.0,3.5,0.6,5.2,10.1,51.1,0.0,0.1,25.0,2.9,4.5,63.6,5.2,10.1,51.2,1.308,0.51,PF,False
Spud Webb,76,76.0,32.3,11.6,0.4,1.9,2.3,6.2,1.0,0.1,2.4,1.9,2.5,4.0,9.1,43.8,0.6,1.9,33.1,3.0,3.2,93.4,3.3,7.2,46.7,1.274,0.47,G,False
Olden Polynice,81,81.0,31.3,10.8,3.4,5.5,9.0,0.8,0.6,0.6,1.4,2.9,0.5,4.6,8.5,54.4,0.0,0.0,100.0,1.5,2.4,63.9,4.6,8.5,54.3,1.269,0.54,C,False
Michael Smith,82,0.0,21.2,6.9,2.1,3.8,5.9,0.8,0.7,0.6,1.3,2.9,0.6,2.7,5.0,54.2,0.0,0.0,0.0,1.5,3.2,48.5,2.7,4.9,54.5,1.397,0.54,F,False
Lionel Simmons,58,3.0,18.3,5.6,1.1,2.3,3.4,1.5,0.5,0.4,1.2,2.0,1.3,2.3,5.4,42.0,0.1,0.3,37.5,1.0,1.4,70.2,2.2,5.1,42.2,1.048,0.43,F,False
Alaa Abdelnaby,51,0.0,9.3,5.0,0.7,1.4,2.1,0.3,0.3,0.2,0.8,2.0,0.3,2.3,4.3,53.2,0.0,0.0,0.0,0.4,0.7,57.1,2.3,4.3,53.7,1.155,0.53,F,True
Randy Brown,67,2.0,16.2,4.7,0.4,1.3,1.6,2.0,1.5,0.3,1.2,2.3,1.7,1.9,4.3,43.2,0.2,0.7,29.8,0.8,1.2,67.1,1.6,3.6,45.8,1.105,0.46,G,False
Bobby Hurley,68,6.0,16.3,4.2,0.2,0.8,1.0,3.3,0.4,0.0,1.6,1.2,2.1,1.5,4.2,36.3,0.3,1.1,27.6,0.9,1.1,76.3,1.2,3.1,39.4,1.004,0.4,G,False
Duane Causwell,58,24.0,14.1,3.6,1.0,2.0,3.0,0.3,0.2,1.4,0.6,2.5,0.5,1.3,2.5,51.7,0.0,0.0,0.0,1.0,1.7,58.2,1.3,2.5,52.1,1.422,0.52,C,False
Trevor Wilson,15,0.0,9.8,3.1,0.7,1.1,1.7,0.8,0.3,0.1,0.4,0.8,2.0,1.2,2.7,45.0,0.0,0.0,0.0,0.7,0.9,78.6,1.2,2.7,45.0,1.175,0.45,F,False
Henry Turner,30,0.0,5.0,2.3,0.6,0.4,0.9,0.2,0.3,0.0,0.4,0.7,0.6,0.8,1.9,40.4,0.1,0.2,40.0,0.7,1.2,57.1,0.7,1.7,40.4,1.193,0.42,G,False
Doug Lee,22,0.0,3.4,2.0,0.0,0.2,0.2,0.2,0.3,0.1,0.2,0.8,1.0,0.4,1.1,36.0,0.3,0.8,38.9,0.8,1.0,85.7,0.1,0.3,28.6,1.72,0.5,G,False
Derrick Phelps,3,0.0,1.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,inf,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,G,False
Total,82,,,98.2,13.1,28.4,41.4,22.2,7.9,5.6,17.7,24.9,1.3,36.9,78.8,46.8,4.4,12.6,34.6,20.1,28.3,71.1,32.5,66.2,49.1,1.246,0.5,Total,False
