Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Julius Randle,71,71.0,37.6,24.1,1.2,9.0,10.2,6.0,0.9,0.3,3.4,3.2,1.8,8.5,18.6,45.6,2.3,5.5,41.1,4.9,6.0,81.1,6.2,13.1,47.4,1.296,0.52,F,False
RJ Barrett,72,72.0,34.9,17.6,0.9,4.8,5.8,3.0,0.7,0.3,1.9,2.6,1.6,6.5,14.7,44.1,1.7,4.3,40.1,2.9,3.8,74.6,4.8,10.4,45.7,1.192,0.5,F,False
Derrick Rose,35,3.0,26.8,14.9,0.4,2.5,2.9,4.2,0.9,0.4,1.4,1.1,3.0,5.9,12.2,48.7,1.1,2.6,41.1,1.9,2.2,88.3,4.9,9.6,50.7,1.22,0.53,PG,True
Alec Burks,49,5.0,25.6,12.7,0.4,4.2,4.6,2.2,0.6,0.3,1.0,2.1,2.2,4.3,10.2,42.0,2.1,5.0,41.5,2.1,2.4,85.6,2.2,5.2,42.5,1.246,0.52,SG,False
Immanuel Quickley,64,3.0,19.4,11.4,0.4,1.8,2.1,2.0,0.5,0.2,0.9,1.8,2.2,3.6,9.1,39.5,1.8,4.7,38.9,2.4,2.7,89.1,1.7,4.3,40.1,1.26,0.5,G,False
Reggie Bullock Jr.,65,64.0,30.0,10.9,0.2,3.2,3.4,1.5,0.8,0.2,0.7,2.2,2.2,3.8,8.6,44.2,2.5,6.1,41.0,0.8,0.8,90.9,1.3,2.5,52.1,1.264,0.59,SF,False
Elfrid Payton,63,63.0,23.6,10.1,1.0,2.4,3.4,3.2,0.7,0.1,1.6,1.8,2.0,4.3,9.9,43.2,0.4,1.6,28.6,1.2,1.7,68.2,3.8,8.3,46.0,1.027,0.45,G,False
Mitchell Robinson,31,29.0,27.5,8.3,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,0.7,3.7,5.7,65.3,0.0,0.0,0.0,0.8,1.7,49.1,3.7,5.7,65.3,1.455,0.65,C,False
Austin Rivers,21,2.0,21.0,7.3,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,1.9,2.8,6.4,43.0,1.3,3.7,36.4,0.5,0.7,71.4,1.4,2.8,51.7,1.141,0.53,SG,True
Taj Gibson,45,3.0,20.8,5.4,2.2,3.4,5.6,0.8,0.7,1.1,0.5,2.2,1.6,2.2,3.5,62.7,0.1,0.3,20.0,0.9,1.2,72.7,2.1,3.2,67.1,1.525,0.64,F,False
Nerlens Noel,64,41.0,24.2,5.1,2.2,4.1,6.4,0.7,1.1,2.2,1.0,2.8,0.7,2.1,3.5,61.4,0.0,0.0,0.0,0.8,1.1,71.4,2.1,3.4,62.3,1.453,0.61,C,False
Obi Toppin,62,0.0,11.0,4.1,0.4,1.8,2.2,0.5,0.3,0.2,0.4,0.9,1.3,1.7,3.4,49.8,0.4,1.4,30.6,0.3,0.4,73.1,1.3,2.0,62.9,1.211,0.56,F,False
Kevin Knox II,42,0.0,11.0,3.9,0.2,1.2,1.5,0.5,0.3,0.1,0.4,0.9,1.1,1.3,3.4,39.2,0.8,2.1,39.3,0.4,0.5,80.0,0.5,1.3,38.9,1.14,0.51,F,False
Dennis Smith Jr.,3,0.0,9.3,3.0,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0,0.7,3.3,20.0,0.0,1.3,0.0,1.7,2.0,83.3,0.7,2.0,33.3,0.9,0.2,PG,True
Frank Ntilikina,33,4.0,9.8,2.7,0.2,0.8,0.9,0.6,0.5,0.1,0.3,1.4,1.7,0.9,2.4,36.7,0.7,1.5,47.9,0.2,0.5,44.4,0.2,0.9,19.4,1.127,0.51,PG,False
Norvel Pelle,9,0.0,5.8,1.2,0.2,1.0,1.2,0.1,0.1,0.7,0.0,0.4,inf,0.6,0.8,71.4,0.0,0.0,0.0,0.1,0.2,50.0,0.6,0.8,71.4,1.571,0.71,PF,True
Ignas Brazdeikis,4,0.0,1.8,0.5,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.5,100.0,0.0,0.3,0.0,2.0,0.0,SF,True
Jared Harper,8,0.0,2.0,0.4,0.0,0.3,0.3,0.1,0.0,0.0,0.4,0.1,0.3,0.0,0.5,0.0,0.0,0.1,0.0,0.4,0.5,75.0,0.0,0.4,0.0,0.75,0.0,G,False
Theo Pinson,17,0.0,2.0,0.1,0.0,0.3,0.3,0.1,0.0,0.0,0.1,0.2,1.0,0.1,0.5,11.1,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,100.0,0.222,0.11,G,False
Total,72,,,107.0,9.7,35.5,45.1,21.4,7.0,5.1,12.2,20.5,1.8,39.4,86.5,45.6,11.8,30.0,39.2,16.4,20.9,78.4,27.7,56.4,49.0,1.238,0.52,Total,False
