Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Andy Sheets,30.0,TBD,AL,0.3,41.0,164.0,149.0,18.0,37.0,4.0,0.0,4.0,22.0,2.0,3.0,12.0,41.0,0.248,0.301,0.356,0.656,77.0,0.29,74.0,53.0,1.0,0.0,1.0,2.0,0.0,46/5,
Aubrey Huff*,25.0,TBD,AL,2.7,113.0,494.0,454.0,67.0,142.0,25.0,0.0,23.0,59.0,4.0,1.0,37.0,55.0,0.313,0.364,0.52,0.884,135.0,0.389,139.0,236.0,17.0,1.0,0.0,2.0,7.0,D35/H,
Ben Grieve*,26.0,TBD,AL,1.4,136.0,561.0,482.0,62.0,121.0,30.0,0.0,19.0,64.0,8.0,2.0,69.0,121.0,0.251,0.353,0.432,0.784,111.0,0.351,112.0,208.0,15.0,8.0,0.0,2.0,5.0,*9D/H,
Bob Smith,28.0,TBD,AL,-0.5,18.0,66.0,63.0,4.0,11.0,2.0,0.0,1.0,6.0,0.0,0.0,3.0,25.0,0.175,0.212,0.254,0.466,25.0,0.208,13.0,16.0,0.0,0.0,0.0,0.0,0.0,5/379DH,
Brent Abernathy,24.0,TBD,AL,-0.2,117.0,504.0,463.0,46.0,112.0,18.0,4.0,2.0,40.0,10.0,4.0,25.0,46.0,0.242,0.288,0.311,0.599,62.0,0.281,62.0,144.0,8.0,6.0,8.0,2.0,0.0,*4/HD,
Carl Crawford*,20.0,TBD,AL,1.0,63.0,278.0,259.0,23.0,67.0,11.0,6.0,2.0,30.0,9.0,5.0,9.0,41.0,0.259,0.29,0.371,0.661,77.0,0.294,73.0,96.0,0.0,3.0,6.0,1.0,0.0,7,
Chris Gomez,31.0,TBD,AL,1.2,130.0,498.0,461.0,51.0,122.0,31.0,3.0,10.0,46.0,1.0,3.0,21.0,58.0,0.265,0.305,0.41,0.715,91.0,0.312,87.0,189.0,8.0,7.0,6.0,3.0,0.0,*6/H,
Damian Rolls,24.0,TBD,AL,-0.1,21.0,95.0,89.0,15.0,26.0,6.0,1.0,0.0,6.0,2.0,5.0,3.0,16.0,0.292,0.33,0.382,0.712,92.0,0.303,94.0,34.0,1.0,2.0,1.0,0.0,0.0,9/78,
Dave McCarty,32.0,TBD,AL,0.1,12.0,40.0,34.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,9.0,0.176,0.3,0.265,0.565,55.0,0.315,87.0,9.0,0.0,2.0,0.0,0.0,0.0,7/H,
Doug Creek*,33.0,TBD,AL,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-133.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
