Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Akil Thomas,LA,C,50,4,3,7,1.0,25,8:39,0,0,29,13.8,,,,,,0,0,0.0
Alex Laferriere,LA,RW,80,8,35,43,20.0,26,17:40,1,0,123,6.5,,,,,,0,0,0.0
Alex Turcotte,LA,C,79,4,24,28,23.0,16,16:47,0,5,86,4.7,,,,,,0,0,0.0
Andre Lee,LA,LW,33,0,3,3,3.0,39,7:49,0,0,6,0.0,,,,,,0,0,0.0
Andreas Englund D *,LA,,19,1,2,3,-5.0,11,9:10,0,0,18,5.6,,,,,,0,0,0.0
Andrei Kuzmenko LW *,LA,,73,6,14,20,25.0,22,20:35,0,1,91,6.6,,,,,,0,0,0.0
Anze Kopitar,LA,C,81,35,38,73,22.0,36,19:09,7,11,237,14.8,,,,,,4,2,50.0
Brandt Clarke,LA,D,71,18,22,40,17.0,14,16:52,1,2,153,11.8,,,,,,2,1,50.0
Caleb Jones,LA,D,12,0,1,1,-1.0,7,10:16,0,0,13,0.0,,,,,,0,0,0.0
Drew Doughty,LA,D,22,5,12,17,6.0,2,16:30,0,5,31,16.1,,,,,,0,0,0.0
Jacob Moverare,LA,D,60,6,6,12,-4.0,20,10:13,0,0,53,11.3,,,,,,0,0,0.0
Jeff Malott,LA,LW,1,1,0,1,0.0,0,14:52,1,0,4,25.0,,,,,,0,0,0.0
Joel Edmundson,LA,D,77,6,18,24,17.0,28,22:41,0,0,84,7.1,,,,,,0,0,0.0
Jordan Spence,LA,D,82,5,25,30,26.0,28,23:05,0,0,112,4.5,,,,,,0,0,0.0
Kevin Fiala,LA,LW,81,21,46,67,14.0,4,18:57,4,18,98,21.4,,,,,,0,0,0.0
Kyle Burroughs,LA,D,25,1,2,3,-4.0,7,9:54,0,0,20,5.0,,,,,,0,0,0.0
Mikey Anderson,LA,D,68,9,16,25,6.0,20,11:44,1,0,79,11.4,,,,,,0,0,0.0
Phillip Danault,LA,C,82,24,22,46,36.0,24,16:10,1,1,199,12.1,,,,,,0,0,0.0
Quinton Byfield,LA,RW,81,35,25,60,-7.0,38,18:30,14,11,244,14.3,,,,,,3,2,66.7
Samuel Helenius,LA,C,49,1,7,8,2.0,10,11:51,0,0,30,3.3,,,,,,0,0,0.0
Tanner Jeannot,LA,LW,30,4,13,17,9.0,20,24:08,0,6,46,8.7,,,,,,0,0,0.0
Taylor Ward,LA,RW,11,1,0,1,-1.0,12,10:20,0,0,4,25.0,,,,,,0,0,0.0
Total,LA,,6,0,0,0,-1.0,2,12:34,0,0,6,0.0,,,,,,0,0,0.0
Trevor Lewis,LA,C,67,7,6,13,0.0,89,11:01,0,0,56,12.5,,,,,,0,0,0.0
Trevor Moore,LA,LW,77,19,23,42,22.0,20,16:31,2,2,193,9.8,,,,,,1,0,0.0
Vladislav Gavrikov,LA,D,78,5,28,33,13.0,46,16:16,2,7,131,3.8,,,,,,0,0,0.0
Warren Foegele,LA,LW,81,23,31,54,16.0,46,18:37,3,4,157,14.7,,,,,,0,0,0.0
