Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Larsson,SEA,D,82,7,21,28,22,31,1271.1463,0,0,0,0,1,112,0.0625,7,28,,2024-2025
Andre Burakovsky,SEA,L,79,10,27,37,-3,12,865.3417,0,8,0,0,1,115,0.08695,10,29,0.5,2024-2025
Ben Meyers,SEA,C,8,0,0,0,-2,2,501.125,0,0,0,0,0,4,0.0,0,0,0.48979,2024-2025
Brandon Montour,SEA,D,81,18,23,41,-22,70,1378.5679,5,6,0,1,4,231,0.07792,13,30,,2024-2025
Brandon Tanev,SEA,L,79,10,12,22,-12,16,793.6075,0,0,0,0,0,99,0.10101,10,22,0.2258,2024-2025
Cale Fleury,SEA,D,14,0,1,1,1,0,772.0,0,0,0,0,0,16,0.0,0,1,,2024-2025
Chandler Stephenson,SEA,C,78,13,38,51,-9,24,1170.5641,1,17,2,0,1,73,0.17808,10,31,0.51628,2024-2025
Daniel Sprong,SEA,R,30,2,5,7,-1,2,731.8333,1,1,0,0,1,55,0.03636,1,5,0.0,2024-2025
Eeli Tolvanen,SEA,R,81,23,12,35,3,23,859.1975,2,3,0,0,3,137,0.16788,21,30,0.45454,2024-2025
Jacob Melanson,SEA,R,1,0,0,0,0,0,593.0,0,0,0,0,0,0,,0,0,,2024-2025
Jaden Schwartz,SEA,L,81,26,23,49,-6,24,1072.9629,6,4,0,0,6,194,0.13402,20,39,0.5,2024-2025
Jamie Oleksiak,SEA,D,82,4,13,17,-2,34,1126.5731,0,0,0,0,1,66,0.0606,4,17,,2024-2025
Jani Nyman,SEA,R,12,3,3,6,-3,4,839.1666,2,1,0,0,0,22,0.13636,1,3,1.0,2024-2025
Jani Nyman,SEA,R,12,3,3,6,-3,4,839.1666,2,1,0,0,0,22,0.13636,1,3,1.0,2024-2025
Jared McCann,SEA,L,82,22,39,61,8,18,1032.6463,4,12,0,1,3,202,0.10891,18,44,0.44672,2024-2025
Jordan Eberle,SEA,R,42,9,17,26,0,14,975.7857,1,4,0,1,1,66,0.13636,8,21,0.38888,2024-2025
Josh Mahura,SEA,D,64,0,9,9,5,20,825.3125,0,0,0,0,0,58,0.0,0,9,,2024-2025
Kaapo Kakko,SEA,R,79,14,30,44,-2,38,936.9746,4,4,0,0,2,117,0.11965,10,36,0.5,2024-2025
Matty Beniers,SEA,C,82,20,23,43,0,14,1121.2682,5,4,0,1,2,147,0.13605,15,34,0.47654,2024-2025
Michael Eyssimont,SEA,C,77,9,7,16,1,63,636.8311,0,0,0,0,2,142,0.06338,9,16,0.33333,2024-2025
Mitchell Stephens,SEA,C,28,1,2,3,-8,6,553.5357,0,0,0,0,0,19,0.05263,1,3,0.53608,2024-2025
Oliver Bjorkstrand,SEA,R,79,21,25,46,2,18,908.8987,5,7,0,0,2,154,0.13636,16,34,0.3,2024-2025
Ryan Winterton,SEA,C,12,0,1,1,-11,2,650.0,0,0,0,0,0,15,0.0,0,1,0.5,2024-2025
Ryker Evans,SEA,D,73,5,20,25,-12,30,1168.8356,1,2,0,0,0,59,0.08474,4,22,,2024-2025
Shane Wright,SEA,C,79,19,25,44,4,18,844.0886,7,6,0,0,2,91,0.20879,12,31,0.44457,2024-2025
Tye Kartye,SEA,L,63,6,7,13,-14,43,580.8571,0,0,1,0,0,56,0.10714,5,12,0.2,2024-2025
Ville Ottavainen,SEA,D,1,0,1,1,0,0,864.0,0,0,0,0,0,1,0.0,0,1,,2024-2025
Vince Dunn,SEA,D,62,11,28,39,-3,33,1324.7419,2,10,0,1,3,137,0.08029,9,27,,2024-2025
Will Borgen,SEA,D,84,5,10,15,-4,42,1024.8928,0,0,1,0,0,81,0.06172,4,14,,2024-2025
Yanni Gourde,SEA,C,57,7,24,31,-1,52,962.8421,0,1,0,0,2,75,0.09333,7,30,0.49628,2024-2025
