Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Anthony Cirelli,TB,C,79,15,51,66,18.0,30,23:04,4,22,181,8.3,,,,,,2,0,0.0
Brandon Hagel,TB,LW,78,37,84,121,22.0,45,21:11,8,38,265,14.0,,,,,,2,1,50.0
Brayden Point,TB,C,82,35,55,90,33.0,58,20:44,0,11,228,15.4,,,,,,1,0,0.0
Cam Atkinson,TB,RW,18,5,4,9,3.0,4,14:02,1,3,30,16.7,,,,,,1,0,0.0
Conor Geekie,TB,C,21,1,13,14,4.0,16,16:59,0,1,35,2.9,,,,,,0,0,0.0
Conor Sheary,TB,LW,1,0,0,0,1.0,0,8:25,0,0,1,0.0,,,,,,0,0,0.0
Darren Raddysh,TB,D,76,22,19,41,13.0,30,16:26,2,3,141,15.6,,,,,,0,0,0.0
Declan Carlile,TB,D,82,2,4,6,-7.0,47,11:39,0,0,83,2.4,,,,,,0,0,0.0
Dylan Duke,TB,LW,3,1,0,1,2.0,0,13:00,0,0,3,33.3,,,,,,0,0,0.0
Emil Lilleberg,TB,D,60,8,12,20,7.0,14,12:47,1,1,61,13.1,,,,,,2,1,50.0
Erik Cernak,TB,D,82,4,27,31,43.0,22,20:22,0,1,78,5.1,,,,,,0,0,0.0
Gage Goncalves,TB,C,76,3,18,21,29.0,50,18:15,0,0,64,4.7,,,,,,0,0,0.0
J.J. Moser,TB,D,52,8,6,14,-4.0,16,12:19,1,1,60,13.3,,,,,,0,0,0.0
Jack Finley,TB,C,1,0,0,0,0.0,0,11:37,0,0,1,0.0,,,,,,0,0,0.0
Jake Guentzel,TB,C,77,42,40,82,17.0,7,19:28,16,15,189,22.2,,,,,,4,1,25.0
Luke Glendening,TB,C,39,4,5,9,-4.0,11,8:59,1,0,47,8.5,,,,,,0,0,0.0
Maxwell Crozier,TB,D,5,0,0,0,-2.0,4,11:20,0,0,3,0.0,,,,,,0,0,0.0
Michael Eyssimont C *,TB,,54,2,12,14,20.0,22,18:51,0,1,48,4.2,,,,,,0,0,0.0
Mitchell Chaffee,TB,RW,74,6,13,19,8.0,20,14:41,0,0,66,9.1,,,,,,0,0,0.0
Nick Paul,TB,LW,80,27,32,59,30.0,28,18:41,3,2,160,16.9,,,,,,0,0,0.0
Nick Perbix,TB,D,76,1,18,19,-1.0,105,15:16,0,0,46,2.2,,,,,,0,0,0.0
Oliver Bjorkstrand RW *,TB,,57,5,5,10,0.0,44,10:40,0,0,98,5.1,,,,,,0,0,0.0
Ryan McDonagh,TB,D,73,6,31,37,9.0,14,17:17,2,7,108,5.6,,,,,,0,0,0.0
Steven Santini,TB,D,2,1,0,1,0.0,0,7:51,0,0,1,100.0,,,,,,0,0,0.0
Total,TB,,5,0,0,0,0.0,0,16:41,0,0,8,0.0,,,,,,0,0,0.0
Victor Hedman,TB,D,80,41,39,80,18.0,24,19:59,17,11,217,18.9,,,,,,4,2,50.0
Yanni Gourde C *,TB,,66,12,6,18,-3.0,21,12:02,4,0,68,17.6,,,,,,0,0,0.0
Zemgus Girgensons,TB,C,77,4,3,7,-9.0,10,10:47,0,0,51,7.8,,,,,,0,0,0.0
