Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Graves,NYR,L,82,38,15,53,-12,47,1221.9878,14,6,2,3,7,239,0.15899,22,30,0.51296,1998-1999
Alex Kovalev,NYR,R,77,23,30,53,2,49,1207.7012,6,9,1,1,5,191,0.12041,16,37,0.43388,1998-1999
Alexander Karpovtsev,NYR,D,58,3,25,28,39,52,1261.3965,1,9,0,0,1,65,0.04615,2,18,,1998-1999
Brent Fedyk,NYR,L,67,4,6,10,-11,30,665.7313,0,0,1,0,0,47,0.0851,3,8,0.0,1998-1999
Brian Leetch,NYR,D,82,13,42,55,-7,42,1603.8902,4,25,0,0,1,184,0.07065,9,26,,1998-1999
Chris Tamer,NYR,D,63,1,5,6,-14,124,826.0,0,0,0,0,1,48,0.02083,1,6,,1998-1999
Christian Dube,NYR,C,6,0,0,0,0,0,158.8333,0,0,0,0,0,0,,0,0,0.38461,1998-1999
Darren Langdon,NYR,L,44,0,0,0,-3,80,213.2954,0,0,0,0,0,8,0.0,0,0,,1998-1999
Derek Armstrong,NYR,C,3,0,0,0,0,0,169.6666,0,0,0,0,0,1,0.0,0,0,,1998-1999
Eric Lacroix,NYR,L,64,2,2,4,-12,18,411.4531,0,1,0,1,1,38,0.05263,2,3,0.5,1998-1999
Esa Tikkanen,NYR,L,32,0,3,3,-5,38,818.2812,0,0,0,0,0,25,0.0,0,3,0.47435,1998-1999
Geoff Smith,NYR,D,4,0,0,0,-5,2,895.5,0,0,0,0,0,0,,0,0,,1998-1999
Harry York,NYR,C,56,7,9,16,-3,24,820.2678,1,2,0,0,0,60,0.11666,6,13,0.44045,1998-1999
Jan Mertzig,NYR,D,23,0,2,2,-5,8,722.2608,0,1,0,0,0,10,0.0,0,1,,1998-1999
Jeff Beukeboom,NYR,D,45,0,9,9,-2,60,837.0666,0,0,0,0,0,8,0.0,0,7,,1998-1999
Jeff Finley,NYR,D,32,1,2,3,11,20,1033.9062,0,0,0,0,0,16,0.0625,1,3,,1998-1999
Johan Witehall,NYR,L,4,0,0,0,0,0,245.5,0,0,0,0,0,1,0.0,0,0,1.0,1998-1999
John MacLean,NYR,R,82,28,27,55,5,46,1243.4512,11,7,1,0,2,231,0.12121,16,34,0.35,1998-1999
Kevin Stevens,NYR,L,81,23,20,43,-10,64,912.1728,8,6,0,0,3,136,0.16911,15,29,0.45454,1998-1999
Manny Malhotra,NYR,C,73,8,8,16,-2,13,504.4657,1,0,0,0,2,61,0.13114,7,15,0.43877,1998-1999
Marc Savard,NYR,C,70,9,36,45,-7,38,874.7142,4,15,0,0,1,116,0.07758,5,26,0.4843,1998-1999
Mathieu Schneider,NYR,D,75,10,24,34,-19,71,1461.2933,5,15,0,0,2,159,0.06289,5,14,,1998-1999
Mike Knuble,NYR,R,82,15,20,35,-7,26,891.5853,3,6,0,0,1,113,0.13274,12,26,1.0,1998-1999
Mike Maneluk,NYR,R,45,6,9,15,5,20,710.2666,1,1,0,0,1,55,0.10909,5,13,,1998-1999
Niklas Sundstrom,NYR,R,81,13,30,43,-2,20,1151.2469,1,3,2,0,3,89,0.14606,10,37,0.40425,1998-1999
P.J. Stock,NYR,C,5,0,0,0,-1,6,162.0,0,0,0,0,0,0,,0,0,0.5,1998-1999
Peter Popovic,NYR,D,68,1,4,5,-12,40,1241.2647,0,0,0,0,0,64,0.01562,1,5,0.0,1998-1999
Petr Nedved,NYR,C,56,20,27,47,-6,50,1213.6607,9,7,1,1,3,153,0.13071,10,30,0.52478,1998-1999
Rich Brennan,NYR,D,24,1,3,4,-4,23,781.6666,0,3,0,0,0,36,0.02777,1,1,,1998-1999
Rumun Ndur,NYR,D,39,1,3,4,-1,62,706.0256,0,0,0,0,0,22,0.04545,1,4,,1998-1999
Scott Fraser,NYR,R,28,2,4,6,-12,14,606.4285,1,1,0,0,0,35,0.05714,1,4,0.0,1998-1999
Sean Pronger,NYR,C,29,0,4,4,-1,8,488.1724,0,0,0,0,0,14,0.0,0,4,0.33333,1998-1999
Stan Neckar,NYR,D,32,0,3,3,1,18,866.0,0,0,0,0,0,16,0.0,0,3,,1998-1999
Todd Harvey,NYR,R,37,11,17,28,-1,72,1039.1891,6,8,0,0,2,58,0.18965,5,14,0.50285,1998-1999
Ulf Samuelsson,NYR,D,71,4,8,12,5,99,1218.845,0,2,0,0,0,39,0.10256,4,10,,1998-1999
Wayne Gretzky,NYR,C,70,9,53,62,-23,14,1264.4714,3,27,0,0,3,132,0.06818,6,32,0.51978,1998-1999
