Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Al MacInnis,STL,D,95,24,50,74,31,90,1637.6947,13,32,1,0,2,380,0.06315,10,26,,1998-1999
Blair Atcheynum,STL,R,13,1,3,4,2,6,829.7692,0,0,0,0,0,19,0.05263,1,4,,1998-1999
Blair Atcheynum,STL,R,65,10,8,18,-8,18,901.723,2,0,0,0,2,93,0.10752,8,14,0.28571,1998-1999
Brad Shaw,STL,D,4,0,0,0,2,0,617.0,0,0,0,0,0,3,0.0,0,0,,1998-1999
Brad Shaw,STL,D,16,0,0,0,0,8,823.5,0,0,0,0,0,15,0.0,0,0,,1998-1999
Bryan Helmer,STL,D,40,0,4,4,5,42,959.675,0,0,0,0,0,49,0.0,0,4,1.0,1998-1999
Chris McAlpine,STL,D,64,1,1,2,-10,52,694.6093,0,0,0,0,0,63,0.01587,1,2,,1998-1999
Chris Pronger,STL,D,80,14,37,51,1,141,1533.9125,9,19,0,0,0,215,0.06511,5,22,,1998-1999
Craig Conroy,STL,C,82,16,26,42,11,44,985.0121,0,0,1,0,1,154,0.10389,15,39,0.53586,1998-1999
Geoff Courtnall,STL,L,37,7,11,18,-2,38,818.2972,3,4,0,0,2,78,0.08974,4,11,1.0,1998-1999
Jamal Mayers,STL,R,45,4,6,10,-5,48,494.5111,0,0,0,0,0,57,0.07017,4,10,0.66666,1998-1999
Jamie Rivers,STL,D,85,3,6,9,-5,49,800.8117,2,2,0,0,1,82,0.03658,1,5,,1998-1999
Jeff Finley,STL,D,32,1,2,3,11,20,1033.9062,0,0,0,0,0,16,0.0625,1,3,,1998-1999
Jeff Finley,STL,D,13,1,2,3,-4,8,1209.6923,0,0,0,0,1,5,0.2,1,3,,1998-1999
Jim Campbell,STL,R,55,4,21,25,-8,41,814.1636,1,8,0,0,0,99,0.0404,3,16,0.42857,1998-1999
Jim Campbell,STL,R,55,4,21,25,-8,41,814.1636,1,8,0,0,0,99,0.0404,3,16,0.42857,1998-1999
Jochen Hecht,STL,C,8,2,0,2,2,0,923.375,0,0,0,0,0,24,0.08333,2,2,0.21052,1998-1999
Kelly Chase,STL,R,45,3,7,10,2,143,355.5333,0,1,0,0,1,25,0.12,3,9,0.5,1998-1999
Lubos Bartecko,STL,L,37,5,11,16,1,8,795.3783,0,4,0,0,1,45,0.11111,5,12,,1998-1999
Marc Bergevin,STL,D,52,1,1,2,-14,99,968.7692,0,0,0,0,0,40,0.025,1,2,,1998-1999
Marty Reasoner,STL,C,22,3,7,10,2,8,795.6363,1,4,0,0,0,33,0.0909,2,5,0.53571,1998-1999
Michal Handzus,STL,C,77,4,14,18,-9,38,905.4155,0,1,0,0,0,94,0.04255,4,17,0.49559,1998-1999
Michel Picard,STL,L,50,11,11,22,2,18,857.84,0,1,0,0,2,76,0.14473,11,21,1.0,1998-1999
Mike Eastwood,STL,C,95,10,22,32,8,42,907.8842,0,0,0,0,0,84,0.11904,10,32,0.56626,1998-1999
Pascal Rheaume,STL,C,65,10,18,28,11,28,791.123,2,0,0,0,0,95,0.10526,8,26,0.625,1998-1999
Pavol Demitra,STL,R,95,42,56,98,8,20,1202.1263,17,15,0,1,11,290,0.14482,25,66,0.45666,1998-1999
Pierre Turgeon,STL,C,80,35,43,78,7,42,1151.475,10,13,0,3,7,235,0.14893,25,55,0.50647,1998-1999
Ricard Persson,STL,D,67,1,15,16,3,111,1224.4776,0,1,0,0,0,64,0.01562,1,15,1.0,1998-1999
Rory Fitzpatrick,STL,D,1,0,0,0,-3,2,289.0,0,0,0,0,0,0,,0,0,,1998-1999
Rudy Poeschek,STL,D,16,0,0,0,0,33,613.6875,0,0,0,0,0,8,0.0,0,0,,1998-1999
Scott Pellerin,STL,L,88,21,21,42,-1,46,1019.1931,0,2,5,0,4,149,0.14093,16,34,0.66666,1998-1999
Scott Young,STL,R,88,28,35,63,10,37,938.0227,9,16,0,1,5,245,0.11428,19,38,0.25,1998-1999
Terry Yake,STL,C,73,10,20,30,-12,48,878.9452,4,13,0,0,4,72,0.13888,6,13,0.48821,1998-1999
Todd Gill,STL,D,51,4,5,9,-10,27,1086.9215,1,0,0,0,1,61,0.06557,3,8,,1998-1999
Todd Gill,STL,D,51,4,5,9,-10,27,1086.9215,1,0,0,0,1,61,0.06557,3,8,,1998-1999
Tony Twist,STL,L,64,2,6,8,-1,149,309.6406,0,0,0,0,0,23,0.08695,2,8,0.0,1998-1999
Tyson Nash,STL,L,3,0,0,0,-4,7,437.3333,0,0,0,0,0,1,0.0,0,0,,1998-1999
