Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Bob Carpenter,NJ,C,62,1,10,11,4.0,22,0:00,1,1,51,2.0,,,,,,0,0,0.0
Bobby Holik,NJ,C,80,29,43,72,16.0,22,0:00,15,11,222,13.1,,,,,,0,0,0.0
Brad Bombardir,NJ,D,70,1,7,8,5.0,110,0:00,0,0,101,1.0,,,,,,0,0,0.0
Brendan Morrison,NJ,C,72,11,35,46,16.0,26,0:00,1,20,161,6.8,,,,,,0,0,0.0
Brian Rolston,NJ,RW,78,27,37,64,16.0,119,0:00,5,9,253,10.7,,,,,,0,0,0.0
Bryan Muir D *,NJ,,5,1,0,1,1.0,0,0:00,0,0,5,20.0,,,,,,0,0,0.0
Dave Andreychuk,NJ,LW,70,5,26,31,6.0,114,0:00,1,11,101,5.0,,,,,,0,0,0.0
Denis Pederson,NJ,RW,70,14,13,27,3.0,10,0:00,1,1,100,14.0,,,,,,0,0,0.0
Jason Arnott,NJ,C,82,24,33,57,11.0,14,0:00,5,9,210,11.4,,,,,,0,0,0.0
Jay Pandolfo,NJ,LW,53,11,16,27,11.0,28,0:00,1,4,71,15.5,,,,,,0,0,0.0
John Madden,NJ,C,16,0,3,3,0.0,59,0:00,0,0,10,0.0,,,,,,0,0,0.0
Ken Daneyko,NJ,D,64,5,7,12,4.0,240,0:00,0,0,59,8.5,,,,,,0,0,0.0
Ken Sutton,NJ,D,4,0,1,1,-2.0,0,0:00,0,1,4,0.0,,,,,,0,0,0.0
Kevin Dean,NJ,D,82,2,9,11,27.0,63,0:00,0,0,63,3.2,,,,,,0,0,0.0
Krzysztof Oliwa,NJ,LW,47,5,10,15,8.0,28,0:00,3,0,51,9.8,,,,,,0,0,0.0
Lyle Odelein,NJ,D,70,17,20,37,10.0,143,0:00,3,4,136,12.5,,,,,,0,0,0.0
Patrik Elias,NJ,C,74,27,27,54,10.0,79,0:00,8,12,200,13.5,,,,,,0,0,0.0
Randy McKay,NJ,RW,76,13,33,46,-4.0,18,0:00,5,15,111,11.7,,,,,,0,0,0.0
Sasha Lakovic,NJ,LW,10,4,0,4,4.0,6,0:00,1,0,13,30.8,,,,,,0,0,0.0
Scott Daniels,NJ,LW,1,0,0,0,0.0,0,0:00,0,0,4,0.0,,,,,,0,0,0.0
Scott Niedermayer,NJ,D,74,17,33,50,19.0,34,0:00,3,10,157,10.8,,,,,,0,0,0.0
Scott Stevens,NJ,D,52,15,13,28,1.0,20,0:00,4,4,110,13.6,,,,,,0,0,0.0
Sergei Brylin,NJ,LW,76,11,12,23,-10.0,66,0:00,3,2,145,7.6,,,,,,0,0,0.0
Sergei Nemchinov C *,NJ,,56,1,7,8,-4.0,16,0:00,0,1,47,2.1,,,,,,0,0,0.0
Sheldon Souray,NJ,D,56,2,8,10,-3.0,36,0:00,0,1,69,2.9,,,,,,0,0,0.0
Total,NJ,,1,0,0,0,0.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
Vadim Sharifijanov,NJ,RW,75,5,22,27,29.0,64,0:00,0,0,111,4.5,,,,,,0,0,0.0
