Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexander Selivanov RW *,TB,,58,8,11,19,-15.0,24,0:00,1,1,89,9.0,,,,,,0,0,0.0
Alexandre Daigle RW *,TB,,34,1,16,17,-4.0,53,0:00,0,9,46,2.2,,,,,,0,0,0.0
Andrei Nazarov RW *,TB,,1,1,1,2,-3.0,0,0:00,1,1,1,100.0,,,,,,0,0,0.0
Andrei Skopintsev,TB,D,3,0,2,2,-3.0,2,0:00,0,0,2,0.0,,,,,,0,0,0.0
Barry Cullen,TB,C,2,0,0,0,0.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
Benoit Hogue LW *,TB,,52,7,19,26,-20.0,102,0:00,1,5,127,5.5,,,,,,0,0,0.0
Brent Peterson,TB,LW,10,1,2,3,-7.0,0,0:00,0,2,24,4.2,,,,,,0,0,0.0
Chris Gratton F *,TB,,82,13,15,28,-19.0,23,0:00,2,4,125,10.4,,,,,,0,0,0.0
Colin Forbes LW *,TB,,34,1,3,4,-15.0,27,0:00,0,0,15,6.7,,,,,,0,0,0.0
Corey Spring,TB,RW,4,1,0,1,-3.0,15,0:00,0,0,3,33.3,,,,,,0,0,0.0
Cory Cross,TB,D,43,6,13,19,-8.0,18,0:00,1,6,120,5.0,,,,,,0,0,0.0
Craig Janney C *,TB,,62,11,14,25,-12.0,50,0:00,2,3,101,10.9,,,,,,0,0,0.0
David Wilkie,TB,D,24,2,7,9,-10.0,6,0:00,0,3,26,7.7,,,,,,0,0,0.0
Daymond Langkow C *,TB,,20,4,8,12,-2.0,4,0:00,2,2,42,9.5,,,,,,0,0,0.0
Drew Bannister,TB,D,20,2,1,3,-2.0,0,0:00,0,0,16,12.5,,,,,,0,0,0.0
Enrico Ciccone D *,TB,,19,1,1,2,1.0,10,0:00,0,0,17,5.9,,,,,,0,0,0.0
Jason Bonsignore,TB,C,14,3,1,4,-5.0,10,0:00,0,0,25,12.0,,,,,,0,0,0.0
Jassen Cullimore,TB,D,67,2,16,18,-25.0,92,0:00,0,5,96,2.1,,,,,,0,0,0.0
Karel Betik,TB,D,14,0,3,3,-8.0,10,0:00,0,2,16,0.0,,,,,,0,0,0.0
Karl Dykhuis D *,TB,,21,1,2,3,-4.0,24,0:00,0,2,29,3.4,,,,,,0,0,0.0
Kjell Samuelsson,TB,D,37,0,6,6,-11.0,14,0:00,0,0,22,0.0,,,,,,0,0,0.0
Mario Larocque,TB,D,10,0,1,1,-5.0,2,0:00,0,0,10,0.0,,,,,,0,0,0.0
Michael Nylander C *,TB,,54,8,2,10,-20.0,28,0:00,0,0,69,11.6,,,,,,0,0,0.0
Michal Sykora,TB,D,23,0,3,3,-4.0,8,0:00,0,0,12,0.0,,,,,,0,0,0.0
Mikael Andersson LW *,TB,,46,1,4,5,-6.0,38,0:00,0,0,22,4.5,,,,,,0,0,0.0
Mikael Renberg RW *,TB,,67,5,7,12,-22.0,135,0:00,1,0,89,5.6,,,,,,0,0,0.0
Mike McBain,TB,D,28,3,4,7,-8.0,6,0:00,0,0,32,9.4,,,,,,0,0,0.0
Mike Sillinger C *,TB,,22,4,6,10,0.0,15,0:00,1,1,40,10.0,,,,,,0,0,0.0
Paul Mara,TB,D,16,1,1,2,-1.0,24,0:00,0,0,9,11.1,,,,,,0,0,0.0
Paul Ysebaert,TB,C,8,0,1,1,0.0,2,0:00,0,0,6,0.0,,,,,,0,0,0.0
Pavel Kubina,TB,D,38,4,18,22,-13.0,10,0:00,2,9,36,11.1,,,,,,0,0,0.0
Petr Svoboda D *,TB,,78,5,12,17,-22.0,81,0:00,1,3,73,6.8,,,,,,0,0,0.0
Rob Zamuner,TB,LW,68,9,12,21,-33.0,80,0:00,3,3,119,7.6,,,,,,0,0,0.0
Robert Petrovicky,TB,C,46,1,7,8,-19.0,69,0:00,0,3,35,2.9,,,,,,0,0,0.0
Sami Helenius D *,TB,,26,2,0,2,-5.0,43,0:00,0,0,18,11.1,,,,,,0,0,0.0
Sandy McCarthy RW *,TB,,32,6,6,12,-12.0,2,0:00,3,4,56,10.7,,,,,,0,0,0.0
Sergei Gusev D *,TB,,33,2,1,3,-21.0,18,0:00,0,0,27,7.4,,,,,,0,0,0.0
Stephane Richer,TB,RW,65,28,14,42,-25.0,35,0:00,11,4,171,16.4,,,,,,0,0,0.0
Steve Kelly,TB,C,40,2,3,5,-8.0,4,0:00,0,0,40,5.0,,,,,,0,0,0.0
Total,TB,,4,0,0,0,-2.0,2,0:00,0,0,3,0.0,,,,,,0,0,0.0
Vincent Lecavalier,TB,C,64,12,21,33,-10.0,22,0:00,3,2,139,8.6,,,,,,0,0,0.0
Wendel Clark LW *,TB,,82,21,22,43,-34.0,176,0:00,8,7,178,11.8,,,,,,0,0,0.0
Xavier Delisle,TB,C,5,0,0,0,-4.0,16,0:00,0,0,3,0.0,,,,,,0,0,0.0
