Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alexander Selivanov,TBL,R,72,14,19,33,-8,42,889.3611,2,9,0,0,1,177,0.07909,12,22,0.6,1998-1999
Alexandre Daigle,TBL,R,63,9,8,17,-13,4,651.8571,4,4,0,0,1,82,0.10975,5,9,0.4035,1998-1999
Andrei Nazarov,TBL,L,62,7,9,16,-4,73,712.4032,0,3,0,0,2,71,0.09859,7,13,0.5,1998-1999
Andrei Skopintsev,TBL,D,19,1,1,2,1,10,964.7894,0,0,0,0,0,17,0.05882,1,2,,1998-1999
Andrei Skopintsev,TBL,D,19,1,1,2,1,10,964.7894,0,0,0,0,0,17,0.05882,1,2,,1998-1999
Benoit Hogue,TBL,L,74,12,17,29,-10,54,970.0,2,3,0,1,3,121,0.09917,10,21,0.44347,1998-1999
Brent Peterson,TBL,L,20,2,1,3,-2,0,538.1,0,0,0,0,0,16,0.125,2,3,1.0,1998-1999
Chris Gratton,TBL,C,78,8,26,34,-28,143,1021.5641,1,7,0,0,1,181,0.04419,7,24,0.53457,1998-1999
Colin Forbes,TBL,L,80,12,8,20,-5,61,806.675,0,0,1,0,4,117,0.10256,11,19,0.5,1998-1999
Corey Spring,TBL,C,8,0,1,1,0,2,332.25,0,0,0,0,0,6,0.0,0,1,,1998-1999
Cory Cross,TBL,D,67,2,16,18,-25,92,1357.6567,0,5,0,0,0,96,0.02083,2,12,,1998-1999
Craig Janney,TBL,C,56,5,22,27,-15,14,856.3214,2,11,0,0,0,45,0.11111,3,14,0.46013,1998-1999
Darcy Tucker,TBL,R,82,21,22,43,-34,176,1163.5365,8,7,2,0,3,178,0.11797,11,26,0.45578,1998-1999
David Wilkie,TBL,D,46,1,7,8,-19,69,737.6521,0,3,0,0,0,35,0.02857,1,5,,1998-1999
Daymond Langkow,TBL,C,78,14,19,33,-8,39,945.282,4,5,1,0,2,149,0.09395,9,23,0.48109,1998-1999
Drew Bannister,TBL,D,21,1,2,3,-4,24,949.3809,0,2,0,0,0,29,0.03448,1,1,,1998-1999
Enrico Ciccone,TBL,D,59,3,1,4,-7,127,669.9491,0,0,0,0,0,52,0.05769,3,4,,1998-1999
Jason Bonsignore,TBL,C,23,0,3,3,-4,8,444.5652,0,0,0,0,0,12,0.0,0,3,0.56983,1998-1999
Jassen Cullimore,TBL,D,78,5,12,17,-22,81,1214.3205,1,3,1,0,1,73,0.06849,3,12,,1998-1999
John Cullen,TBL,C,4,0,0,0,-2,2,761.75,0,0,0,0,0,3,0.0,0,0,0.30434,1998-1999
Karel Betik,TBL,D,3,0,2,2,-3,2,808.3333,0,0,0,0,0,2,0.0,0,2,,1998-1999
Kjell Samuelsson,TBL,D,46,1,4,5,-6,38,1116.9782,0,0,0,0,0,22,0.04545,1,4,,1998-1999
Mario Larocque,TBL,D,5,0,0,0,-4,16,753.4,0,0,0,0,0,3,0.0,0,0,,1998-1999
Michael Nylander,TBL,C,33,4,10,14,-9,8,771.2424,1,4,0,0,0,33,0.12121,3,9,0.48,1998-1999
Michal Sykora,TBL,D,10,1,2,3,-7,0,979.9,0,2,0,0,1,24,0.04166,1,1,,1998-1999
Mikael Andersson,TBL,R,47,2,4,6,-7,4,762.0425,0,0,0,0,0,51,0.03921,2,6,0.31506,1998-1999
Mikael Renberg,TBL,R,66,15,23,38,5,18,951.4242,6,4,0,0,2,154,0.0974,9,28,0.66666,1998-1999
Mike McBain,TBL,D,37,0,6,6,-11,14,889.4864,0,0,0,0,0,22,0.0,0,6,,1998-1999
Mike Sillinger,TBL,C,79,8,5,13,-29,36,775.5569,0,0,2,0,0,92,0.08695,6,11,0.59927,1998-1999
Paul Mara,TBL,D,1,1,1,2,-3,0,1174.0,1,1,0,0,0,1,1.0,0,0,,1998-1999
Paul Ysebaert,TBL,L,10,0,1,1,-5,2,586.6,0,0,0,0,0,10,0.0,0,1,0.37142,1998-1999
Pavel Kubina,TBL,D,68,9,12,21,-33,80,1367.1911,3,3,1,0,1,119,0.07563,5,14,0.0,1998-1999
Petr Svoboda,TBL,D,59,5,18,23,1,81,1398.2881,1,9,1,0,1,83,0.06024,3,11,,1998-1999
Rob Zamuner,TBL,L,58,8,11,19,-15,24,985.9827,1,1,1,0,2,89,0.08988,6,14,0.47058,1998-1999
Robert Petrovicky,TBL,C,28,3,4,7,-8,6,633.4285,0,0,0,0,0,32,0.09375,3,7,0.34285,1998-1999
Sami Helenius,TBL,D,8,1,0,1,-5,23,814.375,0,0,1,0,0,4,0.25,0,0,,1998-1999
Sandy McCarthy,TBL,R,80,5,8,13,-24,160,663.0875,1,0,0,0,0,107,0.04672,4,12,0.5,1998-1999
Sergey Gusev,TBL,D,36,1,7,8,-3,16,943.9166,0,5,0,0,1,46,0.02173,1,2,,1998-1999
Stephane Richer,TBL,R,64,12,21,33,-10,22,1006.5312,3,2,2,0,1,139,0.08633,7,25,0.31343,1998-1999
Steve Kelly,TBL,C,34,1,3,4,-15,27,651.0882,0,0,0,0,1,15,0.06666,1,4,0.54545,1998-1999
Vincent Lecavalier,TBL,C,82,13,15,28,-19,23,808.3414,2,4,0,0,2,125,0.104,11,21,0.40293,1998-1999
Wendel Clark,TBL,L,77,32,16,48,-24,37,951.0259,11,4,0,1,3,215,0.14883,21,33,0.42857,1998-1999
Xavier Delisle,TBL,C,2,0,0,0,0,0,350.5,0,0,0,0,0,1,0.0,0,0,0.45454,1998-1999
